x,y,vx,vy,rho,p,neighbor_count
7.645664171e-02,8.942781825e-02,3.410730696e+02,2.596065242e+02,1.197696606e+03,1.976966057e+07,33
1.991920139e+00,4.378229875e-02,-1.138675329e+02,3.948753359e+01,8.734772783e+02,-1.265227217e+07,26
4.970458915e-03,3.147378723e-02,-9.457552030e+00,4.913378504e+01,6.859955296e+02,-3.140044704e+07,28
2.600390340e-02,2.960079475e-02,-2.193003178e+01,-8.392204166e+00,1.062912635e+03,6.291263481e+06,31
3.972232157e-02,2.999841566e-02,1.975204377e+01,1.784709270e-01,1.146017195e+03,1.460171955e+07,35
5.014166501e-02,2.996337123e-02,1.291849259e+01,-1.356199120e+00,1.056175042e+03,5.617504195e+06,36
6.004176692e-02,2.999042355e-02,3.610720515e+00,-6.948571176e-01,1.010951196e+03,1.095119632e+06,35
6.999890715e-02,3.000015511e-02,4.643339616e-01,-1.560557123e-01,1.005044274e+03,5.044274336e+05,36
7.999861811e-02,2.999936640e-02,5.066751781e-02,-1.351487505e-01,1.003711512e+03,3.711512328e+05,36
9.000038751e-02,2.999962499e-02,5.290396189e-02,-1.001550825e-01,1.003248821e+03,3.248820714e+05,36
1.000004292e-01,3.000025416e-02,3.821541621e-02,-5.051723520e-02,1.003103591e+03,3.103591325e+05,36
1.100002232e-01,3.000065362e-02,1.994625546e-02,-1.761341519e-02,1.003027088e+03,3.027088162e+05,36
1.200000838e-01,3.000082779e-02,7.899027576e-03,-2.329166244e-03,1.002990391e+03,2.990390902e+05,36
1.300000253e-01,3.000088321e-02,2.510067471e-03,2.887445955e-03,1.002975067e+03,2.975066630e+05,36
1.400000076e-01,3.000089688e-02,7.167804380e-04,4.297268995e-03,1.002969467e+03,2.969467462e+05,36
1.500000030e-01,3.000089994e-02,1.995837977e-04,4.645168935e-03,1.002967822e+03,2.967822076e+05,36
1.600000018e-01,3.000090063e-02,5.822911834e-05,4.729734999e-03,1.002967432e+03,2.967431767e+05,36
1.700000015e-01,3.000090077e-02,2.328076990e-05,4.748724184e-03,1.002967349e+03,2.967348978e+05,36
1.800000015e-01,3.000090080e-02,1.576569018e-05,4.752488470e-03,1.002967332e+03,2.967331627e+05,36
1.900000015e-01,3.000090081e-02,1.430069242e-05,4.753177924e-03,1.002967328e+03,2.967328126e+05,36
2.000000015e-01,3.000090081e-02,1.402542479e-05,4.753301644e-03,1.002967327e+03,2.967327486e+05,36
2.100000015e-01,3.000090081e-02,1.397534811e-05,4.753323229e-03,1.002967327e+03,2.967327378e+05,36
2.200000015e-01,3.000090081e-02,1.396678781e-05,4.753326778e-03,1.002967327e+03,2.967327360e+05,36
2.300000015e-01,3.000090081e-02,1.396540916e-05,4.753327331e-03,1.002967327e+03,2.967327357e+05,36
2.400000015e-01,3.000090081e-02,1.396519517e-05,4.753327415e-03,1.002967327e+03,2.967327357e+05,36
2.500000015e-01,3.000090081e-02,1.396516301e-05,4.753327428e-03,1.002967327e+03,2.967327357e+05,36
2.600000015e-01,3.000090081e-02,1.396515837e-05,4.753327429e-03,1.002967327e+03,2.967327357e+05,36
2.700000015e-01,3.000090081e-02,1.396515755e-05,4.753327429e-03,1.002967327e+03,2.967327357e+05,36
2.800000015e-01,3.000090081e-02,1.396515738e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
2.900000015e-01,3.000090081e-02,1.396515749e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
3.000000015e-01,3.000090081e-02,1.396515746e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
3.100000015e-01,3.000090081e-02,1.396515740e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
3.200000015e-01,3.000090081e-02,1.396515749e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
3.300000015e-01,3.000090081e-02,1.396515753e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
3.400000015e-01,3.000090081e-02,1.396515739e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
3.500000015e-01,3.000090081e-02,1.396515732e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
3.600000015e-01,3.000090081e-02,1.396515742e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
3.700000015e-01,3.000090081e-02,1.396515737e-05,4.753327429e-03,1.002967327e+03,2.967327357e+05,36
3.800000015e-01,3.000090081e-02,1.396515737e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
3.900000015e-01,3.000090081e-02,1.396515752e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
4.000000015e-01,3.000090081e-02,1.396515744e-05,4.753327429e-03,1.002967327e+03,2.967327357e+05,36
4.100000015e-01,3.000090081e-02,1.396515737e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
4.200000015e-01,3.000090081e-02,1.396515746e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
4.300000015e-01,3.000090081e-02,1.396515736e-05,4.753327429e-03,1.002967327e+03,2.967327357e+05,36
4.400000015e-01,3.000090081e-02,1.396515734e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
4.500000015e-01,3.000090081e-02,1.396515755e-05,4.753327430e-03,1.002967327e+03,2.967327357e+05,36
