x,y,vx,vy,rho,p,neighbor_count
6.086332053e-02,5.721014486e-02,-5.508082450e-01,-5.964030334e+00,1.347107978e+03,1.735539891e+05,20
8.666627068e-02,6.518232513e-02,-4.225697684e+00,-5.147683563e+00,1.220716451e+03,1.103582256e+05,19
1.121345310e-01,7.241568148e-02,-6.126175492e+00,-5.023818844e+00,1.147636525e+03,7.381826235e+04,16
1.391216254e-01,6.991365110e-02,-6.275897405e+00,-6.097556216e+00,1.057793678e+03,2.889683878e+04,16
1.638790285e-01,6.698624883e-02,-5.678503328e+00,-6.710844665e+00,1.099714934e+03,4.985746676e+04,14
1.881850469e-01,6.521464982e-02,-4.903996208e+00,-6.720933378e+00,1.154349092e+03,7.717454592e+04,16
2.118990794e-01,6.372850415e-02,-3.956211579e+00,-6.584301178e+00,1.224146306e+03,1.120731529e+05,18
2.348338072e-01,6.285208590e-02,-2.869393932e+00,-6.390006179e+00,1.293910829e+03,1.469554147e+05,19
2.568821138e-01,6.234876041e-02,-1.919113807e+00,-6.216849716e+00,1.355498267e+03,1.777491336e+05,19
2.782271223e-01,6.209738501e-02,-1.204674564e+00,-6.073451804e+00,1.401657825e+03,2.008289123e+05,21
2.990557402e-01,6.198013503e-02,-7.127188543e-01,-5.972620687e+00,1.433545276e+03,2.167726378e+05,21
3.195335885e-01,6.192770474e-02,-3.917797976e-01,-5.912118247e+00,1.454200248e+03,2.271001239e+05,20
3.397879181e-01,6.190670790e-02,-1.980048434e-01,-5.878396998e+00,1.466563995e+03,2.332819975e+05,20
3.599129094e-01,6.189930869e-02,-9.035157439e-02,-5.861179595e+00,1.473249320e+03,2.366246599e+05,20
3.799715245e-01,6.189707879e-02,-3.342262066e-02,-5.853477201e+00,1.476369034e+03,2.381845171e+05,20
4.000031479e-01,6.189662413e-02,7.554812530e-04,-5.851332497e+00,1.477258839e+03,2.386294197e+05,20
4.200347702e-01,6.189707866e-02,3.493278443e-02,-5.853476839e+00,1.476369262e+03,2.381846310e+05,20
4.400933814e-01,6.189930810e-02,9.185939473e-02,-5.861178891e+00,1.473249876e+03,2.366249379e+05,20
4.602183649e-01,6.190670596e-02,1.995092054e-01,-5.878396313e+00,1.466565052e+03,2.332825262e+05,20
4.804726824e-01,6.192769984e-02,3.932815890e-01,-5.912118580e+00,1.454201997e+03,2.271009984e+05,20
5.009505149e-01,6.198012409e-02,7.142227837e-01,-5.972624811e+00,1.433547818e+03,2.167739092e+05,21
5.217791198e-01,6.209736463e-02,1.206190812e+00,-6.073462398e+00,1.401661062e+03,2.008305312e+05,21
5.431241352e-01,6.234872914e-02,1.920654793e+00,-6.216864510e+00,1.355502572e+03,1.777512860e+05,19
5.651724696e-01,6.285205572e-02,2.870925067e+00,-6.390004759e+00,1.293916714e+03,1.469583571e+05,19
5.881071929e-01,6.372848334e-02,3.957719153e+00,-6.584262117e+00,1.224152322e+03,1.120761612e+05,18
6.118210571e-01,6.521460211e-02,4.905489542e+00,-6.720819235e+00,1.154354182e+03,7.717709094e+04,16
6.361268955e-01,6.698619614e-02,5.680024616e+00,-6.710705719e+00,1.099711601e+03,4.985580067e+04,14
6.608845742e-01,6.991346735e-02,6.277575933e+00,-6.097555799e+00,1.057802807e+03,2.890140346e+04,16
6.878712431e-01,7.241536311e-02,6.126986518e+00,-5.024260696e+00,1.147683086e+03,7.384154319e+04,16
7.133374363e-01,6.518099984e-02,4.224827153e+00,-5.148851435e+00,1.220830929e+03,1.104154644e+05,19
7.391377237e-01,5.720864389e-02,5.491057531e-01,-5.964390637e+00,1.347178846e+03,1.735894231e+05,20
6.501173676e-02,8.380503806e-02,5.303141797e+00,-1.451467873e+00,1.844641219e+03,4.223206093e+05,21
7.113255888e-02,7.500826507e-02,-1.143705969e+00,-2.681847669e+00,1.683590007e+03,3.417950035e+05,21
9.711957957e-02,6.940234471e-02,-5.864628366e+00,-5.316437987e+00,1.200943748e+03,1.004718742e+05,19
1.267770386e-01,6.462047781e-02,-6.468509674e+00,-6.990364276e+00,9.987797218e+02,-6.101391155e+02,17
1.565856352e-01,6.211959441e-02,-6.502655633e+00,-7.731075501e+00,1.068212998e+03,3.410649923e+04,16
1.846901945e-01,6.104538134e-02,-5.192211660e+00,-7.949063070e+00,1.142424699e+03,7.121234967e+04,17
2.101697382e-01,6.045174071e-02,-4.085560091e+00,-7.838969311e+00,1.223207642e+03,1.116038208e+05,17
2.339918852e-01,5.999074553e-02,-2.955066657e+00,-7.632480685e+00,1.297400776e+03,1.487003882e+05,19
2.565111830e-01,5.973495903e-02,-1.976821192e+00,-7.438287899e+00,1.360128344e+03,1.800641722e+05,21
2.780810081e-01,5.959297778e-02,-1.234292435e+00,-7.295416936e+00,1.406046844e+03,2.030234220e+05,22
2.990043091e-01,5.951508816e-02,-7.241418008e-01,-7.204765495e+00,1.437364073e+03,2.186820364e+05,23
3.195178073e-01,5.947352495e-02,-3.949768651e-01,-7.154639474e+00,1.457471914e+03,2.287359570e+05,24
3.397843340e-01,5.945373433e-02,-1.983049347e-01,-7.128509345e+00,1.469446910e+03,2.347234552e+05,23
3.599130648e-01,5.944545838e-02,-8.994099278e-02,-7.115806903e+00,1.475902008e+03,2.379510041e+05,23
3.799726856e-01,5.944245108e-02,-3.300909078e-02,-7.110319912e+00,1.478908540e+03,2.394542700e+05,23
4.000045695e-01,5.944172961e-02,1.009456973e-03,-7.108822515e+00,1.479765145e+03,2.398825725e+05,23
4.200364529e-01,5.944245061e-02,3.502704086e-02,-7.110320750e+00,1.478908487e+03,2.394542435e+05,23
4.400960718e-01,5.944545691e-02,9.195565263e-02,-7.115809522e+00,1.475901860e+03,2.379509302e+05,23
4.602247982e-01,5.945373051e-02,2.003123868e-01,-7.128515988e+00,1.469446557e+03,2.347232785e+05,23
4.804913162e-01,5.947351577e-02,3.969703368e-01,-7.154654683e+00,1.457471139e+03,2.287355696e+05,24
5.010047987e-01,5.951506788e-02,7.261104981e-01,-7.204796419e+00,1.437362507e+03,2.186812533e+05,23
5.219280740e-01,5.959293805e-02,1.236215135e+00,-7.295468338e+00,1.406043986e+03,2.030219928e+05,22
5.434978503e-01,5.973488940e-02,1.978657330e+00,-7.438358667e+00,1.360124378e+03,1.800621891e+05,21
5.660170346e-01,5.999063502e-02,2.956748587e+00,-7.632546557e+00,1.297397341e+03,1.486986706e+05,19
5.898390490e-01,6.045157909e-02,4.087173804e+00,-7.838972048e+00,1.223206492e+03,1.116032460e+05,17
6.153187159e-01,6.104517622e-02,5.193915025e+00,-7.948930936e+00,1.142425747e+03,7.121287358e+04,17
6.434233228e-01,6.211953839e-02,6.504357321e+00,-7.730913312e+00,1.068206720e+03,3.410336000e+04,16
6.732313093e-01,6.462042195e-02,6.469704727e+00,-6.990420944e+00,9.987937928e+02,-6.031036069e+02,17
7.028875042e-01,6.940245833e-02,5.864345613e+00,-5.316639278e+00,1.201048073e+03,1.005240367e+05,19
7.288709386e-01,7.500670504e-02,1.142680522e+00,-2.682895366e+00,1.683746560e+03,3.418732798e+05,21
7.349866208e-01,8.380392430e-02,-5.305159398e+00,-1.452720945e+00,1.844790603e+03,4.223953017e+05,21
4.518339045e-02,6.222038009e-02,-1.026429189e+00,-5.186487586e+00,1.404562107e+03,2.022810537e+05,18
6.608971739e-02,7.107296104e-02,-1.311497082e+00,-3.749009369e+00,1.627625218e+03,3.138126088e+05,19
8.988995463e-02,8.459146333e-02,-6.779227807e+00,-1.149748507e+00,1.526177402e+03,2.630887011e+05,21
1.218430418e-01,8.899027812e-02,-8.324819100e+00,-2.682950675e+00,1.402631611e+03,2.013158054e+05,19
1.538032956e-01,8.867711984e-02,-8.008339323e+00,-4.136613116e+00,1.346441636e+03,1.732208179e+05,19
1.826185037e-01,8.844921095e-02,-6.407039410e+00,-5.193561209e+00,1.371876488e+03,1.859382439e+05,17
2.090157247e-01,8.745222583e-02,-4.849457050e+00,-6.213956287e+00,1.401851772e+03,2.009258860e+05,17
2.334288801e-01,8.656381110e-02,-3.324474878e+00,-7.049009153e+00,1.448121896e+03,2.240609482e+05,18
2.562084808e-01,8.589487753e-02,-2.133737271e+00,-7.627255773e+00,1.496183520e+03,2.480917598e+05,19
2.778639446e-01,8.550602848e-02,-1.339606213e+00,-7.960842629e+00,1.534828257e+03,2.674141287e+05,20
2.988619967e-01,8.526961582e-02,-8.110251848e-01,-8.158172497e+00,1.561574191e+03,2.807870954e+05,21
3.194377156e-01,8.513628492e-02,-4.545474630e-01,-8.278673436e+00,1.580437304e+03,2.902186522e+05,22
3.397446144e-01,8.506737651e-02,-2.328653562e-01,-8.347889111e+00,1.592743610e+03,2.963718049e+05,22
3.598955661e-01,8.503520535e-02,-1.071288168e-01,-8.383971124e+00,1.599873541e+03,2.999367703e+05,23
3.799663342e-01,8.502194971e-02,-3.977871391e-02,-8.400295794e+00,1.603364604e+03,3.016823019e+05,23
4.000044382e-01,8.501845068e-02,9.357182041e-04,-8.404863426e+00,1.604386338e+03,3.021931690e+05,23
4.200425423e-01,8.502194956e-02,4.164999261e-02,-8.400295851e+00,1.603364611e+03,3.016823057e+05,23
4.401133104e-01,8.503520489e-02,1.089996342e-01,-8.383971313e+00,1.599873545e+03,2.999367723e+05,23
4.602642623e-01,8.506737529e-02,2.347353611e-01,-8.347889746e+00,1.592743569e+03,2.963717846e+05,22
4.805711622e-01,8.513628217e-02,4.564159777e-01,-8.278675286e+00,1.580437116e+03,2.902185582e+05,22
5.011468837e-01,8.526961038e-02,8.128910982e-01,-8.158176772e+00,1.561573645e+03,2.807868223e+05,21
5.221449379e-01,8.550601606e-02,1.341467391e+00,-7.960852406e+00,1.534826688e+03,2.674133439e+05,20
5.438004222e-01,8.589485742e-02,2.135596611e+00,-7.627274895e+00,1.496180739e+03,2.480903697e+05,19
5.665800712e-01,8.656379369e-02,3.326326510e+00,-7.049040464e+00,1.448118822e+03,2.240594109e+05,18
5.909932924e-01,8.745223453e-02,4.851300475e+00,-6.214002715e+00,1.401849875e+03,2.009249374e+05,17
6.173906132e-01,8.844927357e-02,6.408863509e+00,-5.193615122e+00,1.371877004e+03,1.859385021e+05,17
