x,y,vx,vy,rho,pressure,neighbor_count
4.500000000e-06,4.500000000e-06,0.000000000e+00,0.000000000e+00,9.982885132e+02,-1.518065797e+05,10
3.134205274e-02,4.500000000e-06,3.212490128e-01,0.000000000e+00,1.002821585e+03,1.112056047e+06,13
6.587085463e-02,4.500000000e-06,8.469261551e-01,0.000000000e+00,1.003829691e+03,1.189163511e+06,12
2.179465530e-01,1.876731487e-01,8.959191805e+00,1.426534884e+01,9.930167291e+02,-3.072472459e+05,10
1.007493148e-01,4.500000000e-06,1.024240263e+00,0.000000000e+00,1.004166771e+03,1.201420171e+06,13
2.081362869e-01,1.150495768e-01,4.649196642e+00,9.367173752e+00,9.196035040e+02,-3.072472459e+05,9
1.363256795e-01,4.500000000e-06,1.027695528e+00,0.000000000e+00,1.003991363e+03,1.164749671e+06,13
1.729459459e-01,4.500000000e-06,1.122732533e+00,0.000000000e+00,1.003678243e+03,1.120529939e+06,12
2.106742583e-01,4.500000000e-06,1.028837722e+00,0.000000000e+00,1.003511516e+03,1.092669497e+06,12
2.496406755e-01,4.500000000e-06,8.272698549e-01,0.000000000e+00,1.003465533e+03,1.078469798e+06,12
2.898064368e-01,4.500000000e-06,6.575768218e-01,0.000000000e+00,1.003430497e+03,1.068884839e+06,12
3.313258164e-01,4.500000000e-06,5.476625372e-01,0.000000000e+00,1.003441358e+03,1.065366158e+06,11
3.881277491e-01,4.500000000e-06,1.291066144e-01,0.000000000e+00,1.003460500e+03,1.065470047e+06,11
4.315072727e-01,4.500000000e-06,-8.886547463e-02,0.000000000e+00,1.003443679e+03,1.064086489e+06,11
5.436176550e-01,4.500000000e-06,4.607772040e-01,0.000000000e+00,1.003723289e+03,1.088687174e+06,11
9.999955000e-01,1.139498022e-01,0.000000000e+00,1.960321487e+00,1.003559312e+03,1.074301573e+06,10
4.500000000e-06,2.208895932e-02,0.000000000e+00,6.856302435e-02,1.004100935e+03,1.508657193e+06,13
1.751144763e-01,1.239919162e-01,1.704369600e+01,2.549404371e+01,4.453000582e+02,-3.072472459e+05,4
2.498784182e-01,1.470340165e-01,2.567079961e+01,4.979335743e+00,1.001806046e+03,3.807805302e+05,11
2.473424169e-01,6.938014590e-02,9.714817007e+00,-5.376729621e+00,9.398471834e+02,-3.072472459e+05,13
1.991941547e-01,6.588382040e-02,7.427036716e+00,-1.488796295e+00,9.646574671e+02,-2.955045628e+04,10
