x,y,vx,vy,rho,p,neighbor_count
9.140246749e-02,9.899122660e-02,1.492537592e+02,6.919791738e+01,1.335705530e+03,3.357055300e+07,36
1.986740025e+00,4.404008208e-02,-5.267639550e+01,-5.450524490e+00,1.023066189e+03,2.306618930e+06,28
9.202901263e-03,3.645791824e-02,9.262008876e+01,7.399154626e+01,9.039655389e+02,-9.603446110e+06,23
2.397970368e-02,2.909058173e-02,-3.339974333e+01,-5.159177427e+00,1.060444629e+03,6.044462874e+06,28
4.149653112e-02,3.023291916e-02,2.577562171e+01,6.305809257e+00,1.137102099e+03,1.371020995e+07,35
5.216205396e-02,3.008181749e-02,4.275506723e+01,6.362403307e+00,1.162158128e+03,1.621581280e+07,35
6.105932141e-02,2.993285229e-02,2.806379107e+01,7.919097981e-02,1.093384103e+03,9.338410335e+06,35
7.036245639e-02,2.992462044e-02,1.252097934e+01,-2.174509270e+00,1.039766923e+03,3.976692317e+06,37
8.012616716e-02,2.993869740e-02,5.098067789e+00,-1.980895326e+00,1.019069893e+03,1.906989336e+06,36
9.005120547e-02,2.995519218e-02,2.094321802e+00,-1.498093484e+00,1.010572316e+03,1.057231561e+06,36
1.000253928e-01,2.997299661e-02,1.000155411e+00,-9.743617050e-01,1.007166447e+03,7.166447206e+05,36
1.100138569e-01,2.998627125e-02,5.520445787e-01,-5.643959867e-01,1.005420500e+03,5.420499741e+05,36
1.200074369e-01,2.999414903e-02,3.186289154e-01,-2.960478492e-01,1.004316451e+03,4.316450707e+05,36
1.300037002e-01,2.999809516e-02,1.742000362e-01,-1.420723047e-01,1.003631732e+03,3.631732447e+05,36
1.400016791e-01,2.999988381e-02,8.616570910e-02,-6.189925414e-02,1.003260631e+03,3.260631266e+05,36
1.500006864e-01,3.000064096e-02,3.798739298e-02,-2.400104606e-02,1.003085049e+03,3.085048505e+05,36
1.600002540e-01,3.000093370e-02,1.505847396e-02,-8.037471804e-03,1.003009606e+03,3.009605605e+05,36
1.700000878e-01,3.000103564e-02,5.491976811e-03,-2.029745696e-03,1.002979469e+03,2.979468623e+05,36
1.800000298e-01,3.000106836e-02,1.882060203e-03,4.933981781e-05,1.002968339e+03,2.968339368e+05,36
