x,y,vx,vy,rho,p,neighbor_count
6.112817487e-02,5.907905111e-02,-1.635482325e+00,-5.025532412e+00,1.337611566e+03,1.688057829e+05,20
8.813694719e-02,6.672533593e-02,-5.354269094e+00,-3.521670489e+00,1.183511213e+03,9.175560636e+04,19
1.141697043e-01,7.393772812e-02,-6.622453739e+00,-3.585098042e+00,1.182388910e+03,9.119445524e+04,15
1.411468501e-01,7.182653033e-02,-6.094257477e+00,-5.162671177e+00,1.102873601e+03,5.143680053e+04,16
1.657052831e-01,6.913021380e-02,-5.444608705e+00,-6.144340900e+00,1.138446778e+03,6.922338909e+04,16
1.897533965e-01,6.738885430e-02,-4.588687709e+00,-6.470806867e+00,1.179514980e+03,8.975749009e+04,17
2.131561286e-01,6.588520401e-02,-3.597774322e+00,-6.652700110e+00,1.237169361e+03,1.185846806e+05,19
2.357374659e-01,6.496809756e-02,-2.514993817e+00,-6.721654587e+00,1.297889463e+03,1.489447313e+05,19
2.574822686e-01,6.442495517e-02,-1.635072079e+00,-6.740209146e+00,1.350838510e+03,1.754192548e+05,21
2.786016564e-01,6.413811006e-02,-1.001963666e+00,-6.726666604e+00,1.389848954e+03,1.949244770e+05,22
2.992759310e-01,6.399522648e-02,-5.769694771e-01,-6.708658833e+00,1.416433320e+03,2.082166602e+05,22
3.196537408e-01,6.392735287e-02,-3.072437929e-01,-6.696839988e+00,1.433323196e+03,2.166615978e+05,22
3.398481549e-01,6.389772658e-02,-1.499181167e-01,-6.689789965e+00,1.443137948e+03,2.215689741e+05,22
3.599401717e-01,6.388591420e-02,-6.598272226e-02,-6.685987520e+00,1.448267143e+03,2.241335713e+05,22
3.799815346e-01,6.388170834e-02,-2.360567381e-02,-6.684215447e+00,1.450584160e+03,2.252920798e+05,22
4.000029068e-01,6.388070329e-02,7.060450317e-04,-6.683710581e+00,1.451231111e+03,2.256155557e+05,22
4.200242780e-01,6.388170810e-02,2.501709659e-02,-6.684215302e+00,1.450584330e+03,2.252921651e+05,22
4.400656378e-01,6.388591342e-02,6.739209208e-02,-6.685987244e+00,1.448267575e+03,2.241337876e+05,22
4.601576479e-01,6.389772445e-02,1.513241324e-01,-6.689789732e+00,1.443138814e+03,2.215694069e+05,22
4.803520508e-01,6.392734803e-02,3.086466873e-01,-6.696840060e+00,1.433324715e+03,2.166623575e+05,22
5.007298442e-01,6.399521659e-02,5.783728599e-01,-6.708660155e+00,1.416435670e+03,2.082178352e+05,22
5.214041016e-01,6.413809251e-02,1.003379195e+00,-6.726669993e+00,1.389852102e+03,1.949260511e+05,22
5.425234866e-01,6.442492829e-02,1.636523546e+00,-6.740215744e+00,1.350842475e+03,1.754212373e+05,21
5.642683170e-01,6.496806719e-02,2.516473865e+00,-6.721653790e+00,1.297894932e+03,1.489474658e+05,19
5.868496564e-01,6.588517225e-02,3.599246032e+00,-6.652677853e+00,1.237175285e+03,1.185876424e+05,19
6.102522273e-01,6.738877337e-02,4.590116980e+00,-6.470739382e+00,1.179518688e+03,8.975934402e+04,17
6.343001546e-01,6.913011873e-02,5.446029800e+00,-6.144243434e+00,1.138441899e+03,6.922094951e+04,15
6.588588049e-01,7.182634683e-02,6.095908118e+00,-5.162676033e+00,1.102875187e+03,5.143759375e+04,16
6.858357845e-01,7.393754605e-02,6.623508988e+00,-3.585444352e+00,1.182422709e+03,9.121135431e+04,15
7.118670043e-01,6.672437511e-02,5.353870829e+00,-3.522631464e+00,1.183604514e+03,9.180225719e+04,19
7.388734276e-01,5.907767775e-02,1.633764123e+00,-5.026021070e+00,1.337687443e+03,1.688437213e+05,20
6.331131648e-02,8.415139248e-02,4.916006734e+00,2.880472023e-02,1.793227836e+03,3.966139178e+05,23
7.162469767e-02,7.573279635e-02,-2.715218011e+00,-8.814632911e-01,1.624371145e+03,3.121855724e+05,21
9.911308112e-02,7.102998878e-02,-6.867098691e+00,-4.040247224e+00,1.206881390e+03,1.034406952e+05,20
1.289038521e-01,6.684215899e-02,-6.760788875e+00,-6.312609149e+00,1.019279225e+03,9.639612280e+03,18
1.586864151e-01,6.461148018e-02,-6.349322313e+00,-7.383369125e+00,1.071114851e+03,3.555742544e+04,16
1.863557436e-01,6.362930188e-02,-4.921590174e+00,-7.835149290e+00,1.138134556e+03,6.906727796e+04,17
2.114709716e-01,6.302195376e-02,-3.754262538e+00,-7.975487702e+00,1.214882975e+03,1.074414875e+05,17
2.349251856e-01,6.251409412e-02,-2.621122308e+00,-8.003434461e+00,1.283969330e+03,1.419846649e+05,19
2.571307842e-01,6.220986296e-02,-1.699081515e+00,-7.983210176e+00,1.340414754e+03,1.702073769e+05,20
2.784652944e-01,6.203100849e-02,-1.031546575e+00,-7.954951653e+00,1.380518996e+03,1.902594979e+05,21
2.992282291e-01,6.192969602e-02,-5.879126176e-01,-7.936390687e+00,1.407273755e+03,2.036368773e+05,21
3.196390226e-01,6.187539584e-02,-3.104622671e-01,-7.928258916e+00,1.424038842e+03,2.120194208e+05,20
3.398446998e-01,6.184906227e-02,-1.504676409e-01,-7.924873529e+00,1.433703024e+03,2.168515122e+05,20
3.599402192e-01,6.183763756e-02,-6.581196613e-02,-7.923460843e+00,1.438729315e+03,2.193646573e+05,20
3.799825757e-01,6.183327881e-02,-2.333532313e-02,-7.922896540e+00,1.440993215e+03,2.204966073e+05,20
4.000042486e-01,6.183218976e-02,9.277073740e-04,-7.922747061e+00,1.441624348e+03,2.208121741e+05,20
4.200259212e-01,6.183327860e-02,2.519033703e-02,-7.922897057e+00,1.440993193e+03,2.204965965e+05,20
4.400682767e-01,6.183763691e-02,6.766551509e-02,-7.923462397e+00,1.438729253e+03,2.193646264e+05,20
4.601637937e-01,6.184906051e-02,1.523178677e-01,-7.924877477e+00,1.433702866e+03,2.168514329e+05,20
4.803694658e-01,6.187539137e-02,3.123059980e-01,-7.928268045e+00,1.424038462e+03,2.120192308e+05,20
5.007802500e-01,6.192968536e-02,5.897456689e-01,-7.936409914e+00,1.407272888e+03,2.036364440e+05,21
5.215431711e-01,6.203098492e-02,1.033364586e+00,-7.954987249e+00,1.380517114e+03,1.902585571e+05,21
5.428776564e-01,6.220981569e-02,1.700862175e+00,-7.983260072e+00,1.340411426e+03,1.702057132e+05,20
5.650831869e-01,6.251400401e-02,2.622805846e+00,-8.003479424e+00,1.283965680e+03,1.419828400e+05,19
5.885372897e-01,6.302179343e-02,3.755886487e+00,-7.975493230e+00,1.214880063e+03,1.074400315e+05,17
6.136526155e-01,6.362905715e-02,4.923265141e+00,-7.835056060e+00,1.138132278e+03,6.906613886e+04,17
6.413219912e-01,6.461136998e-02,6.351001372e+00,-7.383197251e+00,1.071109235e+03,3.555461750e+04,16
6.711041002e-01,6.684211465e-02,6.762062569e+00,-6.312586728e+00,1.019285304e+03,9.642652075e+03,18
7.008940449e-01,7.103015031e-02,6.867394969e+00,-4.040242608e+00,1.206951442e+03,1.034757212e+05,20
7.283791640e-01,7.573157664e-02,2.713881407e+00,-8.824581014e-01,1.624534827e+03,3.122674134e+05,21
7.366877185e-01,8.415066066e-02,-4.918231562e+00,2.788153211e-02,1.793374219e+03,3.966871095e+05,23
4.553338457e-02,6.392311631e-02,-1.228112061e+00,-5.342982250e+00,1.412432440e+03,2.062162199e+05,19
6.661846866e-02,7.217099573e-02,-2.684216992e+00,-2.229889596e+00,1.609225910e+03,3.046129548e+05,20
