x,y,vx,vy,rho,p,neighbor_count
8.811496494e-02,9.734373476e-02,1.907644929e+02,1.061032002e+02,1.344270698e+03,3.442706985e+07,33
1.987885847e+00,4.417827239e-02,-6.590490590e+01,-7.118149900e+00,9.596109690e+02,-4.038903105e+06,28
7.372284580e-03,3.490029824e-02,8.799677347e+01,8.322152262e+01,7.979843970e+02,-2.020156030e+07,24
2.465727506e-02,2.920910125e-02,-3.420531786e+01,-7.182305214e+00,1.044998961e+03,4.499896120e+06,30
4.096065411e-02,3.011806686e-02,2.842213004e+01,4.876134445e+00,1.160876290e+03,1.608762898e+07,34
5.135853168e-02,2.998350376e-02,3.673788605e+01,3.048718652e+00,1.144806146e+03,1.448061462e+07,35
6.057165066e-02,2.994073519e-02,1.969309822e+01,-9.324000235e-01,1.066780951e+03,6.678095062e+06,35
7.015904679e-02,2.996260545e-02,7.305547218e+00,-1.525911788e+00,1.024030209e+03,2.403020853e+06,37
8.004754406e-02,2.997125107e-02,2.567411288e+00,-1.197574624e+00,1.011283074e+03,1.128307413e+06,36
9.001969314e-02,2.997940528e-02,9.920641448e-01,-8.700472771e-01,1.006539262e+03,6.539262373e+05,36
1.000103161e-01,2.998840628e-02,4.808366598e-01,-5.339643951e-01,1.004880323e+03,4.880323236e+05,36
1.100055732e-01,2.999490082e-02,2.623293720e-01,-2.813625401e-01,1.004051623e+03,4.051623023e+05,36
1.200027672e-01,2.999848285e-02,1.409181260e-01,-1.298131738e-01,1.003530981e+03,3.530981134e+05,36
1.300012323e-01,3.000008013e-02,6.938960678e-02,-5.376639599e-02,1.003221805e+03,3.221804652e+05,36
1.400005004e-01,3.000070741e-02,3.077447159e-02,-1.973342355e-02,1.003066857e+03,3.066857482e+05,36
1.500001846e-01,3.000093944e-02,1.216024765e-02,-5.685872102e-03,1.003001369e+03,3.001368856e+05,36
1.600000621e-01,3.000101930e-02,4.296746537e-03,-4.345808898e-04,1.002976754e+03,2.976753742e+05,36
1.700000202e-01,3.000104409e-02,1.395060563e-03,1.317913333e-03,1.002968128e+03,2.968128223e+05,36
1.800000073e-01,3.000105113e-02,4.332895955e-04,1.852304476e-03,1.002965303e+03,2.965303319e+05,36
1.900000036e-01,3.000105303e-02,1.366340151e-04,2.006429787e-03,1.002964452e+03,2.964451583e+05,36
2.000000026e-01,3.000105353e-02,5.029705216e-05,2.048900584e-03,1.002964213e+03,2.964213476e+05,36
2.100000023e-01,3.000105365e-02,2.666219113e-05,2.060000955e-03,1.002964150e+03,2.964150315e+05,36
2.200000023e-01,3.000105368e-02,2.055842991e-05,2.062758635e-03,1.002964134e+03,2.964134243e+05,36
2.300000022e-01,3.000105368e-02,1.905317258e-05,2.063417610e-03,1.002964130e+03,2.964130334e+05,36
2.400000022e-01,3.000105369e-02,1.869588202e-05,2.063569939e-03,1.002964129e+03,2.964129426e+05,36
2.500000022e-01,3.000105369e-02,1.861423861e-05,2.063603945e-03,1.002964129e+03,2.964129222e+05,36
2.600000022e-01,3.000105369e-02,1.859626269e-05,2.063611282e-03,1.002964129e+03,2.964129178e+05,36
2.700000022e-01,3.000105369e-02,1.859243135e-05,2.063612820e-03,1.002964129e+03,2.964129168e+05,36
2.800000022e-01,3.000105369e-02,1.859163773e-05,2.063613133e-03,1.002964129e+03,2.964129167e+05,36
2.900000022e-01,3.000105369e-02,1.859147754e-05,2.063613196e-03,1.002964129e+03,2.964129166e+05,36
3.000000022e-01,3.000105369e-02,1.859144578e-05,2.063613208e-03,1.002964129e+03,2.964129166e+05,36
3.100000022e-01,3.000105369e-02,1.859143989e-05,2.063613210e-03,1.002964129e+03,2.964129166e+05,36
3.200000022e-01,3.000105369e-02,1.859143930e-05,2.063613210e-03,1.002964129e+03,2.964129166e+05,36
