x,y,vx,vy,rho,p,neighbor_count
6.220629335e-02,6.123153830e-02,-3.358043406e+00,-3.077643973e+00,1.319402363e+03,1.597011815e+05,20
9.095573465e-02,6.803476947e-02,-6.485895287e+00,-1.026427030e+00,1.151780035e+03,7.589001763e+04,18
1.174733941e-01,7.527589831e-02,-6.978121323e+00,-9.758251607e-01,1.237209981e+03,1.186049905e+05,16
1.440726669e-01,7.403252875e-02,-5.820162738e+00,-3.051914612e+00,1.202797790e+03,1.013988948e+05,16
1.683053830e-01,7.188273648e-02,-5.111096191e+00,-4.394652698e+00,1.238177038e+03,1.190885190e+05,18
1.919128715e-01,7.036546605e-02,-4.110211823e+00,-5.093407088e+00,1.267419566e+03,1.337097832e+05,19
2.148196003e-01,6.901715478e-02,-3.041302633e+00,-5.653300324e+00,1.310255595e+03,1.551277976e+05,20
2.368797525e-01,6.818536701e-02,-2.012111530e+00,-6.005533917e+00,1.358835477e+03,1.794177386e+05,20
2.582158902e-01,6.768693052e-02,-1.259341904e+00,-6.216964834e+00,1.399865972e+03,1.999329861e+05,21
2.790461009e-01,6.741711378e-02,-7.433903077e-01,-6.330299456e+00,1.429639354e+03,2.148196770e+05,22
2.995283920e-01,6.728019913e-02,-4.089923913e-01,-6.390431008e+00,1.449646267e+03,2.248231334e+05,22
3.197860761e-01,6.721492955e-02,-2.065396918e-01,-6.422068306e+00,1.462010093e+03,2.310050466e+05,22
3.399116302e-01,6.718626464e-02,-9.507879834e-02,-6.437398271e+00,1.468881757e+03,2.344408784e+05,22
3.599676243e-01,6.717471464e-02,-3.938933338e-02,-6.444146710e+00,1.472291018e+03,2.361455092e+05,22
3.799911929e-01,6.717054216e-02,-1.326781159e-02,-6.446769982e+00,1.473755708e+03,2.368778539e+05,22
4.000025714e-01,6.716953241e-02,6.575481418e-04,-6.447434535e+00,1.474151236e+03,2.370756179e+05,22
4.200139494e-01,6.717054190e-02,1.458236913e-02,-6.446770129e+00,1.473755811e+03,2.368779057e+05,22
4.400375157e-01,6.717471385e-02,4.070208945e-02,-6.444147156e+00,1.472291295e+03,2.361456473e+05,22
4.600935048e-01,6.718626261e-02,9.638807776e-02,-6.437399381e+00,1.468882349e+03,2.344411743e+05,22
4.802190494e-01,6.721492503e-02,2.078444586e-01,-6.422070362e+00,1.462011215e+03,2.310056074e+05,22
5.004767176e-01,6.728019006e-02,4.102933409e-01,-6.390434324e+00,1.449648146e+03,2.248240728e+05,22
5.209589868e-01,6.741709756e-02,7.446947763e-01,-6.330303325e+00,1.429642056e+03,2.148210279e+05,22
5.417891791e-01,6.768690542e-02,1.260670102e+00,-6.216967345e+00,1.399869379e+03,1.999346893e+05,21
5.631253253e-01,6.818533488e-02,2.013489586e+00,-6.005529067e+00,1.358840232e+03,1.794201158e+05,20
5.851854790e-01,6.901711326e-02,3.042694257e+00,-5.653283975e+00,1.310261273e+03,1.551306363e+05,20
6.080920706e-01,7.036536250e-02,4.111551342e+00,-5.093394227e+00,1.267422100e+03,1.337110502e+05,19
6.316993854e-01,7.188260725e-02,5.112377156e+00,-4.394637684e+00,1.238172001e+03,1.190860007e+05,18
6.559322047e-01,7.403235167e-02,5.821660075e+00,-3.051950781e+00,1.202790567e+03,1.013952835e+05,16
6.825315423e-01,7.527585922e-02,6.979358493e+00,-9.760155755e-01,1.237231007e+03,1.186155035e+05,16
7.090483068e-01,6.803421864e-02,6.486087499e+00,-1.027039773e+00,1.151840900e+03,7.592044983e+04,18
7.377961077e-01,6.123042955e-02,3.356666662e+00,-3.078266410e+00,1.319493304e+03,1.597466522e+05,20
6.109254575e-02,8.385295374e-02,3.666769606e+00,1.534627103e+00,1.669999007e+03,3.349995035e+05,23
7.338882662e-02,7.575796694e-02,-5.446246126e+00,1.450798644e+00,1.493110429e+03,2.465552145e+05,21
1.026391450e-01,7.265581587e-02,-7.828555191e+00,-1.876264532e+00,1.238528370e+03,1.192641848e+05,20
1.322591800e-01,6.968878462e-02,-7.088112406e+00,-4.704867723e+00,1.100454546e+03,5.022727293e+04,18
1.617439987e-01,6.803915925e-02,-6.105798648e+00,-6.100238825e+00,1.131763793e+03,6.588189641e+04,17
1.886883771e-01,6.731436396e-02,-4.505457983e+00,-6.747588431e+00,1.193024135e+03,9.651206757e+04,17
2.132182586e-01,6.681918740e-02,-3.242043956e+00,-7.121913232e+00,1.263673447e+03,1.318367233e+05,20
2.361232655e-01,6.636646358e-02,-2.139860194e+00,-7.369862583e+00,1.324760680e+03,1.623803400e+05,22
2.578963770e-01,6.608361090e-02,-1.327492639e+00,-7.513716463e+00,1.371730805e+03,1.858654026e+05,22
2.789240597e-01,6.591227442e-02,-7.726535275e-01,-7.596548693e+00,1.403853088e+03,2.019265439e+05,22
2.994859728e-01,6.581514153e-02,-4.197602275e-01,-7.646184095e+00,1.424651821e+03,2.123259106e+05,22
3.197729482e-01,6.576426546e-02,-2.099099195e-01,-7.675366721e+00,1.437209299e+03,2.186046496e+05,22
3.399084872e-01,6.574009406e-02,-9.587249681e-02,-7.690790913e+00,1.444091715e+03,2.220458577e+05,22
3.599676251e-01,6.572977558e-02,-3.941184651e-02,-7.698022785e+00,1.447478480e+03,2.237392398e+05,22
3.799921230e-01,6.572588629e-02,-1.310678506e-02,-7.700966455e+00,1.448926469e+03,2.244632344e+05,22
4.000038103e-01,6.572492162e-02,8.500499615e-04,-7.701732946e+00,1.449316531e+03,2.246582655e+05,22
4.200154975e-01,6.572588625e-02,1.480671009e-02,-7.700966558e+00,1.448926468e+03,2.244632341e+05,22
4.400399949e-01,6.572977542e-02,4.111110897e-02,-7.698023108e+00,1.447478476e+03,2.237392381e+05,22
4.600991317e-01,6.574009356e-02,9.757017893e-02,-7.690791767e+00,1.444091699e+03,2.220458493e+05,22
4.802346681e-01,6.576426393e-02,2.116043835e-01,-7.675368774e+00,1.437209236e+03,2.186046180e+05,22
5.005216385e-01,6.581513713e-02,4.214491850e-01,-7.646188556e+00,1.424651605e+03,2.123258027e+05,22
5.210835437e-01,6.591226244e-02,7.743352728e-01,-7.596556954e+00,1.403852380e+03,2.019261901e+05,22
5.421112133e-01,6.608358083e-02,1.329162362e+00,-7.513729297e+00,1.371728896e+03,1.858644481e+05,22
5.638842922e-01,6.636639054e-02,2.141490621e+00,-7.369880070e+00,1.324757421e+03,1.623787106e+05,22
5.867892155e-01,6.681903048e-02,3.243625649e+00,-7.121925946e+00,1.263668381e+03,1.318341906e+05,20
6.113191732e-01,6.731408268e-02,4.507082665e+00,-6.747554955e+00,1.193016271e+03,9.650813541e+04,17
6.382635983e-01,6.803896984e-02,6.107415687e+00,-6.100108909e+00,1.131755624e+03,6.587781207e+04,17
6.677481393e-01,6.968871670e-02,7.089448917e+00,-4.704783330e+00,1.100454290e+03,5.022714508e+04,18
6.973677297e-01,7.265593978e-02,7.829422968e+00,-1.876086568e+00,1.238562854e+03,1.192814271e+05,20
7.266156864e-01,7.575718657e-02,5.445087600e+00,1.450123209e+00,1.493254720e+03,2.466273598e+05,21
7.389075725e-01,8.385257354e-02,-3.668933170e+00,1.534358425e+00,1.670148825e+03,3.350744124e+05,23
4.618164699e-02,6.651696161e-02,-1.546993551e+00,-5.165753248e+00,1.421620569e+03,2.108102846e+05,19
6.834363878e-02,7.288170160e-02,-5.336525755e+00,-8.629693633e-04,1.527818942e+03,2.639094709e+05,20
9.665081850e-02,8.434564336e-02,-9.841431572e+00,2.413075970e+00,1.445649979e+03,2.228249893e+05,20
1.290085278e-01,8.960028089e-02,-9.272567858e+00,2.192670716e+00,1.539924197e+03,2.699620987e+05,21
1.601339172e-01,9.041708697e-02,-7.314280954e+00,1.017398944e+00,1.595595839e+03,2.977979196e+05,20
1.875509023e-01,9.092946226e-02,-5.473583215e+00,3.866115267e-01,1.683250757e+03,3.416253783e+05,20
2.126309506e-01,9.067946031e-02,-3.787447280e+00,-2.955032642e-01,1.766123476e+03,3.830617382e+05,20
2.358374167e-01,9.039508268e-02,-2.412639568e+00,-8.199328261e-01,1.847152962e+03,4.235764810e+05,22
2.577273244e-01,9.014605899e-02,-1.483006573e+00,-1.186540102e+00,1.908554185e+03,4.542770925e+05,22
2.788048802e-01,8.999912271e-02,-8.927918049e-01,-1.396227609e+00,1.950173007e+03,4.750865033e+05,24
2.994155169e-01,8.990733843e-02,-4.968140393e-01,-1.522526744e+00,1.977150865e+03,4.885754325e+05,25
3.197371958e-01,8.985863925e-02,-2.520288147e-01,-1.591267041e+00,1.994192300e+03,4.970961498e+05,25
3.398924712e-01,8.983553432e-02,-1.161078752e-01,-1.625160581e+00,2.003906695e+03,5.019533473e+05,26
3.599611970e-01,8.982583044e-02,-4.801350487e-02,-1.640174786e+00,2.008835258e+03,5.044176291e+05,26
3.799899332e-01,8.982223319e-02,-1.610911358e-02,-1.646046044e+00,2.010987905e+03,5.054939524e+05,27
4.000037129e-01,8.982135185e-02,8.239603615e-04,-1.647538584e+00,2.011574518e+03,5.057872589e+05,27
4.200174926e-01,8.982223308e-02,1.775703476e-02,-1.646046115e+00,2.010987913e+03,5.054939566e+05,27
4.400462290e-01,8.982583012e-02,4.966146155e-02,-1.640175005e+00,2.008835276e+03,5.044176380e+05,26
4.601149553e-01,8.983553353e-02,1.177560425e-01,-1.625161154e+00,2.003906718e+03,5.019533591e+05,26
4.802702321e-01,8.985863760e-02,2.536776734e-01,-1.591268329e+00,1.994192307e+03,4.970961537e+05,25
5.005919140e-01,8.990733560e-02,4.984643057e-01,-1.522529311e+00,1.977150778e+03,4.885753891e+05,25
5.212025558e-01,8.999911786e-02,8.944410096e-01,-1.396235180e+00,1.950172446e+03,4.750862231e+05,24
