x,y,vx,vy,rho,p,neighbor_count
6.846313295e-02,6.198970327e-02,-5.759681568e+00,2.228353581e+00,1.125909574e+03,6.295478689e+04,17
9.987869232e-02,6.599292757e-02,-6.729660191e+00,4.440418778e+00,1.185868649e+03,9.293432437e+04,16
1.262763751e-01,7.243671230e-02,-6.170683574e+00,5.813567627e+00,1.313384743e+03,1.566923717e+05,16
1.511369142e-01,7.343606440e-02,-4.776933789e+00,5.147042396e+00,1.407179046e+03,2.035895229e+05,18
1.743006073e-01,7.295915398e-02,-3.793044966e+00,4.300707641e+00,1.477536976e+03,2.387684882e+05,21
1.964584955e-01,7.248416567e-02,-2.649921887e+00,3.720566260e+00,1.540027715e+03,2.700138575e+05,21
2.179716049e-01,7.201111160e-02,-1.676882669e+00,3.198151257e+00,1.592341543e+03,2.961707715e+05,22
2.388724129e-01,7.172269000e-02,-1.003299184e+00,2.882789142e+00,1.634266550e+03,3.171332752e+05,22
2.594192658e-01,7.155421494e-02,-5.679877755e-01,2.691128448e+00,1.662497475e+03,3.312487376e+05,23
2.797268773e-01,7.146763396e-02,-2.942861073e-01,2.585647168e+00,1.680738717e+03,3.403693585e+05,24
2.998837200e-01,7.142806090e-02,-1.378103774e-01,2.532444736e+00,1.691361711e+03,3.456808555e+05,24
3.199555303e-01,7.141146683e-02,-5.829391574e-02,2.508079895e+00,1.696850976e+03,3.484254880e+05,24
3.399851552e-01,7.140511502e-02,-2.220547625e-02,2.497950672e+00,1.699372985e+03,3.496864925e+05,24
3.599962846e-01,7.140287497e-02,-7.433857035e-03,2.494117589e+00,1.700407502e+03,3.502037510e+05,24
3.800001900e-01,7.140215774e-02,-1.817627375e-03,2.492817342e+00,1.700781652e+03,3.503908259e+05,24
4.000017479e-01,7.140199787e-02,6.030604596e-04,2.492516500e+00,1.700871778e+03,3.504358891e+05,24
4.200033056e-01,7.140215770e-02,3.023591201e-03,2.492817274e+00,1.700781674e+03,3.503908372e+05,24
4.400072105e-01,7.140287483e-02,8.639203183e-03,2.494117365e+00,1.700407572e+03,3.502037861e+05,24
4.600183387e-01,7.140511460e-02,2.340925946e-02,2.497950050e+00,1.699373166e+03,3.496865832e+05,24
4.800479604e-01,7.141146569e-02,5.949426108e-02,2.508078329e+00,1.696851394e+03,3.484256970e+05,24
5.001197639e-01,7.142805808e-02,1.390040255e-01,2.532441224e+00,1.691362566e+03,3.456812831e+05,24
5.202765931e-01,7.146762751e-02,2.954682044e-01,2.585640083e+00,1.680740244e+03,3.403701221e+05,24
5.405841813e-01,7.155420171e-02,5.691525698e-01,2.691115803e+00,1.662499770e+03,3.312498851e+05,23
5.611310021e-01,7.172266612e-02,1.004453946e+00,2.882771268e+00,1.634269392e+03,3.171346962e+05,22
5.820317925e-01,7.201107245e-02,1.678047856e+00,3.198127303e+00,1.592345292e+03,2.961726461e+05,22
6.035448317e-01,7.248409269e-02,2.651033967e+00,3.720506722e+00,1.540032025e+03,2.700160123e+05,21
6.257026487e-01,7.295907937e-02,3.794079025e+00,4.300634546e+00,1.477541614e+03,2.387708068e+05,21
6.488662926e-01,7.343597178e-02,4.777970924e+00,5.146960960e+00,1.407176578e+03,2.035882889e+05,18
6.737270001e-01,7.243675368e-02,6.171737571e+00,5.813602215e+00,1.313387283e+03,1.566936417e+05,16
7.001246149e-01,6.599281068e-02,6.730485001e+00,4.440310340e+00,1.185883791e+03,9.294189572e+04,16
7.315400128e-01,6.198925524e-02,5.760051492e+00,2.228084592e+00,1.125985884e+03,6.299294182e+04,17
5.949891175e-02,8.156182963e-02,-2.549692185e+00,1.661308867e+00,1.291824092e+03,1.459120461e+05,17
8.357416697e-02,7.213079256e-02,-9.627249355e+00,3.340215201e+00,1.240360190e+03,1.201800949e+05,17
1.133070501e-01,7.192138347e-02,-8.258843791e+00,3.034052852e+00,1.321176955e+03,1.605884774e+05,17
1.415159073e-01,7.192056572e-02,-6.822697649e+00,2.289331074e+00,1.361871847e+03,1.809359234e+05,18
1.690665772e-01,7.196354210e-02,-4.839326282e+00,1.628182796e+00,1.437454234e+03,2.187271169e+05,20
1.938078622e-01,7.198017017e-02,-3.154546736e+00,1.425098967e+00,1.525566317e+03,2.627831585e+05,20
2.166774906e-01,7.198047757e-02,-1.953924362e+00,1.233818540e+00,1.599281852e+03,2.996409262e+05,22
2.382993143e-01,7.188677033e-02,-1.155114286e+00,1.064430624e+00,1.650981596e+03,3.254907980e+05,23
2.591899631e-01,7.182574766e-02,-6.374841108e-01,9.503513684e-01,1.684289278e+03,3.421446392e+05,24
2.796427469e-01,7.178752594e-02,-3.233590078e-01,8.804735356e-01,1.704842404e+03,3.524212021e+05,24
2.998556045e-01,7.176752175e-02,-1.491520098e-01,8.421462537e-01,1.716436769e+03,3.582183845e+05,24
3.199472453e-01,7.175812740e-02,-6.237962044e-02,8.234924218e-01,1.722305864e+03,3.611529321e+05,24
3.399834136e-01,7.175413508e-02,-2.352852139e-02,8.153297966e-01,1.724964637e+03,3.624823187e+05,24
3.599965469e-01,7.175261047e-02,-7.782001838e-03,8.121260886e-01,1.726045459e+03,3.630227293e+05,24
3.800010368e-01,7.175209057e-02,-1.839528798e-03,8.110096086e-01,1.726434014e+03,3.632170072e+05,24
4.000027893e-01,7.175197025e-02,7.061883606e-04,8.107472704e-01,1.726527304e+03,3.632636518e+05,24
4.200045417e-01,7.175209056e-02,3.251884666e-03,8.110096026e-01,1.726434015e+03,3.632170075e+05,24
4.400090315e-01,7.175261044e-02,9.194271444e-03,8.121260594e-01,1.726045460e+03,3.630227299e+05,24
4.600221647e-01,7.175413494e-02,2.494055548e-02,8.153296746e-01,1.724964639e+03,3.624823194e+05,24
4.800583325e-01,7.175812686e-02,6.379109378e-02,8.234919506e-01,1.722305858e+03,3.611529291e+05,24
5.001499723e-01,7.176751990e-02,1.505623163e-01,8.421446498e-01,1.716436724e+03,3.582183620e+05,24
5.203628278e-01,7.178751999e-02,3.247673419e-01,8.804684752e-01,1.704842203e+03,3.524211015e+05,24
5.408156081e-01,7.182573058e-02,6.388894691e-01,9.503372173e-01,1.684288548e+03,3.421442740e+05,24
5.617062526e-01,7.188672489e-02,1.156514023e+00,1.064394699e+00,1.650979352e+03,3.254896760e+05,23
5.833280572e-01,7.198037132e-02,1.955292616e+00,1.233742169e+00,1.599276892e+03,2.996384458e+05,22
6.061977002e-01,7.197996111e-02,3.155929100e+00,1.424959871e+00,1.525557871e+03,2.627789353e+05,20
