x,y,vx,vy,rho,p,neighbor_count
8.748460765e-02,9.699313008e-02,1.986313267e+02,1.141214687e+02,1.340135175e+03,3.401351746e+07,33
1.988103622e+00,4.420179343e-02,-6.863971572e+01,-6.279468309e+00,9.501721133e+02,-4.982788674e+06,28
7.081510304e-03,3.462530318e-02,8.510031112e+01,8.366570232e+01,7.814665492e+02,-2.185334508e+07,24
2.477030224e-02,2.923283427e-02,-3.381697415e+01,-7.514166244e+00,1.043828153e+03,4.382815286e+06,30
4.086673675e-02,3.010195428e-02,2.864060983e+01,4.549709295e+00,1.163770131e+03,1.637701311e+07,34
5.123713595e-02,2.997342965e-02,3.540685165e+01,2.537413048e+00,1.140705132e+03,1.407051322e+07,35
6.050657729e-02,2.994381619e-02,1.830081157e+01,-1.031409420e+00,1.062155232e+03,6.215523226e+06,35
7.013490652e-02,2.996764763e-02,6.552331719e+00,-1.407672979e+00,1.021813306e+03,2.181330625e+06,37
8.003906037e-02,2.997520830e-02,2.238989613e+00,-1.083581480e+00,1.010300234e+03,1.030023448e+06,36
9.001641499e-02,2.998228024e-02,8.600698486e-01,-7.835642339e-01,1.006069392e+03,6.069392106e+05,36
1.000087272e-01,2.999017070e-02,4.199566179e-01,-4.762649458e-01,1.004620749e+03,4.620749257e+05,36
1.100047063e-01,2.999583055e-02,2.287493369e-01,-2.467168136e-01,1.003898153e+03,3.898152551e+05,36
1.200023015e-01,2.999891180e-02,1.210897507e-01,-1.110330142e-01,1.003445649e+03,3.445649437e+05,36
1.300010030e-01,3.000025779e-02,5.838277957e-02,-4.453725723e-02,1.003179739e+03,3.179738900e+05,36
1.400003987e-01,3.000077261e-02,2.534637875e-02,-1.560418261e-02,1.003048473e+03,3.048473206e+05,36
1.500001444e-01,3.000095823e-02,9.812399612e-03,-3.966869485e-03,1.002994134e+03,2.994134453e+05,36
1.600000479e-01,3.000102074e-02,3.395368530e-03,2.872968963e-04,1.002974217e+03,2.974217037e+05,36
1.700000156e-01,3.000103974e-02,1.080145846e-03,1.675960254e-03,1.002967410e+03,2.967410019e+05,36
1.800000059e-01,3.000104501e-02,3.309498081e-04,2.089556910e-03,1.002965230e+03,2.965230326e+05,36
1.900000032e-01,3.000104640e-02,1.053444764e-04,2.206077497e-03,1.002964587e+03,2.964587385e+05,36
2.000000024e-01,3.000104675e-02,4.115425879e-05,2.237484268e-03,1.002964412e+03,2.964411738e+05,36
2.100000022e-01,3.000104684e-02,2.396286408e-05,2.245517489e-03,1.002964366e+03,2.964366216e+05,36
2.200000022e-01,3.000104686e-02,1.962064859e-05,2.247469723e-03,1.002964355e+03,2.964354887e+05,36
2.300000022e-01,3.000104687e-02,1.857339390e-05,2.247926066e-03,1.002964352e+03,2.964352191e+05,36
2.400000022e-01,3.000104687e-02,1.833016330e-05,2.248029314e-03,1.002964352e+03,2.964351578e+05,36
2.500000022e-01,3.000104687e-02,1.827575863e-05,2.248051878e-03,1.002964351e+03,2.964351444e+05,36
2.600000022e-01,3.000104687e-02,1.826403402e-05,2.248056644e-03,1.002964351e+03,2.964351415e+05,36
2.700000022e-01,3.000104687e-02,1.826158810e-05,2.248057622e-03,1.002964351e+03,2.964351409e+05,36
2.800000022e-01,3.000104687e-02,1.826109201e-05,2.248057817e-03,1.002964351e+03,2.964351408e+05,36
2.900000022e-01,3.000104687e-02,1.826099384e-05,2.248057855e-03,1.002964351e+03,2.964351408e+05,36
3.000000022e-01,3.000104687e-02,1.826097467e-05,2.248057862e-03,1.002964351e+03,2.964351408e+05,36
3.100000022e-01,3.000104687e-02,1.826097125e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
3.200000022e-01,3.000104687e-02,1.826097111e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
3.300000022e-01,3.000104687e-02,1.826097139e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
3.400000022e-01,3.000104687e-02,1.826097136e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
3.500000022e-01,3.000104687e-02,1.826097100e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
3.600000022e-01,3.000104687e-02,1.826097052e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
3.700000022e-01,3.000104687e-02,1.826097021e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
3.800000022e-01,3.000104687e-02,1.826097053e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
3.900000022e-01,3.000104687e-02,1.826097125e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.000000022e-01,3.000104687e-02,1.826097144e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.100000022e-01,3.000104687e-02,1.826097109e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.200000022e-01,3.000104687e-02,1.826097061e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.300000022e-01,3.000104687e-02,1.826097020e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.400000022e-01,3.000104687e-02,1.826097047e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.500000022e-01,3.000104687e-02,1.826097132e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.600000022e-01,3.000104687e-02,1.826097166e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.700000022e-01,3.000104687e-02,1.826097139e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.800000022e-01,3.000104687e-02,1.826097100e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
4.900000022e-01,3.000104687e-02,1.826097046e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
5.000000022e-01,3.000104687e-02,1.826097029e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
5.100000022e-01,3.000104687e-02,1.826097075e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
5.200000022e-01,3.000104687e-02,1.826097090e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
5.300000022e-01,3.000104687e-02,1.826097050e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
5.400000022e-01,3.000104687e-02,1.826097040e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
5.500000022e-01,3.000104687e-02,1.826097106e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
5.600000022e-01,3.000104687e-02,1.826097157e-05,2.248057863e-03,1.002964351e+03,2.964351408e+05,36
5.700000022e-01,3.000104687e-02,1.826097123e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
5.800000022e-01,3.000104687e-02,1.826097054e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
5.900000022e-01,3.000104687e-02,1.826097019e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
6.000000022e-01,3.000104687e-02,1.826097069e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
6.100000022e-01,3.000104687e-02,1.826097148e-05,2.248057863e-03,1.002964351e+03,2.964351408e+05,36
6.200000022e-01,3.000104687e-02,1.826097157e-05,2.248057863e-03,1.002964351e+03,2.964351408e+05,36
6.300000022e-01,3.000104687e-02,1.826097117e-05,2.248057864e-03,1.002964351e+03,2.964351408e+05,36
