x,y,vx,vy,rho,pressure,neighbor_count
4.500000000e-06,4.500000000e-06,0.000000000e+00,0.000000000e+00,9.980309501e+02,-1.566373695e+05,10
3.283797256e-02,4.500000000e-06,1.260729389e-01,0.000000000e+00,1.003317753e+03,1.118295839e+06,13
6.873979749e-02,4.500000000e-06,2.833347926e-01,0.000000000e+00,1.003611592e+03,1.138585160e+06,12
2.624706885e-01,2.293893699e-01,8.981424050e+00,3.939531367e+00,1.045295291e+03,6.613615843e+05,12
1.048250822e-01,4.500000000e-06,4.941021410e-01,0.000000000e+00,1.003881481e+03,1.154894758e+06,13
2.431570881e-01,2.096910134e-01,8.352417229e+00,2.435410759e+01,9.059664729e+02,-5.443539396e+05,6
1.409975006e-01,4.500000000e-06,7.083661582e-01,0.000000000e+00,1.004080508e+03,1.171495421e+06,13
1.774024805e-01,4.500000000e-06,6.189931419e-01,0.000000000e+00,1.003978145e+03,1.150997095e+06,13
2.148466381e-01,4.500000000e-06,5.931776413e-01,0.000000000e+00,1.003759982e+03,1.117532543e+06,12
2.533564690e-01,4.500000000e-06,5.164670880e-01,0.000000000e+00,1.003615769e+03,1.094355741e+06,12
2.930624653e-01,4.500000000e-06,4.742634630e-01,0.000000000e+00,1.003558900e+03,1.081409013e+06,12
3.342158496e-01,4.500000000e-06,4.821867109e-01,0.000000000e+00,1.003603281e+03,1.079791576e+06,11
3.883407222e-01,4.500000000e-06,1.183504827e-03,0.000000000e+00,1.003450259e+03,1.064729127e+06,11
4.314737920e-01,4.500000000e-06,2.225598615e-02,0.000000000e+00,1.003442025e+03,1.064055846e+06,11
5.460070661e-01,4.500000000e-06,3.934034286e-01,0.000000000e+00,1.003580140e+03,1.075631415e+06,10
9.999955000e-01,1.144687788e-01,0.000000000e+00,-3.853083562e-01,1.003609565e+03,1.078288235e+06,10
4.500000000e-06,2.243916315e-02,0.000000000e+00,1.193855390e-02,1.004720019e+03,1.539913110e+06,13
2.881660061e-01,2.372884188e-01,1.631092635e+01,1.918356344e+01,9.787053770e+02,-5.443539396e+05,13
3.388942524e-01,1.518741829e-01,1.773457528e+01,3.091415155e+00,9.956688831e+02,-4.783043933e+05,10
2.931786679e-01,6.663156144e-02,1.672634477e+01,2.767343273e+00,9.973984064e+02,-1.975396799e+05,10
2.184410373e-01,1.439125656e-01,3.996110444e+00,1.315483280e+01,1.019214271e+03,-1.134423332e+05,2
2.601030100e-01,5.733003278e-02,-4.944832382e+00,4.376173309e+00,1.039970731e+03,2.721769698e+06,16
2.893280156e-01,1.468994985e-01,8.476709777e+00,7.070512378e+00,9.541208761e+02,-5.443539396e+05,6
3.538222871e-01,7.608299704e-02,1.581519396e+01,2.034747072e-01,1.000632610e+03,-3.854383955e+04,11
3.924316619e-01,9.333579854e-02,1.391959227e+01,1.886763138e+00,9.985464792e+02,-1.840466306e+05,12
4.034201004e-01,9.173305417e-02,1.598683360e+01,5.204495459e+00,9.987371868e+02,1.011084295e+05,9
4.280956670e-01,9.963961274e-02,1.340302477e+01,-8.214937941e-01,9.954414007e+02,-1.859835217e+05,12
4.848176141e-01,9.464966400e-02,8.159878287e+00,9.850795979e-01,9.995373748e+02,-4.464980960e+04,8
3.878905173e-01,1.098995745e-01,3.790293982e+00,-1.370102105e-01,9.965424043e+02,-3.376139426e+04,8
5.213659284e-01,1.562176689e-01,1.052704917e+01,-4.771971746e-01,1.001394844e+03,5.893109073e+04,10
4.864936053e-01,9.719265645e-02,1.122937550e+01,4.004779340e+00,9.995792049e+02,-2.997662970e+04,7
5.577187663e-01,1.089425293e-01,1.766084299e+01,2.369684919e+00,1.000000000e+03,0.000000000e+00,5
4.500000000e-06,5.155610139e-02,0.000000000e+00,3.244868078e-02,1.004255490e+03,1.481475219e+06,12
9.770941268e-02,2.268983345e-01,3.748733445e+00,5.816554966e+00,9.936819089e+02,-5.443539396e+05,11
1.044906214e-01,1.927959221e-01,3.320348490e+00,-1.039952047e+00,1.003138129e+03,2.830486059e+05,9
2.868216025e-01,1.211699112e-01,1.564280883e+01,8.976166702e+00,1.027278373e+03,4.017445332e+05,8
3.235698922e-01,1.011308689e-01,4.035418915e+00,-1.800052042e+00,1.013114427e+03,2.664646459e+05,10
2.570028523e-01,9.541226598e-02,2.149895058e+01,-3.382074234e+00,9.792414237e+02,-5.443539396e+05,7
2.807847383e-01,1.234181872e-01,1.439421836e+01,-4.197656354e+00,1.020345493e+03,1.521460508e+05,6
3.479690621e-01,7.568073972e-02,1.442273036e+01,-2.112011929e+00,1.002711013e+03,9.277397970e+04,9
3.791257296e-01,1.235914538e-01,1.194696467e+01,-8.257230587e-01,1.003949478e+03,2.860194253e+05,8
3.625178718e-01,1.685711872e-01,1.068263026e+01,-1.638575343e+00,9.875003597e+02,-5.443539396e+05,15
4.288889147e-01,1.011176716e-01,1.123088390e+01,1.961930929e+00,1.003009004e+03,2.436609020e+04,12
4.507352445e-01,1.020095062e-01,1.783918276e+01,9.685970010e-01,1.004025971e+03,1.067346009e+05,12
4.574387934e-01,1.020506148e-01,1.120761715e+01,-6.423237298e-01,9.959733891e+02,-1.574931322e+05,10
5.208435331e-01,1.560164949e-01,9.782936183e+00,3.445308392e-01,1.001808978e+03,8.715186649e+04,10
5.913749203e-01,9.645094082e-02,1.877187542e+01,-8.263453184e+00,9.957222933e+02,-3.290078634e+05,7
5.553369407e-01,9.970808349e-02,1.383545086e+01,4.841789119e+00,9.982432238e+02,-1.742866374e+05,7
1.969733741e-01,2.183542932e-01,-3.407144541e+00,-1.504678883e+00,1.000000000e+03,0.000000000e+00,4
