x,y,vx,vy,rho,p,neighbor_count
6.572622093e-02,6.253436645e-02,-5.458138365e+00,5.153125014e-01,1.213600774e+03,1.068003869e+05,18
9.649434564e-02,6.760434494e-02,-7.011785141e+00,2.693693350e+00,1.157011830e+03,7.850591502e+04,16
1.231008824e-01,7.456051734e-02,-6.669261091e+00,3.568998123e+00,1.292367435e+03,1.461837174e+05,17
1.486415967e-01,7.494244021e-02,-5.273916780e+00,2.021361958e+00,1.357366956e+03,1.786834779e+05,17
1.722492262e-01,7.391472712e-02,-4.400507293e+00,7.667727563e-01,1.414286643e+03,2.071433215e+05,21
1.949761220e-01,7.306518264e-02,-3.232529843e+00,-7.685601832e-02,1.461290465e+03,2.306452324e+05,21
2.169987314e-01,7.226851509e-02,-2.159252664e+00,-7.953252854e-01,1.507581043e+03,2.537905215e+05,23
2.382793082e-01,7.178238350e-02,-1.328546131e+00,-1.237116974e+00,1.550850773e+03,2.754253864e+05,23
2.590732571e-01,7.149380911e-02,-7.845532340e-01,-1.505626257e+00,1.582293007e+03,2.911465034e+05,24
2.795399305e-01,7.134037775e-02,-4.312043005e-01,-1.655698777e+00,1.603858587e+03,3.019292933e+05,25
2.997918609e-01,7.126592849e-02,-2.162786219e-01,-1.735014896e+00,1.617384758e+03,3.086923792e+05,26
3.199146349e-01,7.123265510e-02,-9.836291966e-02,-1.773691036e+00,1.625004417e+03,3.125022085e+05,26
3.399686978e-01,7.121903907e-02,-4.046782507e-02,-1.790877751e+00,1.628812851e+03,3.144064254e+05,26
3.599903928e-01,7.121392218e-02,-1.485486222e-02,-1.797816521e+00,1.630505596e+03,3.152527978e+05,26
3.799985494e-01,7.121218750e-02,-4.307153092e-03,-1.800313083e+00,1.631163074e+03,3.155815372e+05,26
4.000020498e-01,7.121178541e-02,6.250495245e-04,-1.800914315e+00,1.631329137e+03,3.156645687e+05,26
4.200055499e-01,7.121218741e-02,5.556970737e-03,-1.800313221e+00,1.631163116e+03,3.155815581e+05,26
4.400137056e-01,7.121392187e-02,1.610363595e-02,-1.797816946e+00,1.630505718e+03,3.152528589e+05,26
4.600353984e-01,7.121903821e-02,4.171418626e-02,-1.790878833e+00,1.628813144e+03,3.144065720e+05,26
4.800894560e-01,7.123265292e-02,9.960452851e-02,-1.773693510e+00,1.625005038e+03,3.125025190e+05,26
5.002122194e-01,7.126592351e-02,2.175121086e-01,-1.735019886e+00,1.617385917e+03,3.086929586e+05,26
5.204641305e-01,7.134036729e-02,4.324261494e-01,-1.655707834e+00,1.603860431e+03,3.019302153e+05,25
5.409307754e-01,7.149378978e-02,7.857699253e-01,-1.505638402e+00,1.582295431e+03,2.911477153e+05,24
5.617246975e-01,7.178235277e-02,1.329785374e+00,-1.237128552e+00,1.550853662e+03,2.754268312e+05,23
5.830052638e-01,7.226846817e-02,2.160506633e+00,-7.953358848e-01,1.507584838e+03,2.537924188e+05,23
6.050277773e-01,7.306508558e-02,3.233731346e+00,-7.689715830e-02,1.461293167e+03,2.306465836e+05,21
6.277545618e-01,7.391461833e-02,4.401624467e+00,7.667077716e-01,1.414287345e+03,2.071436727e+05,21
6.513621633e-01,7.494230839e-02,5.275103691e+00,2.021284940e+00,1.357359774e+03,1.786798869e+05,17
6.769030484e-01,7.456056430e-02,6.670440470e+00,3.568992448e+00,1.292374111e+03,1.461870556e+05,17
7.035093348e-01,6.760414465e-02,7.012506746e+00,2.693480327e+00,1.157037399e+03,7.851869938e+04,16
7.342769312e-01,6.253373386e-02,5.457938999e+00,5.148707022e-01,1.213698920e+03,1.068494602e+05,18
5.914717967e-02,8.240391519e-02,1.669895647e-01,1.784323940e+00,1.420717738e+03,2.103588691e+05,17
7.909161340e-02,7.378975069e-02,-8.877489198e+00,3.352799623e+00,1.295001851e+03,1.475009255e+05,19
1.092408345e-01,7.298248024e-02,-8.355976290e+00,1.652522909e+00,1.294805483e+03,1.474027413e+05,18
1.380799233e-01,7.219387404e-02,-7.135029486e+00,-3.649867062e-01,1.278094477e+03,1.390472385e+05,19
1.665130630e-01,7.170888337e-02,-5.426790696e+00,-1.627328764e+00,1.328916714e+03,1.644583572e+05,19
1.920949662e-01,7.151576776e-02,-3.691732942e+00,-2.159090956e+00,1.405927955e+03,2.029639775e+05,20
2.155781476e-01,7.135824207e-02,-2.410594788e+00,-2.539531489e+00,1.478900749e+03,2.394503747e+05,21
2.376338848e-01,7.114317849e-02,-1.475162422e+00,-2.822468515e+00,1.534376713e+03,2.671883563e+05,21
2.588100021e-01,7.100442355e-02,-8.543009241e-01,-3.000946696e+00,1.571995715e+03,2.859978575e+05,23
2.794415897e-01,7.091894263e-02,-4.603925372e-01,-3.109166131e+00,1.596227153e+03,2.981135764e+05,23
2.997582328e-01,7.087227559e-02,-2.275184478e-01,-3.170949847e+00,1.610791768e+03,3.053958840e+05,25
3.199043754e-01,7.084935613e-02,-1.023500918e-01,-3.202920145e+00,1.618778628e+03,3.093893141e+05,25
3.399663232e-01,7.083918202e-02,-4.172608925e-02,-3.217826388e+00,1.622701841e+03,3.113509205e+05,26
3.599904949e-01,7.083512459e-02,-1.515940337e-02,-3.224050409e+00,1.624427380e+03,3.122136900e+05,26
3.799993944e-01,7.083368667e-02,-4.294711352e-03,-3.226344256e+00,1.625093231e+03,3.125466155e+05,26
4.000031504e-01,7.083334477e-02,7.584439170e-04,-3.226904127e+00,1.625260843e+03,3.126304216e+05,26
4.200069063e-01,7.083368666e-02,5.811555630e-03,-3.226344260e+00,1.625093232e+03,3.125466162e+05,26
4.400158057e-01,7.083512454e-02,1.667607342e-02,-3.224050431e+00,1.624427383e+03,3.122136916e+05,26
4.600399770e-01,7.083918182e-02,4.324230616e-02,-3.217826484e+00,1.622701846e+03,3.113509229e+05,26
4.801019240e-01,7.084935537e-02,1.038652845e-01,-3.202920526e+00,1.618778625e+03,3.093893125e+05,25
5.002480647e-01,7.087227301e-02,2.290315800e-01,-3.170951144e+00,1.610791710e+03,3.053958551e+05,25
5.205647044e-01,7.091893443e-02,4.619020941e-01,-3.109170076e+00,1.596226847e+03,2.981134233e+05,23
5.411962861e-01,7.100440043e-02,8.558045499e-01,-3.000957121e+00,1.571994512e+03,2.859972562e+05,23
5.623723936e-01,7.114311836e-02,1.476651573e+00,-2.822494028e+00,1.534373428e+03,2.671867138e+05,21
5.844280896e-01,7.135810564e-02,2.412031671e+00,-2.539583689e+00,1.478894204e+03,2.394471021e+05,21
6.079113032e-01,7.151550388e-02,3.693217874e+00,-2.159186214e+00,1.405916636e+03,2.029583182e+05,20
