x,y,vx,vy,rho,pressure,neighbor_count
4.500000000e-06,4.500000000e-06,0.000000000e+00,0.000000000e+00,9.984287117e+02,-1.490504184e+05,10
3.060853310e-02,4.500000000e-06,-6.509478333e-01,0.000000000e+00,1.002631382e+03,1.124159595e+06,13
6.393406631e-02,4.500000000e-06,1.050328145e+00,0.000000000e+00,1.003973624e+03,1.243379489e+06,13
1.672147343e-01,1.449165917e-01,1.233264411e+01,1.444366988e+01,9.843835024e+02,-2.377367797e+05,11
9.740773155e-02,4.500000000e-06,7.908525457e-01,0.000000000e+00,1.004108741e+03,1.222863935e+06,13
1.727382258e-01,1.154343605e-01,1.044058721e+01,-2.315907980e+01,9.981821022e+02,-6.046135680e+05,7
1.324113693e-01,4.500000000e-06,1.081621549e+00,0.000000000e+00,1.003760303e+03,1.147963381e+06,12
1.693673781e-01,4.500000000e-06,6.025308559e-01,0.000000000e+00,1.003579202e+03,1.106000901e+06,12
2.076550690e-01,4.500000000e-06,5.536352243e-01,0.000000000e+00,1.003562373e+03,1.091029972e+06,12
2.473400193e-01,4.500000000e-06,4.202022561e-01,0.000000000e+00,1.003544336e+03,1.080914336e+06,12
2.880875407e-01,4.500000000e-06,2.898860999e-01,0.000000000e+00,1.003481508e+03,1.071533463e+06,12
3.296733856e-01,4.500000000e-06,3.441282570e-01,0.000000000e+00,1.003409291e+03,1.062823728e+06,11
3.876418531e-01,4.500000000e-06,1.044330776e-01,0.000000000e+00,1.003483351e+03,1.067301447e+06,11
4.318678722e-01,4.500000000e-06,-6.870906517e-02,0.000000000e+00,1.003458692e+03,1.065228443e+06,11
5.423012937e-01,4.500000000e-06,2.506234296e-01,0.000000000e+00,1.003787945e+03,1.095385557e+06,11
9.664988205e-01,7.947614700e-02,6.047488921e+01,2.389669429e+01,1.357835324e+03,8.570300013e+06,16
4.500000000e-06,2.173780361e-02,0.000000000e+00,3.137374102e-01,1.003773753e+03,1.496292165e+06,13
1.285366262e-01,6.039467702e-02,1.205605853e+01,-1.983335526e+01,9.692865453e+02,3.895831972e+05,12
1.602238558e-01,1.186638658e-01,1.521998695e+01,1.000538557e+01,1.000143762e+03,-9.060442714e+05,6
1.986024352e-01,9.707317428e-02,2.455725942e+01,-5.191041226e+00,1.008433915e+03,-8.869549623e+05,15
1.725235108e-01,6.713649632e-02,5.881258036e+00,5.394184422e-01,9.995038083e+02,-1.488952461e+05,12
1.986141625e-01,1.000432525e-01,4.729410933e+00,9.902524853e+00,9.746783884e+02,-1.626703236e+06,14
2.328467696e-01,8.602286339e-02,4.686957361e+00,-4.298900622e-01,9.875612145e+02,-4.195638908e+05,13
2.447570272e-01,8.341116037e-02,8.589203410e+00,-3.638255101e+00,1.012375614e+03,2.660223240e+05,11
2.969267474e-01,8.091032461e-02,1.028886703e+01,5.216034665e-01,1.003672399e+03,1.340006386e+05,12
2.960843394e-01,8.216265990e-02,1.458024433e+01,-1.358808650e+00,9.954929467e+02,-7.608773123e+04,11
3.411079470e-01,9.310253746e-02,1.283221319e+01,-3.166647427e-01,1.010051164e+03,2.996263378e+05,10
3.781181206e-01,6.731225310e-02,1.284987525e+01,3.396700014e+00,9.972198830e+02,2.770309826e+05,11
3.277916495e-01,9.323101090e-02,9.041358301e+00,2.819292852e+00,9.864062459e+02,-5.309612364e+05,12
4.146123682e-01,1.199319245e-01,1.366386855e+01,9.429259892e+00,9.994838648e+02,-4.086069841e+04,8
4.011599759e-01,6.782221469e-02,4.541091161e+00,2.547324695e+00,9.998372142e+02,-1.865339851e+04,10
4.527301659e-01,9.518544684e-02,1.404730400e+01,-4.387718817e+00,1.000526736e+03,-3.835825701e+04,9
4.500000000e-06,5.032117588e-02,0.000000000e+00,1.497743831e-02,1.004265236e+03,1.515722593e+06,12
1.145358220e-01,1.613572221e-01,6.899276664e+00,1.868768490e+01,9.979425439e+02,-2.051537327e+05,8
1.055352440e-01,1.675481890e-01,2.172071964e-01,2.895991311e+00,9.903281857e+02,-4.745743164e+05,10
2.176387297e-01,1.234230042e-01,1.104002575e+01,-2.728096077e-03,9.739659940e+02,-5.109987466e+05,13
2.334252866e-01,1.173103475e-01,1.760839983e+01,5.557117309e+00,1.003620894e+03,3.900007313e+05,13
2.039347259e-01,7.684160454e-02,2.998297025e+00,2.222770790e+00,9.823774488e+02,-1.355965944e+06,13
2.298148176e-01,1.193693728e-01,4.272795446e+00,4.645518477e+00,1.027658675e+03,8.839033230e+05,13
2.427530716e-01,9.373702476e-02,7.598646344e+00,-5.143367283e+00,9.975830245e+02,-3.076477578e+04,13
2.892734121e-01,1.178218391e-01,1.325571387e+01,-3.429864206e-01,9.984992903e+02,-6.475547415e+04,13
2.898418222e-01,1.476641252e-01,4.704691615e+00,9.217335880e+00,1.006065266e+03,1.903877425e+05,16
3.199562105e-01,1.025071968e-01,1.804941552e+01,-5.492051068e+00,1.009125343e+03,3.446475724e+05,12
3.603046033e-01,8.638803798e-02,9.097417107e+00,1.829821221e+00,9.904006867e+02,-6.541625793e+05,11
3.642540257e-01,1.234084614e-01,1.024086176e+01,1.959644284e+00,1.012115167e+03,3.524084662e+05,7
4.168086278e-01,1.201119841e-01,1.181574877e+01,5.226647493e+00,1.004267466e+03,3.762038037e+05,9
4.356572904e-01,1.030454180e-01,1.337347502e+01,5.857326374e+00,9.979907608e+02,-1.518180171e+05,10
4.436135064e-01,9.683863284e-02,1.543713488e+01,2.368713852e+00,1.000979993e+03,3.819324246e+05,11
1.597365119e-01,1.830755168e-01,1.141999252e+01,1.898186610e+01,9.946915323e+02,-1.656836943e+05,15
1.209730396e-01,9.651772172e-02,8.029259147e+00,-1.393239092e+01,4.193704832e+02,-1.714131346e+06,4
1.382974904e-01,1.833676828e-01,-2.119472590e+00,9.375334130e+00,1.009678037e+03,-1.423255247e+05,14
1.689630394e-01,1.665835045e-01,9.797611543e+00,1.733698528e+01,9.967468982e+02,-8.286996675e+04,14
2.108715075e-01,1.374464933e-01,1.233635413e+01,2.471740348e+00,1.022200920e+03,3.050186861e+05,15
2.105039705e-01,1.470264121e-01,8.229217797e+00,7.071307909e+00,9.841007484e+02,-4.853723922e+05,13
2.660798050e-01,1.244921702e-01,2.259439313e+01,7.798751449e+00,1.025668519e+03,9.323771766e+05,11
2.573753413e-01,1.172804170e-01,7.108578853e+00,5.900094856e+00,9.859348540e+02,-6.866896669e+05,13
2.954356307e-01,1.045211448e-01,1.288885217e+01,-6.320183426e+00,9.992092835e+02,8.577191415e+04,12
2.994086158e-01,1.326193323e-01,8.196421579e+00,3.464199316e+00,9.980111513e+02,-1.552408997e+05,13
3.118823278e-01,1.140413616e-01,4.126528514e+00,1.328562259e+00,1.000297330e+03,-1.242779648e+05,11
3.597447622e-01,1.167711294e-01,1.440634358e+01,-3.414634862e+00,9.870590727e+02,-2.818277529e+05,8
3.586867239e-01,9.855668826e-02,1.102905710e+01,-8.119999806e+00,1.001326184e+03,1.689137235e+05,11
4.193518562e-01,1.330268857e-01,1.428529712e+01,3.326464185e+00,9.981675699e+02,-1.089621511e+05,11
4.456957399e-01,1.586594845e-01,1.692415030e+01,3.555902934e+00,9.938444606e+02,-2.815707003e+05,9
4.580193550e-01,1.241585656e-01,1.579976545e+01,3.678918462e+00,9.982674894e+02,-2.299773864e+05,11
4.500000000e-06,7.917544279e-02,0.000000000e+00,4.425858908e-01,1.005087070e+03,1.539315760e+06,13
8.745965547e-02,1.359482913e-01,8.735815587e+00,4.597216765e+00,1.000798300e+03,-7.294900245e+05,8
