x,y,vx,vy,rho,p,neighbor_count
6.424383021e-02,7.998882460e-02,5.122274691e+02,3.983124746e+02,1.177494909e+03,1.774949089e+07,32
1.995619404e+00,4.191120946e-02,-1.325447085e+02,9.252939952e+01,8.290935375e+02,-1.709064625e+07,27
6.444157742e-03,3.053615662e-02,-9.801113773e+01,1.232240524e+01,7.869232766e+02,-2.130767234e+07,29
2.663608282e-02,2.980254426e-02,-2.449056553e+01,-4.019030517e+00,1.060328152e+03,6.032815193e+06,29
3.937941718e-02,3.000843982e-02,2.636864501e-01,-4.035301233e-01,1.056013674e+03,5.601367352e+06,31
4.993845674e-02,2.999703218e-02,9.712380375e-01,-4.823574600e-01,9.970479836e+02,-2.952016410e+05,36
5.999709867e-02,3.000053723e-02,-1.652240368e-02,-1.882310164e-02,9.986054770e+02,-1.394522995e+05,35
6.999879814e-02,3.000093723e-02,-1.599939526e-01,3.524681461e-02,1.002546276e+03,2.546276142e+05,36
7.999972151e-02,3.000075476e-02,-4.178439640e-02,7.774329077e-03,1.002965362e+03,2.965362211e+05,36
8.999997518e-02,3.000072836e-02,-3.680266458e-03,4.142036050e-03,1.002976363e+03,2.976362861e+05,36
1.000000019e-01,3.000073388e-02,3.314377492e-04,5.389451150e-03,1.002972093e+03,2.972093002e+05,36
1.100000020e-01,3.000073691e-02,2.367701811e-04,6.057172223e-03,1.002969816e+03,2.969816364e+05,36
1.200000014e-01,3.000073777e-02,7.448292836e-05,6.260270577e-03,1.002969303e+03,2.969303131e+05,36
1.300000012e-01,3.000073796e-02,2.238344055e-05,6.305904219e-03,1.002969235e+03,2.969235038e+05,36
1.400000011e-01,3.000073799e-02,1.238629439e-05,6.312972463e-03,1.002969226e+03,2.969225591e+05,36
1.500000011e-01,3.000073799e-02,1.114038440e-05,6.313731264e-03,1.002969224e+03,2.969224061e+05,36
1.600000011e-01,3.000073799e-02,1.100811020e-05,6.313803428e-03,1.002969224e+03,2.969223855e+05,36
1.700000011e-01,3.000073799e-02,1.099307916e-05,6.313810910e-03,1.002969224e+03,2.969223835e+05,36
1.800000011e-01,3.000073799e-02,1.099146109e-05,6.313811652e-03,1.002969224e+03,2.969223834e+05,36
1.900000011e-01,3.000073799e-02,1.099130366e-05,6.313811718e-03,1.002969224e+03,2.969223833e+05,36
2.000000011e-01,3.000073799e-02,1.099129128e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
2.100000011e-01,3.000073799e-02,1.099129057e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
2.200000011e-01,3.000073799e-02,1.099129048e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
2.300000011e-01,3.000073799e-02,1.099129042e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
2.400000011e-01,3.000073799e-02,1.099129060e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
2.500000011e-01,3.000073799e-02,1.099129069e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
2.600000011e-01,3.000073799e-02,1.099129042e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
2.700000011e-01,3.000073799e-02,1.099129005e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
2.800000011e-01,3.000073799e-02,1.099129017e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
2.900000011e-01,3.000073799e-02,1.099129072e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
3.000000011e-01,3.000073799e-02,1.099129091e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
3.100000011e-01,3.000073799e-02,1.099129068e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
3.200000011e-01,3.000073799e-02,1.099129047e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
3.300000011e-01,3.000073799e-02,1.099129027e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
3.400000011e-01,3.000073799e-02,1.099129002e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
3.500000011e-01,3.000073799e-02,1.099129016e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
3.600000011e-01,3.000073799e-02,1.099129071e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
3.700000011e-01,3.000073799e-02,1.099129088e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
3.800000011e-01,3.000073799e-02,1.099129062e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
3.900000011e-01,3.000073799e-02,1.099129033e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
4.000000011e-01,3.000073799e-02,1.099129004e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
4.100000011e-01,3.000073799e-02,1.099129017e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
4.200000011e-01,3.000073799e-02,1.099129071e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
4.300000011e-01,3.000073799e-02,1.099129087e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
4.400000011e-01,3.000073799e-02,1.099129061e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
4.500000011e-01,3.000073799e-02,1.099129033e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
4.600000011e-01,3.000073799e-02,1.099129006e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
4.700000011e-01,3.000073799e-02,1.099129018e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
4.800000011e-01,3.000073799e-02,1.099129072e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
4.900000011e-01,3.000073799e-02,1.099129089e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
5.000000011e-01,3.000073799e-02,1.099129067e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
5.100000011e-01,3.000073799e-02,1.099129057e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
5.200000011e-01,3.000073799e-02,1.099129054e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
5.300000011e-01,3.000073799e-02,1.099129044e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
5.400000011e-01,3.000073799e-02,1.099129027e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
5.500000011e-01,3.000073799e-02,1.099128989e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
5.600000011e-01,3.000073799e-02,1.099128945e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
5.700000011e-01,3.000073799e-02,1.099128988e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
5.800000011e-01,3.000073799e-02,1.099129104e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
5.900000011e-01,3.000073799e-02,1.099129141e-05,6.313811723e-03,1.002969224e+03,2.969223833e+05,36
6.000000011e-01,3.000073799e-02,1.099129096e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
6.100000011e-01,3.000073799e-02,1.099129068e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
6.200000011e-01,3.000073799e-02,1.099129059e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
6.300000011e-01,3.000073799e-02,1.099129051e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
6.400000011e-01,3.000073799e-02,1.099129045e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
6.500000011e-01,3.000073799e-02,1.099129041e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
6.600000011e-01,3.000073799e-02,1.099129037e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
6.700000011e-01,3.000073799e-02,1.099129025e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
6.800000011e-01,3.000073799e-02,1.099128988e-05,6.313811724e-03,1.002969224e+03,2.969223833e+05,36
