x,y,vx,vy,rho,p,neighbor_count
7.955681892e-02,9.174536828e-02,2.992662888e+02,2.211399505e+02,1.231112443e+03,2.311124425e+07,35
1.990860725e+00,4.406845299e-02,-1.032506612e+02,2.379717772e+01,8.849251547e+02,-1.150748453e+07,27
5.071264232e-03,3.205006926e-02,1.973635748e+01,6.248264315e+01,6.824591359e+02,-3.175408641e+07,26
2.576892913e-02,2.951375486e-02,-2.468739313e+01,-8.920767682e+00,1.055639206e+03,5.563920640e+06,31
3.994838053e-02,3.000536340e-02,2.416447426e+01,9.889374781e-01,1.161734311e+03,1.617343115e+07,35
5.030584999e-02,2.995177895e-02,1.841567860e+01,-1.033205727e+00,1.079784808e+03,7.978480845e+06,36
6.009400106e-02,2.998169152e-02,6.169334430e+00,-9.682961297e-01,1.020046400e+03,2.004640015e+06,36
7.000850039e-02,2.999735316e-02,1.257306988e+00,-3.539177148e-01,1.007141791e+03,7.141791290e+05,37
8.000044780e-02,2.999720492e-02,2.663665309e-01,-2.650650826e-01,1.004428013e+03,4.428012784e+05,36
9.000138147e-02,2.999805736e-02,1.288114045e-01,-1.910250979e-01,1.003518579e+03,3.518578654e+05,36
1.000010543e-01,2.999942293e-02,7.764796536e-02,-1.030036924e-01,1.003243854e+03,3.243854362e+05,36
1.100005534e-01,3.000032507e-02,4.119312083e-02,-4.226020740e-02,1.003101582e+03,3.101581902e+05,36
1.200002230e-01,3.000074464e-02,1.777619158e-02,-1.204147376e-02,1.003024547e+03,3.024547074e+05,36
1.300000739e-01,3.000088982e-02,6.403207726e-03,-6.933523439e-04,1.002987847e+03,2.987846863e+05,36
1.400000228e-01,3.000093025e-02,2.077477279e-03,2.810245412e-03,1.002973096e+03,2.973095666e+05,36
1.500000075e-01,3.000094068e-02,6.264740129e-04,3.813289180e-03,1.002968333e+03,2.968332968e+05,36
1.600000031e-01,3.000094334e-02,1.768683457e-04,4.089058765e-03,1.002967055e+03,2.967055490e+05,36
1.700000020e-01,3.000094397e-02,5.319075616e-05,4.157901148e-03,1.002966742e+03,2.966741850e+05,36
1.800000017e-01,3.000094410e-02,2.334268680e-05,4.173227426e-03,1.002966667e+03,2.966666864e+05,36
1.900000016e-01,3.000094412e-02,1.672265707e-05,4.176421320e-03,1.002966650e+03,2.966649966e+05,36
2.000000016e-01,3.000094413e-02,1.531157025e-05,4.177070165e-03,1.002966646e+03,2.966646497e+05,36
2.100000016e-01,3.000094413e-02,1.502374045e-05,4.177196948e-03,1.002966646e+03,2.966645830e+05,36
2.200000016e-01,3.000094413e-02,1.496859663e-05,4.177220323e-03,1.002966646e+03,2.966645706e+05,36
2.300000016e-01,3.000094413e-02,1.495858025e-05,4.177224442e-03,1.002966646e+03,2.966645684e+05,36
2.400000016e-01,3.000094413e-02,1.495682149e-05,4.177225148e-03,1.002966646e+03,2.966645680e+05,36
2.500000016e-01,3.000094413e-02,1.495652215e-05,4.177225266e-03,1.002966646e+03,2.966645679e+05,36
2.600000016e-01,3.000094413e-02,1.495647321e-05,4.177225285e-03,1.002966646e+03,2.966645679e+05,36
2.700000016e-01,3.000094413e-02,1.495646534e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
2.800000016e-01,3.000094413e-02,1.495646399e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
2.900000016e-01,3.000094413e-02,1.495646378e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.000000016e-01,3.000094413e-02,1.495646366e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.100000016e-01,3.000094413e-02,1.495646364e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.200000016e-01,3.000094413e-02,1.495646383e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.300000016e-01,3.000094413e-02,1.495646395e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.400000016e-01,3.000094413e-02,1.495646384e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.500000016e-01,3.000094413e-02,1.495646370e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.600000016e-01,3.000094413e-02,1.495646366e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.700000016e-01,3.000094413e-02,1.495646354e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.800000016e-01,3.000094413e-02,1.495646363e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
3.900000016e-01,3.000094413e-02,1.495646391e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.000000016e-01,3.000094413e-02,1.495646390e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.100000016e-01,3.000094413e-02,1.495646376e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.200000016e-01,3.000094413e-02,1.495646371e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.300000016e-01,3.000094413e-02,1.495646353e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.400000016e-01,3.000094413e-02,1.495646358e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.500000016e-01,3.000094413e-02,1.495646396e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.600000016e-01,3.000094413e-02,1.495646403e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.700000016e-01,3.000094413e-02,1.495646389e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.800000016e-01,3.000094413e-02,1.495646385e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
4.900000016e-01,3.000094413e-02,1.495646361e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
5.000000016e-01,3.000094413e-02,1.495646354e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
5.100000016e-01,3.000094413e-02,1.495646392e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
5.200000016e-01,3.000094413e-02,1.495646398e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
5.300000016e-01,3.000094413e-02,1.495646351e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
5.400000016e-01,3.000094413e-02,1.495646324e-05,4.177225289e-03,1.002966646e+03,2.966645679e+05,36
5.500000016e-01,3.000094413e-02,1.495646347e-05,4.177225289e-03,1.002966646e+03,2.966645679e+05,36
5.600000016e-01,3.000094413e-02,1.495646373e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
5.700000016e-01,3.000094413e-02,1.495646380e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
5.800000016e-01,3.000094413e-02,1.495646381e-05,4.177225289e-03,1.002966646e+03,2.966645679e+05,36
5.900000016e-01,3.000094413e-02,1.495646368e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
6.000000016e-01,3.000094413e-02,1.495646383e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
6.100000016e-01,3.000094413e-02,1.495646429e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
6.200000016e-01,3.000094413e-02,1.495646434e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
6.300000016e-01,3.000094413e-02,1.495646402e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
6.400000016e-01,3.000094413e-02,1.495646376e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
6.500000016e-01,3.000094413e-02,1.495646353e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
6.600000016e-01,3.000094413e-02,1.495646325e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
6.700000016e-01,3.000094413e-02,1.495646318e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
6.800000016e-01,3.000094413e-02,1.495646349e-05,4.177225289e-03,1.002966646e+03,2.966645679e+05,36
6.900000016e-01,3.000094413e-02,1.495646375e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
7.000000016e-01,3.000094413e-02,1.495646382e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
7.100000016e-01,3.000094413e-02,1.495646382e-05,4.177225289e-03,1.002966646e+03,2.966645679e+05,36
7.200000016e-01,3.000094413e-02,1.495646367e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
7.300000016e-01,3.000094413e-02,1.495646383e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
7.400000016e-01,3.000094413e-02,1.495646430e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
7.500000016e-01,3.000094413e-02,1.495646434e-05,4.177225288e-03,1.002966646e+03,2.966645679e+05,36
