x,y,vx,vy,rho,p,neighbor_count
4.500000000e-06,4.500000000e-06,0.000000000e+00,0.000000000e+00,1.000655410e+03,-6.370801704e+04,10
1.989090701e-02,1.833665430e-06,2.199744888e+00,-2.666334570e-01,1.000464286e+03,7.871302230e+05,14
5.556529072e-02,1.438096152e-06,-3.474943060e-01,-3.061903848e-01,1.000272031e+03,1.037771907e+06,14
5.870282901e-02,3.859129153e-02,-5.760083421e+00,-8.140622365e+00,1.080504509e+03,4.976750051e+06,21
9.320157734e-02,1.803700322e-06,-8.760299192e-01,-2.696299678e-01,1.000311601e+03,1.019977539e+06,12
1.032794363e-01,4.083122519e-02,-1.940275434e+01,2.271528184e+01,1.347665413e+03,8.493773889e+06,20
1.410375274e-01,1.752155732e-06,-2.823264049e+00,-2.747844268e-01,1.002716545e+03,1.137795239e+06,12
1.720013002e-01,4.500000000e-06,3.335637896e-01,0.000000000e+00,1.003001419e+03,1.184496720e+06,12
2.070338977e-01,1.581175328e-06,-1.094763275e+00,-2.918824672e-01,1.003185886e+03,1.198374783e+06,12
2.381487659e-01,1.704628703e-06,2.102929748e+00,-2.795371297e-01,1.002990859e+03,1.156606369e+06,13
2.790122965e-01,1.778707628e-06,-9.573964660e-01,-2.721292372e-01,1.003127793e+03,1.126830608e+06,13
3.120941667e-01,1.859949197e-06,2.113838233e+00,-2.640050803e-01,1.002685270e+03,1.082363130e+06,11
3.718051926e-01,1.332453372e-02,2.016054485e+01,-6.142185310e-01,1.184261409e+03,6.020612204e+06,13
3.871315754e-01,2.333144239e-06,1.446456799e+01,-1.445810730e-01,9.215262004e+02,-1.424947848e+06,11
4.750906472e-01,7.181963684e-03,7.276155989e+01,-3.285633606e+01,1.126971602e+03,4.781393761e+06,11
5.206906132e-01,8.193709934e-02,7.930014148e+01,-5.109115006e+00,9.669263977e+02,-1.708198278e+06,4
1.805135918e-06,1.967960323e-02,-2.694864082e-01,2.195415824e+00,1.000491988e+03,7.959566654e+05,13
7.339315928e-02,7.276807378e-02,6.380438996e+00,4.694508891e+00,9.839726057e+02,-4.095724264e+05,20
1.066978116e-01,8.463979762e-02,4.500986014e+00,7.193839108e+00,1.012710531e+03,-1.339321764e+04,14
1.147816662e-01,7.380259786e-02,7.324134536e+00,9.224865001e+00,1.001387507e+03,6.258143891e+05,15
1.426448341e-01,7.436612180e-02,5.983995709e+00,-3.159167957e+00,1.013794562e+03,2.666314816e+05,16
1.621449462e-01,7.405063063e-02,1.030258642e+01,-1.092580195e+00,1.002172362e+03,4.293989585e+05,15
1.809403551e-01,7.252380862e-02,8.663945997e+00,-4.887195101e+00,1.004012242e+03,3.939624512e+05,16
2.031243570e-01,7.396100920e-02,1.195500461e+01,-4.183639089e+00,1.002997534e+03,3.753042054e+05,15
2.199713524e-01,7.290178314e-02,8.744022554e+00,-8.906832209e+00,9.998670131e+02,2.428373719e+05,16
2.442349350e-01,7.548676046e-02,1.427090448e+01,-6.518887240e+00,1.004309065e+03,3.785948159e+05,17
2.575616813e-01,7.725829984e-02,5.496133507e+00,-9.366359688e+00,9.980351073e+02,-2.299801942e+05,16
2.861078518e-01,8.025318378e-02,1.369691847e+01,-7.708861752e+00,1.002442841e+03,-2.488979336e+05,15
2.958218426e-01,8.650826393e-02,-2.317351984e+00,-3.120522905e-01,9.936262705e+02,-3.645605922e+05,14
