step,time,dt,rho_min,rho_mean,rho_max,v_max,active_count,inactive_count,vel_prof_mid_x_bin0,vel_prof_mid_x_bin1,vel_prof_mid_x_bin2,vel_prof_mid_x_bin3,vel_prof_mid_x_bin4,vel_prof_mid_x_bin5,vel_prof_mid_x_bin6,vel_prof_mid_x_bin7,vel_prof_mid_x_bin8,vel_prof_mid_x_bin9,vel_prof_mid_x_bin10,vel_prof_mid_x_bin11
25,0.004999999999999999,0.0002,834.9858133912537,984.3764875805588,1009.6859682986533,0.8395199577347985,175,0,nan,nan,nan,0.0005000303636764649,0.0005000023440537272,nan,0.0005000049647177257,0.0005000023440445413,0.0005000303636487693,nan,nan,nan
50,0.01,0.0002,816.372900549334,970.4774033242173,1010.0000000000001,0.840019957734799,175,0,nan,nan,nan,0.0010000303636764662,0.0010000023440537285,nan,0.001000004964717727,0.0010000023440445425,0.0010000303636487707,nan,nan,nan
75,0.015000000000000013,0.0002,796.0982582285392,961.2399200784082,1010.0000000026954,0.8405199577347995,175,0,nan,nan,nan,-0.02032368757367868,-0.0012125814661536954,nan,0.0015000049647177283,-0.0012125922460760098,-0.02032377479752485,nan,nan,nan
100,0.01999999999999999,0.0002,774.7061006343614,954.6002793534177,1010.0000000002226,0.8410199577348,175,0,nan,nan,nan,0.013400095224155443,0.002288036207906372,0.0028694031967904186,nan,0.0022598664054316606,0.013072588851889552,nan,nan,nan
125,0.02499999999999996,0.0002,752.7594399595192,949.2451012380423,1010.000000194367,0.8415199577348005,175,0,nan,nan,nan,-0.0010532246746937641,0.0017090923284756965,0.00336940319679042,nan,0.0018136184240572287,0.0003600150380868538,nan,nan,nan
150,0.02999999999999993,0.0002,730.7622882640776,944.072496270679,1010.0000000017563,0.842019957734801,175,0,nan,nan,nan,0.005332768521598395,0.005070529943623676,0.012798798232936332,nan,0.004988733555451501,0.0042358187333728465,nan,nan,nan
175,0.0349999999999999,0.0002,709.0882656233155,939.0912177851168,1010.0000000001975,0.8425199577348015,175,0,nan,nan,nan,0.004918007537615247,0.005514430619464229,0.013298798232936311,nan,0.005677777906944308,0.007827762795663842,nan,nan,nan
200,0.03999999999999987,0.0002,687.9446781002134,934.397439151693,1010.0000000000132,0.843019957734802,175,0,nan,nan,nan,0.005626648559261371,0.006026276739703932,0.013798798232936291,nan,0.006032086154878178,0.005775510542847038,nan,nan,nan
225,0.04499999999999984,0.0002,658.3551461174252,929.9158402541376,1010.0000000002555,0.8435199577348025,175,0,nan,nan,nan,0.005214486554093647,0.004938644500767627,0.00833451179767191,nan,0.004946072738674924,0.005420669148202936,nan,nan,nan
