step,t,dt,vmax,rho_min,rho_avg,rho_max,err_avg_pct,p_min,p_avg,p_max,neigh_min,neigh_avg,neigh_max
93,0.0186,0.0002,0.8408799577347998,780.7755788919308,956.3879160635632,1010.0000000000883,-4.361208393643665,0.0,257.5895433234484,40056.657591046926,5,9.222857142857142,11
94,0.018799999999999997,0.0002,0.8408999577347999,779.911612716758,956.1196582468596,1010.0000007998826,-4.388034175314028,0.0,441.584282874118,14384.200167330826,5,9.222857142857142,11
95,0.018999999999999996,0.0002,0.8409199577347999,779.0465524980015,955.8605944368605,1010.000000000602,-4.413940556313962,0.0,23.75348478199512,3486.865761022881,5,9.2,11
96,0.019199999999999995,0.0002,0.8409399577347999,778.1804343505752,955.6034380343285,1010.0000000024628,-4.439656196567136,0.0,44.44585820197612,3081.2905976438483,5,9.211428571428572,11
97,0.019399999999999994,0.0002,0.8409599577347999,777.3132942761058,955.3477704498644,1010.0000000002108,-4.465222955013556,0.0,20.700590586563933,1176.9348910407816,5,9.222857142857142,11
98,0.019599999999999992,0.0002,0.8409799577347999,776.4451681546863,955.0958133283029,1010.0000000000853,-4.490418667169703,0.0,12.867359776898637,945.8488469114103,5,9.222857142857142,11
99,0.01979999999999999,0.0002,0.8409999577348,775.5760917366478,954.84665277317,1010.0000000000581,-4.515334722683016,0.0,5.310527369406821,593.7927170691911,5,9.222857142857142,11
100,0.01999999999999999,0.0002,0.8410199577348,774.7061006343614,954.6002793534177,1010.0000000002226,-4.539972064658213,0.0,11.773065352451221,1775.2267362048408,5,9.268571428571429,11
101,0.02019999999999999,0.0002,0.8410399577348,773.8352303140653,954.3567119282419,1010.0000000001264,-4.564328807175815,0.0,6.960012528018293,988.5967763217661,5,9.268571428571429,11
102,0.020399999999999988,0.0002,0.8410599577348,772.9635160877261,954.1159640405942,1010.0000000275913,-4.588403595940567,0.0,29.62443753854272,1416.607881205802,5,9.268571428571429,11
103,0.020599999999999986,0.0002,0.8410799577348,772.0909931049295,953.8781103283662,1010.0000000001942,-4.612188967163378,0.0,14.814979912348992,1827.8956233228391,5,9.268571428571429,11
104,0.020799999999999985,0.0002,0.8410999577348001,771.2176963448109,953.6430209947245,1010.0000000266012,-4.635697900527556,0.0,40.88282582986813,3477.2256490930645,5,9.268571428571429,11
105,0.020999999999999984,0.0002,0.8411199577348001,770.34366060802,953.410844189365,1010.0000004846895,-4.658915581063503,0.0,36.427313312577546,3128.4395090288067,5,9.291428571428572,11
