step,time,l2_rel,vx_num_bin_0,vx_num_bin_1,vx_num_bin_2,vx_num_bin_3,vx_num_bin_4,vx_num_bin_5,vx_num_bin_6,vx_num_bin_7,vx_num_bin_8,vx_num_bin_9,vx_num_bin_10,vx_num_bin_11,vx_ana_bin_0,vx_ana_bin_1,vx_ana_bin_2,vx_ana_bin_3,vx_ana_bin_4,vx_ana_bin_5,vx_ana_bin_6,vx_ana_bin_7,vx_ana_bin_8,vx_ana_bin_9,vx_ana_bin_10,vx_ana_bin_11
25,0.004999999999999999,0.9985878274095998,0.0,0.0,0.0,0.0005000303636764649,0.0005000023440537272,0.0,0.0005000049647177257,0.0005000023440445413,0.0005000303636487693,0.0,0.0,0.0,0.03993055555555556,0.10937500000000001,0.16493055555555555,0.2065972222222222,0.234375,0.24826388888888892,0.24826388888888892,0.23437500000000003,0.20659722222222227,0.1649305555555556,0.1093750000000001,0.03993055555555568
50,0.01,0.997176825954923,0.0,0.0,0.0,0.0010000303636764662,0.0010000023440537285,0.0,0.001000004964717727,0.0010000023440445425,0.0010000303636487707,0.0,0.0,0.0,0.03993055555555556,0.10937500000000001,0.16493055555555555,0.2065972222222222,0.234375,0.24826388888888892,0.24826388888888892,0.23437500000000003,0.20659722222222227,0.1649305555555556,0.1093750000000001,0.03993055555555568
75,0.015000000000000013,1.0222742418546524,0.0,0.0,0.0,-0.02032368757367868,-0.0012125814661536954,0.0,0.0015000049647177283,-0.0012125922460760098,-0.02032377479752485,0.0,0.0,0.0,0.03993055555555556,0.10937500000000001,0.16493055555555555,0.2065972222222222,0.234375,0.24826388888888892,0.24826388888888892,0.23437500000000003,0.20659722222222227,0.1649305555555556,0.1093750000000001,0.03993055555555568
100,0.01999999999999999,0.9821846733518238,0.0,0.0,0.0,0.013400095224155443,0.002288036207906372,0.0028694031967904186,0.0,0.0022598664054316606,0.013072588851889552,0.0,0.0,0.0,0.03993055555555556,0.10937500000000001,0.16493055555555555,0.2065972222222222,0.234375,0.24826388888888892,0.24826388888888892,0.23437500000000003,0.20659722222222227,0.1649305555555556,0.1093750000000001,0.03993055555555568
125,0.02499999999999996,0.9962192113091015,0.0,0.0,0.0,-0.0010532246746937641,0.0017090923284756965,0.00336940319679042,0.0,0.0018136184240572287,0.0003600150380868538,0.0,0.0,0.0,0.03993055555555556,0.10937500000000001,0.16493055555555555,0.2065972222222222,0.234375,0.24826388888888892,0.24826388888888892,0.23437500000000003,0.20659722222222227,0.1649305555555556,0.1093750000000001,0.03993055555555568
150,0.02999999999999993,0.981373380503177,0.0,0.0,0.0,0.005332768521598395,0.005070529943623676,0.012798798232936332,0.0,0.004988733555451501,0.0042358187333728465,0.0,0.0,0.0,0.03993055555555556,0.10937500000000001,0.16493055555555555,0.2065972222222222,0.234375,0.24826388888888892,0.24826388888888892,0.23437500000000003,0.20659722222222227,0.1649305555555556,0.1093750000000001,0.03993055555555568
175,0.0349999999999999,0.9787870316668513,0.0,0.0,0.0,0.004918007537615247,0.005514430619464229,0.013298798232936311,0.0,0.005677777906944308,0.007827762795663842,0.0,0.0,0.0,0.03993055555555556,0.10937500000000001,0.16493055555555555,0.2065972222222222,0.234375,0.24826388888888892,0.24826388888888892,0.23437500000000003,0.20659722222222227,0.1649305555555556,0.1093750000000001,0.03993055555555568
200,0.03999999999999987,0.9786645034595038,0.0,0.0,0.0,0.005626648559261371,0.006026276739703932,0.013798798232936291,0.0,0.006032086154878178,0.005775510542847038,0.0,0.0,0.0,0.03993055555555556,0.10937500000000001,0.16493055555555555,0.2065972222222222,0.234375,0.24826388888888892,0.24826388888888892,0.23437500000000003,0.20659722222222227,0.1649305555555556,0.1093750000000001,0.03993055555555568
225,0.04499999999999984,0.9836275661394004,0.0,0.0,0.0,0.005214486554093647,0.004938644500767627,0.00833451179767191,0.0,0.004946072738674924,0.005420669148202936,0.0,0.0,0.0,0.03993055555555556,0.10937500000000001,0.16493055555555555,0.2065972222222222,0.234375,0.24826388888888892,0.24826388888888892,0.23437500000000003,0.20659722222222227,0.1649305555555556,0.1093750000000001,0.03993055555555568
