x,y,vx,vy,rho,pressure,neighbor_count
4.142439055e-06,4.500000000e-06,-6.131485061e-03,0.000000000e+00,9.979790890e+02,-1.583049376e+05,10
3.316359930e-02,4.500000000e-06,9.885955157e-02,0.000000000e+00,1.003401834e+03,1.117520215e+06,13
6.946800929e-02,4.500000000e-06,1.897978346e-01,0.000000000e+00,1.003568761e+03,1.126886298e+06,12
3.015697519e-01,2.355619855e-01,2.106152697e+01,6.410856229e+00,9.812735164e+02,-4.704165176e+05,12
1.059936665e-01,4.500000000e-06,2.777406487e-01,0.000000000e+00,1.003785427e+03,1.139339222e+06,12
2.786799026e-01,2.383672710e-01,2.080207463e+01,3.724251756e+00,9.525870745e+02,-4.704165176e+05,10
1.425125117e-01,4.500000000e-06,3.269734110e-01,0.000000000e+00,1.003995523e+03,1.159832927e+06,13
1.789210582e-01,4.500000000e-06,3.965193042e-01,0.000000000e+00,1.004040599e+03,1.158854977e+06,13
2.162518219e-01,4.500000000e-06,3.601886075e-01,0.000000000e+00,1.003856659e+03,1.127602171e+06,13
2.546355478e-01,4.500000000e-06,3.339584408e-01,0.000000000e+00,1.003703725e+03,1.103033794e+06,12
2.942257722e-01,4.500000000e-06,3.097491568e-01,0.000000000e+00,1.003635559e+03,1.088426808e+06,12
3.353856331e-01,4.500000000e-06,3.026530098e-01,0.000000000e+00,1.003679104e+03,1.086531583e+06,12
3.883499594e-01,4.500000000e-06,4.227839437e-03,0.000000000e+00,1.003449931e+03,1.064720122e+06,11
4.315154252e-01,4.500000000e-06,7.375254079e-03,0.000000000e+00,1.003443999e+03,1.064233403e+06,11
5.469535757e-01,4.500000000e-06,2.375482126e-01,0.000000000e+00,1.003521191e+03,1.070543271e+06,10
9.999955000e-01,1.134820309e-01,0.000000000e+00,-2.580349391e-01,1.003546905e+03,1.072787576e+06,10
4.500000000e-06,2.245769778e-02,0.000000000e+00,2.407073298e-03,1.004841601e+03,1.547187575e+06,13
3.171681379e-01,2.565747474e-01,1.062037634e+01,1.824863792e+00,9.809791475e+02,-4.704165176e+05,15
3.748188333e-01,1.594065800e-01,1.546128172e+01,5.279033567e+00,1.001109968e+03,6.486329230e+04,9
3.333970689e-01,6.620846147e-02,1.748919398e+01,1.464161094e+00,1.000686610e+03,4.631533286e+04,11
2.461256390e-01,1.623242727e-01,1.357742451e+01,1.046753831e+01,9.429615203e+02,-4.704165176e+05,3
2.555386590e-01,8.407612338e-02,8.679990820e+00,4.248809386e+00,9.374864198e+02,-4.704165176e+05,7
3.171353796e-01,1.533622275e-01,2.013405520e+01,-5.275503264e+00,1.000634788e+03,-4.704165176e+05,6
3.909963588e-01,7.415538480e-02,1.639435884e+01,-3.137722188e-01,9.999487178e+02,3.592279698e+04,10
4.198484761e-01,1.023937527e-01,1.094494385e+01,2.761773484e+00,9.989039691e+02,-2.468462538e+04,9
4.367672982e-01,1.000053485e-01,1.262301341e+01,4.953212897e+00,9.970930011e+02,-1.816328960e+05,10
4.592177351e-01,1.022403846e-01,1.316022335e+01,1.338571084e+00,9.998293942e+02,5.122663106e+04,11
5.052039330e-01,9.634203927e-02,1.049209423e+01,3.732706790e-01,1.000225894e+03,4.797258414e+04,8
4.025044180e-01,1.099026581e-01,8.309417958e+00,1.578439123e+00,9.998885835e+02,9.914981602e+03,9
