x,y,vx,vy,rho,pressure,neighbor_count
6.877524179e-07,4.500000000e-06,-2.682645170e-02,0.000000000e+00,9.980096035e+02,-1.573444911e+05,10
3.297846002e-02,4.500000000e-06,1.256591986e-01,0.000000000e+00,1.003350600e+03,1.117411991e+06,13
6.907525295e-02,4.500000000e-06,2.973978738e-01,0.000000000e+00,1.003588666e+03,1.132555586e+06,12
2.741830781e-01,2.322518466e-01,1.415601904e+01,2.662056733e+00,9.829312219e+02,-4.302869720e+05,11
1.053861609e-01,4.500000000e-06,4.823615395e-01,0.000000000e+00,1.003837117e+03,1.146852661e+06,12
2.559268768e-01,2.334338496e-01,1.598295884e+01,1.330758114e+01,1.025018355e+03,1.203876550e+06,8
1.417710363e-01,4.500000000e-06,6.320685409e-01,0.000000000e+00,1.004043751e+03,1.166334034e+06,13
1.781097083e-01,4.500000000e-06,6.148368966e-01,0.000000000e+00,1.004010606e+03,1.155487835e+06,13
2.155128827e-01,4.500000000e-06,5.690618889e-01,0.000000000e+00,1.003805178e+03,1.122168769e+06,13
2.539528270e-01,4.500000000e-06,5.194065423e-01,0.000000000e+00,1.003654554e+03,1.098265506e+06,12
2.936026553e-01,4.500000000e-06,4.685012463e-01,0.000000000e+00,1.003592412e+03,1.084470439e+06,12
3.347658581e-01,4.500000000e-06,4.744842162e-01,0.000000000e+00,1.003637554e+03,1.082827148e+06,11
3.883433026e-01,4.500000000e-06,3.317178192e-03,0.000000000e+00,1.003450106e+03,1.064703922e+06,11
4.314965423e-01,4.500000000e-06,1.761402533e-02,0.000000000e+00,1.003442963e+03,1.064119755e+06,11
5.464559597e-01,4.500000000e-06,3.865247867e-01,0.000000000e+00,1.003552909e+03,1.073221538e+06,10
9.999955000e-01,1.140123370e-01,0.000000000e+00,-4.022730928e-01,1.003581734e+03,1.075799308e+06,10
4.500000000e-06,2.244986789e-02,0.000000000e+00,7.789408962e-03,1.004769974e+03,1.542711184e+06,13
3.027205374e-01,2.521587922e-01,1.225955220e+01,8.368543155e+00,9.913364587e+02,1.829668273e+05,11
3.568093751e-01,1.540174484e-01,1.608986632e+01,3.118585056e+00,1.000188086e+03,-9.780450081e+03,9
3.115394542e-01,6.646405658e-02,1.779218963e+01,-1.759048150e+00,9.996396338e+02,-1.384934949e+04,11
2.299361492e-01,1.516582994e-01,1.355479910e+01,5.298188548e+00,1.000000000e+03,0.000000000e+00,3
2.543649921e-01,7.214941579e-02,-4.564689934e+00,1.339341825e+01,9.942698520e+02,-4.302869720e+05,9
2.989083857e-01,1.540414708e-01,1.046477432e+01,4.991680762e+00,9.142855536e+02,-4.302869720e+05,6
3.705683699e-01,7.529582131e-02,1.635440427e+01,-1.259588054e+00,9.999233366e+02,-1.869321799e+04,9
4.062960762e-01,9.749079052e-02,1.219407846e+01,5.106946389e+00,9.971699935e+02,-6.875752398e+04,10
4.195585559e-01,9.544431806e-02,1.520451515e+01,2.751963468e+00,9.937991905e+02,-1.184587339e+05,9
4.425791594e-01,1.003734900e-01,1.401362586e+01,1.638206752e+00,9.931463589e+02,-2.173983862e+05,11
4.933420595e-01,9.578479838e-02,8.641805804e+00,9.395408228e-01,9.995529775e+02,1.488260150e+04,8
3.927751807e-01,1.088301115e-01,5.994770624e+00,-6.911392910e-01,9.954132038e+02,-3.087105362e+05,7
5.327997972e-01,1.552634642e-01,1.248702952e+01,-1.184139009e+00,1.001456132e+03,7.022948837e+04,10
4.982026491e-01,1.018015950e-01,1.168703761e+01,4.818082536e+00,9.998125550e+02,-5.254913947e+03,6
5.739501200e-01,1.094884277e-01,1.466711126e+01,-2.723972722e-01,1.000000000e+03,0.000000000e+00,5
4.500000000e-06,5.158728865e-02,0.000000000e+00,2.454365222e-02,1.004257317e+03,1.480380931e+06,12
1.015453655e-01,2.315937739e-01,1.053500971e+00,1.841306581e+00,1.012253148e+03,7.396440681e+05,10
1.060291728e-01,1.927539344e-01,3.878224888e-02,4.739748870e-01,9.942593096e+02,-2.754033431e+05,8
2.995209833e-01,1.317832060e-01,9.858497198e+00,1.127142927e+01,1.012089936e+03,-1.906474668e+05,6
3.263598299e-01,9.980879916e-02,1.971239842e+00,-2.056740998e-01,9.985575351e+02,-1.558236489e+05,10
2.712300449e-01,9.514076189e-02,6.678562535e+00,1.355276967e+00,9.853594549e+02,-4.302869720e+05,6
2.970232877e-01,1.198436717e-01,2.030677459e+01,-2.613083591e+00,9.878377856e+02,-4.302869720e+05,8
3.631218859e-01,7.476865475e-02,1.456179350e+01,2.855028926e-03,9.999971759e+02,4.717348242e+04,9
