x,y,vx,vy,rho,pressure,neighbor_count
4.500000000e-06,4.500000000e-06,0.000000000e+00,0.000000000e+00,9.981622343e+02,-1.545845431e+05,10
3.206680094e-02,4.500000000e-06,3.303208951e-01,0.000000000e+00,1.003060726e+03,1.114646052e+06,13
6.724219741e-02,4.500000000e-06,5.911010862e-01,0.000000000e+00,1.003732853e+03,1.163289934e+06,12
2.300827708e-01,2.004736479e-01,6.164555398e+00,3.250823654e+00,1.026866395e+03,1.151754952e+05,9
1.027534194e-01,4.500000000e-06,7.925319474e-01,0.000000000e+00,1.004060166e+03,1.184034343e+06,13
2.219416908e-01,1.383379074e-01,1.117213673e+01,1.363666019e+01,9.642622591e+02,-3.063546971e+05,5
1.382063937e-01,4.500000000e-06,8.725334450e-01,0.000000000e+00,1.004070862e+03,1.175466361e+06,13
1.747870965e-01,4.500000000e-06,7.812915448e-01,0.000000000e+00,1.003811190e+03,1.132428708e+06,12
2.124719223e-01,4.500000000e-06,7.487620623e-01,0.000000000e+00,1.003600977e+03,1.101162654e+06,12
2.512075838e-01,4.500000000e-06,7.052492831e-01,0.000000000e+00,1.003493223e+03,1.082549126e+06,12
2.910904709e-01,4.500000000e-06,6.001724122e-01,0.000000000e+00,1.003456847e+03,1.072123744e+06,12
3.323794646e-01,4.500000000e-06,5.015218285e-01,0.000000000e+00,1.003493456e+03,1.070030897e+06,11
3.882962516e-01,4.500000000e-06,4.579833525e-02,0.000000000e+00,1.003452550e+03,1.064921379e+06,11
4.314135416e-01,4.500000000e-06,-1.212429931e-02,0.000000000e+00,1.003439705e+03,1.063871483e+06,11
5.445061690e-01,4.500000000e-06,4.186547970e-01,0.000000000e+00,1.003671981e+03,1.083899888e+06,11
9.999955000e-01,1.154401624e-01,0.000000000e+00,8.628934129e-02,1.003665520e+03,1.083442988e+06,11
4.500000000e-06,2.226507027e-02,0.000000000e+00,8.057771653e-02,1.004397219e+03,1.523467983e+06,13
2.158741910e-01,1.682378707e-01,2.631582429e+01,2.178722947e+01,6.862381145e+02,-3.063546971e+05,4
2.841583827e-01,1.519594135e-01,1.372528927e+01,1.898046796e+00,1.000445506e+03,-3.063546971e+05,11
2.645283991e-01,6.331255821e-02,8.553747046e+00,6.516644142e+00,9.998446508e+02,3.659020874e+05,13
2.074594563e-01,8.792616625e-02,4.345162399e+00,1.995210904e+01,1.003969107e+03,-4.161565971e+03,8
2.365236636e-01,1.075118829e-01,4.770749290e+00,-2.571444771e+00,9.954477102e+02,-2.392012458e+05,9
2.556253615e-01,1.006762705e-01,7.498879336e+00,9.479036406e+00,9.943573296e+02,-3.063546971e+05,10
3.044584723e-01,7.773420506e-02,1.464755923e+01,6.912399739e-01,9.976926961e+02,-8.054991124e+04,12
3.562876866e-01,7.655921409e-02,1.375944932e+01,6.629904144e+00,1.020672147e+03,6.901067695e+05,11
3.528130574e-01,8.310729084e-02,9.728937607e+00,9.505767667e-01,9.878610243e+02,-3.063546971e+05,12
3.875427572e-01,1.010619552e-01,9.220876914e+00,2.684300140e+00,9.939763836e+02,-3.063546971e+05,9
4.441375800e-01,9.008922458e-02,1.344027776e+01,1.553038949e+00,1.002744006e+03,1.369801149e+05,8
3.658569776e-01,1.018148714e-01,8.170698622e+00,1.661629013e+00,1.012310213e+03,2.317690028e+05,10
4.838677982e-01,1.485832247e-01,9.348236248e+00,2.608423201e+00,1.071839690e+03,9.520897072e+04,7
4.464340299e-01,8.493110089e-02,1.208152773e+01,3.889394437e+00,9.980571298e+02,-1.094034029e+05,9
5.100726580e-01,9.707174306e-02,1.146919553e+01,4.182118123e+00,9.936328758e+02,3.707237278e+03,7
4.500000000e-06,5.123243758e-02,0.000000000e+00,1.694520697e-01,1.004236720e+03,1.488553744e+06,12
1.039282144e-01,2.032097577e-01,-9.798908508e+00,6.201449901e+00,9.935657408e+02,-3.063546971e+05,8
1.069798137e-01,1.856560318e-01,3.494426371e+00,2.415201557e+00,1.013056915e+03,3.910161764e+05,9
2.640579080e-01,1.140522848e-01,2.401041093e+00,-1.794803190e+00,1.001425007e+03,-3.063546971e+05,10
3.063651050e-01,1.080738584e-01,1.095272427e+01,-6.375914620e+00,9.916237250e+02,-3.063546971e+05,9
2.087825190e-01,9.487761794e-02,3.979181412e+00,7.469247528e+00,1.004958097e+03,-5.348977503e+04,7
2.426257680e-01,1.291097732e-01,-1.067058746e+00,-1.014041474e+00,1.008249548e+03,-3.063546971e+05,9
3.002910594e-01,7.713932376e-02,1.364294781e+01,2.989494972e+00,9.998664898e+02,9.053990228e+04,13
3.448878014e-01,1.254527074e-01,9.665107087e+00,2.932165615e+00,1.008320850e+03,1.653248125e+05,9
3.334340588e-01,1.741729637e-01,7.826083723e+00,2.070233877e+00,9.999853117e+02,8.017452090e+04,13
3.982764703e-01,9.467294091e-02,9.635394677e+00,-2.816509846e+00,1.002553054e+03,1.110622259e+05,10
4.078808182e-01,9.650508728e-02,1.121768686e+01,1.639305922e+00,1.011689614e+03,4.611612654e+05,12
4.155090168e-01,1.075990098e-01,1.392609564e+01,-8.196253667e-01,9.910372345e+02,-3.063546971e+05,9
4.832388975e-01,1.486838474e-01,9.846355210e+00,4.552600070e+00,1.070865301e+03,6.090510659e+04,8
5.237640179e-01,1.197437293e-01,2.065896099e+01,-6.430311011e+00,9.938503024e+02,-1.416241720e+05,7
5.125186476e-01,9.176505794e-02,1.243832253e+01,2.042273696e+00,9.950678101e+02,-2.201317048e+05,8
1.890199462e-01,2.348374689e-01,1.646079385e+00,2.175475034e-01,1.010592805e+03,5.019037764e+05,12
1.504505314e-01,6.952160859e-02,5.547380234e+00,-7.013718368e+00,9.999789255e+02,-3.063546971e+05,8
1.698259578e-01,2.275768228e-01,5.141751238e+00,9.278851514e-01,1.002006532e+03,4.805559447e+04,8
2.281387481e-01,2.120849413e-01,5.745159110e+00,4.401854063e+00,9.365980166e+02,-3.063546971e+05,10
2.791032230e-01,1.271442612e-01,5.201724622e+00,-2.168554585e+00,9.833884432e+02,-3.063546971e+05,9
2.768580465e-01,1.487392924e-01,2.063955660e+01,-4.575965085e+00,1.002505603e+03,-3.063546971e+05,11
3.372137684e-01,1.383653297e-01,1.161368180e+01,-2.473861851e+00,1.001119134e+03,-1.024691118e+04,10
2.906314964e-01,1.118315314e-01,1.145723029e+01,-4.935025734e+00,1.012416254e+03,3.239862756e+05,9
3.665541899e-01,1.034179549e-01,1.114053003e+01,2.527414884e+00,1.001775266e+03,-9.732026553e+04,9
3.586794192e-01,1.536588823e-01,1.063637346e+01,4.023420407e+00,1.005536213e+03,1.246915024e+05,12
3.383721369e-01,1.218739539e-01,5.609365910e+00,6.250047206e+00,9.914222913e+02,-3.063546971e+05,9
4.272692763e-01,1.239930650e-01,4.989352838e+00,2.366780848e+00,1.001516425e+03,-3.063546971e+05,11
4.340918238e-01,9.180302551e-02,1.458095878e+01,2.819656597e+00,1.000489101e+03,-2.080302685e+04,9
4.907164129e-01,1.653215133e-01,1.476922647e+01,4.549771585e+00,1.112425541e+03,-5.040606536e+04,10
5.317485382e-01,1.759391494e-01,1.819235227e+01,4.078143370e+00,8.569606948e+02,-3.063546971e+05,6
5.333499929e-01,9.831865498e-02,1.779231812e+01,-7.707253753e+00,9.925897808e+02,1.864369182e+05,7
4.500000000e-06,8.036240853e-02,0.000000000e+00,1.866976214e-01,1.005238077e+03,1.531773486e+06,14
7.658533769e-02,1.770065408e-01,3.141602044e-02,7.806705097e+00,1.010610075e+03,6.809502309e+04,11
1.081193600e-01,1.857456939e-01,-7.628184908e+00,-3.882347199e+00,1.000116186e+03,9.236012673e+04,9
2.323872737e-01,1.213875050e-01,9.440979398e+00,-2.909832741e-01,9.863521665e+02,3.106024506e+05,9
2.665861520e-01,1.848721921e-01,6.520338631e+00,3.010705888e+00,1.002159732e+03,1.251360525e+05,10
2.213179590e-01,9.055652144e-02,9.538424856e+00,-4.503005758e-01,9.901220650e+02,-3.063546971e+05,9
2.824903718e-01,1.765318600e-01,9.310800685e+00,3.773342139e+00,9.821187751e+02,-3.063546971e+05,11
3.007063953e-01,1.082055612e-01,1.467703825e+01,-4.372032029e+00,9.977846154e+02,2.506610293e+05,7
3.459010965e-01,1.555924950e-01,1.811465734e+01,2.151688268e+00,9.910464439e+02,-3.063546971e+05,13
3.505597632e-01,1.796553188e-01,1.029279949e+01,1.003720121e+00,1.003507039e+03,6.175719500e+04,15
