x,y,vx,vy,rho,pressure,neighbor_count
4.209352905e-06,4.500000000e-06,-4.988857951e-03,0.000000000e+00,9.979746316e+02,-1.584462153e+05,10
3.319230031e-02,4.500000000e-06,6.192661640e-02,0.000000000e+00,1.003409824e+03,1.117620692e+06,13
6.952129776e-02,4.500000000e-06,1.115344416e-01,0.000000000e+00,1.003566371e+03,1.126251734e+06,12
3.078409872e-01,2.386313997e-01,1.571071688e+01,1.114808208e+01,9.902406236e+02,-3.888117879e+05,13
1.060695845e-01,4.500000000e-06,1.546454390e-01,0.000000000e+00,1.003778791e+03,1.138467510e+06,12
2.861159987e-01,2.397643222e-01,2.273110818e+01,4.623741834e+00,9.615898284e+02,-9.420224130e+05,9
1.426021207e-01,4.500000000e-06,1.836215476e-01,0.000000000e+00,1.003989089e+03,1.158905074e+06,13
1.790335854e-01,4.500000000e-06,2.383770388e-01,0.000000000e+00,1.004043796e+03,1.159091644e+06,13
2.163543365e-01,4.500000000e-06,2.179183320e-01,0.000000000e+00,1.003863209e+03,1.128315896e+06,13
2.547306178e-01,4.500000000e-06,2.021822301e-01,0.000000000e+00,1.003710283e+03,1.103667411e+06,12
2.943145693e-01,4.500000000e-06,1.900836696e-01,0.000000000e+00,1.003641548e+03,1.088974621e+06,12
3.354717744e-01,4.500000000e-06,1.831364689e-01,0.000000000e+00,1.003684583e+03,1.087027011e+06,12
3.883512623e-01,4.500000000e-06,2.970982455e-03,0.000000000e+00,1.003449869e+03,1.064714883e+06,11
4.315173152e-01,4.500000000e-06,3.584571117e-03,0.000000000e+00,1.003444085e+03,1.064240115e+06,11
5.470202920e-01,4.500000000e-06,1.398707321e-01,0.000000000e+00,1.003517159e+03,1.070198626e+06,10
9.999955000e-01,1.134090338e-01,0.000000000e+00,-1.541467433e-01,1.003542332e+03,1.072392336e+06,10
4.500000000e-06,2.245815172e-02,0.000000000e+00,4.493926400e-04,1.004852101e+03,1.547871169e+06,13
3.209623097e-01,2.572507605e-01,1.173717204e+01,1.893551980e+00,9.709957701e+02,-9.420224130e+05,15
3.801860713e-01,1.613430656e-01,1.562976805e+01,6.043708934e+00,9.974357248e+02,-1.296462285e+05,9
3.393567646e-01,6.672096118e-02,1.735492859e+01,1.305848625e+00,9.983339004e+02,-1.530779283e+05,11
2.511195648e-01,1.658943246e-01,1.639894366e+01,1.135444400e+01,9.807516565e+02,-6.718515480e+05,3
2.590384950e-01,8.516361107e-02,1.163369874e+01,1.989015359e+00,9.364087551e+02,-9.420224130e+05,5
3.240671773e-01,1.514976797e-01,2.003522522e+01,-5.356226055e+00,1.006388358e+03,1.530636462e+05,7
3.965832540e-01,7.409607603e-02,1.628947787e+01,-1.136510978e-01,9.999903299e+02,6.226359467e+03,10
4.236947974e-01,1.033136884e-01,1.150368740e+01,2.734086893e+00,9.975252117e+02,-7.636570117e+04,9
4.410030495e-01,1.018230577e-01,1.227685688e+01,5.546817389e+00,9.977446985e+02,-1.012697517e+05,9
4.637481591e-01,1.027100246e-01,1.333815018e+01,1.391521262e+00,1.002084363e+03,8.167593451e+04,11
5.088801113e-01,9.652233135e-02,1.090449380e+01,6.770245239e-01,1.000439172e+03,3.170981945e+04,8
4.051761782e-01,1.104661336e-01,7.302772289e+00,1.668741189e+00,1.000649327e+03,1.058097977e+05,9
5.546364482e-01,1.517798348e-01,1.285718046e+01,-2.943072118e+00,9.996070077e+02,-1.024548997e+05,8
5.166821592e-01,1.094579833e-01,1.166853274e+01,4.842615127e+00,1.000000000e+03,0.000000000e+00,6
5.971665930e-01,1.090442125e-01,1.466711126e+01,-2.879254560e-01,1.000000000e+03,0.000000000e+00,4
4.500000000e-06,5.161638906e-02,0.000000000e+00,5.127618710e-03,1.004258844e+03,1.479429184e+06,12
9.383449191e-02,2.269326155e-01,-2.725913976e+00,-1.506613284e+00,1.021296814e+03,7.048669372e+05,13
1.069024604e-01,1.965831529e-01,2.623866783e-01,5.006104449e+00,1.012497317e+03,2.444039552e+05,9
3.188317149e-01,1.455489927e-01,1.430399777e+01,1.111095763e+01,9.865267066e+02,-2.780833212e+05,7
3.327723803e-01,1.002937884e-01,2.858326276e+00,-5.686248657e-01,1.000881607e+03,7.671274149e+04,8
2.823359293e-01,8.948594641e-02,1.139666046e+01,-1.006177748e+01,1.065482323e+03,5.099004046e+04,7
3.284685554e-01,1.281509646e-01,1.484792131e+01,1.031701733e+01,1.012888914e+03,-1.284215682e+05,9
3.861367282e-01,7.425858578e-02,1.469446030e+01,-1.302601356e+00,1.000000150e+03,-2.759097127e+04,9
4.134081825e-01,1.203750547e-01,1.279100668e+01,-1.958889269e+00,1.000000000e+03,0.000000000e+00,6
3.765598130e-01,1.851059489e-01,4.756371891e+00,6.904348364e+00,9.896899489e+02,-6.370655584e+05,10
4.596881912e-01,1.010464215e-01,1.078762289e+01,-2.084265869e+00,9.983834392e+02,-4.530859819e+04,10
4.909507496e-01,9.755734251e-02,1.363525971e+01,-2.917928635e+00,1.003629697e+03,1.457977019e+05,10
4.865482223e-01,9.953914150e-02,1.254922696e+01,9.903536734e-01,9.950852546e+02,-2.189638720e+05,12
5.522976965e-01,1.513868275e-01,1.266918791e+01,-2.009129235e+00,9.997382374e+02,-1.057833107e+05,8
6.406064752e-01,7.534206552e-02,2.252580637e+01,-3.774070155e+00,1.000010785e+03,5.416370593e+04,10
6.025805629e-01,1.159015248e-01,2.163386404e+01,1.191189440e+00,9.986977912e+02,-4.312462169e+05,4
1.964712516e-01,2.178867891e-01,9.831788596e+00,3.327537987e+00,9.988993969e+02,-4.558151615e+05,6
1.834148487e-01,6.682244923e-02,5.600520881e+00,-5.495605040e-01,9.999886991e+02,-1.334531670e+05,8
2.081460045e-01,2.180738329e-01,9.413930090e+00,2.148121678e+00,1.000000000e+03,0.000000000e+00,4
2.470558948e-01,2.688555366e-01,1.494365050e+00,1.885771996e+00,1.035609217e+03,-2.282833116e+05,10
3.188735330e-01,1.009916093e-01,1.256120634e+00,3.038922253e+00,9.910610923e+02,-3.230518278e+05,9
3.700293514e-01,1.403828552e-01,9.643393700e+00,-1.201843521e+00,9.980687464e+02,-1.141781230e+04,9
3.964395654e-01,1.198447328e-01,8.566162896e+00,-6.761150383e+00,9.975601711e+02,-2.053760819e+05,8
3.063055629e-01,1.213533933e-01,4.925606950e+00,3.243664414e+00,9.901268999e+02,-9.420224130e+05,8
4.329114156e-01,1.141314158e-01,1.180393115e+01,4.663191622e+00,1.003582177e+03,9.521861669e+04,9
4.239262989e-01,1.889961741e-01,1.344327577e+01,5.862172396e+00,1.003524105e+03,1.360825719e+05,13
3.809554923e-01,1.276423592e-01,8.109265744e+00,-1.842825021e+00,1.000933195e+03,-9.625907593e+04,8
4.594439759e-01,1.318603741e-01,7.085946295e+00,3.194838429e+00,9.946591773e+02,-2.403160044e+05,13
5.139993614e-01,1.115257992e-01,1.253196683e+01,3.160711124e-01,9.988934974e+02,-1.181097725e+05,7
5.594364847e-01,1.983514779e-01,9.755580839e+00,7.240534125e+00,1.000080580e+03,8.737506264e+04,13
6.125904999e-01,1.878952066e-01,1.303820320e+01,-2.998467479e-01,1.000000000e+03,0.000000000e+00,5
6.191587287e-01,7.951772651e-02,1.301399515e+01,-3.604059377e-01,9.997142706e+02,-1.703809165e+05,12
4.500000000e-06,8.083472425e-02,0.000000000e+00,5.846407980e-03,1.005246273e+03,1.527198632e+06,13
7.823960288e-02,2.178404140e-01,-2.684884401e+00,4.962170466e-01,1.016513200e+03,5.705385133e+05,15
1.063435881e-01,1.841638571e-01,2.784943383e+00,2.772147952e+00,9.915028315e+02,-2.925228683e+05,8
2.165208887e-01,1.462374277e-01,-2.915313486e+00,3.759781318e+00,3.600509671e+02,-9.420224130e+05,1
3.207557086e-01,2.077972280e-01,1.203476721e+01,-4.024968747e+00,9.838978300e+02,-8.864252482e+05,11
2.945647809e-01,8.671410794e-02,1.002087625e+01,-6.293382271e+00,9.102252314e+02,-9.420224130e+05,10
3.461068355e-01,1.728859330e-01,1.246411816e+01,-8.417600076e+00,9.991186418e+02,1.295797962e+05,14
3.332125134e-01,9.787451475e-02,6.456244639e-01,-9.651664503e-01,9.957551345e+02,-3.600286430e+05,8
4.355368232e-01,1.667790937e-01,1.247922617e+01,-2.011734468e+00,1.001347620e+03,5.381159673e+04,10
4.321803676e-01,1.884062630e-01,1.537374615e+01,-1.100831374e+00,9.948140040e+02,-2.478904606e+05,11
4.386183637e-01,1.593330430e-01,9.323027299e+00,1.190868639e+00,9.990662205e+02,-1.103985177e+05,8
4.831566166e-01,1.313399289e-01,7.375770205e+00,1.252403564e+00,1.000170002e+03,-1.411511574e+05,15
4.973195544e-01,1.661328740e-01,1.134864752e+01,-6.266933111e-01,9.970299061e+02,-8.988387921e+04,12
5.688301012e-01,1.703086668e-01,6.083258105e+00,8.608869749e-01,9.958308276e+02,-8.762834902e+04,11
5.873656155e-01,1.691274700e-01,1.093150184e+01,1.528389468e+00,9.986217122e+02,-1.368186543e+05,10
6.293471945e-01,8.274227254e-02,1.325565211e+01,-5.948052757e+00,1.000230282e+03,4.547494068e+04,11
1.477867383e-01,1.976865036e-01,-5.117169368e+00,5.926886931e+00,9.983252484e+02,-2.846370995e+05,5
1.070831553e-01,1.849715802e-01,4.609484519e+00,-9.953196562e-01,9.906370882e+02,-1.972224812e+05,8
1.460685268e-01,1.875512748e-01,7.645155456e+00,1.235799230e+00,1.002437103e+03,4.343310836e+03,5
1.913972009e-01,2.473882528e-01,1.211827202e+01,-2.784672895e-01,9.936916044e+02,2.723211904e+05,8
2.653703787e-01,1.747565612e-01,-2.009103751e-01,-5.997926374e+00,9.753726214e+02,-9.420224130e+05,3
3.296972625e-01,2.076700923e-01,1.382300840e+01,1.091393586e+00,9.825974802e+02,-6.256653323e+05,12
3.633992635e-01,1.679485801e-01,8.715828530e+00,-2.564749573e+00,1.001355473e+03,1.619334047e+05,13
3.697831121e-01,1.352467813e-01,1.014947371e+01,-1.990043650e+00,9.996345012e+02,-3.536024168e+04,9
3.254654653e-01,1.672673771e-01,2.381851660e+00,-9.865899827e+00,9.996293456e+02,-5.174601566e+05,8
4.561778342e-01,2.129014391e-01,1.274711592e+01,1.718737298e+00,1.002238420e+03,8.585264047e+04,15
4.531027141e-01,1.554420325e-01,1.093433659e+01,1.918730169e+00,1.000003403e+03,8.372606918e+04,12
4.609331759e-01,1.311092007e-01,1.074837783e+01,-4.148135349e+00,1.005024807e+03,7.897858422e+04,13
4.906185626e-01,1.370934951e-01,1.270679695e+01,-3.032511987e+00,9.990687959e+02,-1.485761078e+05,14
5.226428569e-01,1.777944064e-01,7.437138710e+00,2.078115677e+00,9.999192781e+02,-4.563533574e+04,12
4.950747012e-01,1.505861619e-01,1.086495480e+01,-2.529421587e+00,1.000734723e+03,7.431611579e+03,12
6.061539232e-01,1.828282000e-01,5.934426514e+00,-1.503905372e+00,1.000000000e+03,0.000000000e+00,6
4.500000000e-06,1.098924813e-01,0.000000000e+00,6.029176147e-03,1.004724272e+03,1.482631852e+06,12
1.550930299e-01,1.884576186e-01,5.791749500e+00,9.737320151e+00,9.995977145e+02,-1.828765631e+05,2
9.996932540e-02,2.691318223e-01,4.554633933e+00,5.268586456e+00,1.017197367e+03,3.992463738e+05,12
1.655069864e-01,2.502195247e-01,3.606412512e+00,-4.278484025e+00,9.601138135e+02,-5.716349367e+05,8
2.525349324e-01,1.749895983e-01,8.667977532e+00,1.828423513e+01,1.030765902e+03,5.073877227e+05,2
3.547161601e-01,2.110042698e-01,1.312093661e+01,-2.796963897e+00,1.008709222e+03,1.667628456e+05,14
3.848413181e-01,2.072431289e-01,1.345859776e+01,-5.518072150e+00,9.956889793e+02,1.590013652e+05,13
3.871211848e-01,2.100254660e-01,1.626326072e+01,4.211681981e-01,1.000450477e+03,1.981386300e+05,12
3.834657295e-01,1.721639527e-01,1.165215075e+01,1.052587424e+00,1.005674173e+03,1.971493704e+05,12
4.063303304e-01,2.008872150e-01,9.628434872e+00,1.468624538e+00,1.001756614e+03,2.206935704e+03,12
4.685897770e-01,1.775754256e-01,1.412076280e+01,-1.757714688e+00,9.980519456e+02,-9.611067581e+04,12
4.609705694e-01,1.698410293e-01,9.944007462e+00,1.731822004e-01,1.000296879e+03,2.351350161e+04,16
4.768530008e-01,1.946345742e-01,1.104640559e+01,8.018995729e-01,1.003489718e+03,5.204766870e+04,11
5.395249975e-01,1.654539294e-01,1.234492991e+01,4.931221048e-01,9.955614752e+02,-2.109501020e+05,10
6.171863758e-01,1.883321615e-01,1.372383576e+01,-1.285641831e+00,1.000000000e+03,0.000000000e+00,4
6.053791850e-01,1.065330518e-01,1.202652084e+01,3.181233733e+00,1.000000000e+03,0.000000000e+00,4
4.500000000e-06,1.389443011e-01,0.000000000e+00,5.454505033e-03,1.005310562e+03,1.524671389e+06,13
1.051022693e-01,2.179062191e-01,4.015247040e+00,-3.496606548e+00,9.812366719e+02,-7.673631744e+05,8
