step,t,name,p,vx,vy,vz
4010,0.802000,inlet,0.000000,0.000000,0.000000,0.000000
4010,0.802000,outlet,6746.308598,0.003981,0.009753,-0.004868
4010,0.802000,mid,7429.590067,0.009193,0.024650,-0.014166
4020,0.804000,inlet,1229.328847,-0.000850,-0.008171,-0.001270
4020,0.804000,outlet,6746.456912,0.003975,0.009798,-0.004761
4020,0.804000,mid,7429.757637,0.009185,0.024500,-0.013770
4030,0.806000,inlet,0.000000,0.000000,0.000000,0.000000
4030,0.806000,outlet,6746.599368,0.003969,0.009814,-0.004655
4030,0.806000,mid,7429.918251,0.009173,0.024281,-0.013368
4040,0.808000,inlet,0.000000,-0.000508,-0.008468,-0.001106
4040,0.808000,outlet,6746.735891,0.003966,0.009802,-0.004545
4040,0.808000,mid,7430.071707,0.009171,0.024018,-0.012977
4050,0.810000,inlet,0.000000,0.000000,0.000000,0.000000
4050,0.810000,outlet,6746.866442,0.003977,0.009767,-0.004414
4050,0.810000,mid,7430.217882,0.009160,0.023710,-0.012632
4060,0.812000,inlet,0.000000,-0.002216,-0.007920,-0.002866
4060,0.812000,outlet,6746.990126,0.004008,0.009713,-0.004251
4060,0.812000,mid,7430.356795,0.009140,0.023366,-0.012353
4070,0.814000,inlet,0.000000,0.000000,0.000000,0.000000
4070,0.814000,outlet,6747.106441,0.004061,0.009645,-0.004060
4070,0.814000,mid,7430.488583,0.009127,0.023001,-0.012138
4080,0.816000,inlet,0.000000,-0.000659,-0.008039,-0.000976
4080,0.816000,outlet,6747.215751,0.004135,0.009563,-0.003845
4080,0.816000,mid,7430.613501,0.009127,0.022625,-0.011977
4090,0.818000,inlet,0.000000,0.002772,-0.009413,-0.001618
4090,0.818000,outlet,6747.318815,0.004229,0.009470,-0.003609
4090,0.818000,mid,7430.731807,0.009135,0.022230,-0.011860
4100,0.820000,inlet,0.000000,0.000000,0.000000,0.000000
4100,0.820000,outlet,6747.416474,0.004343,0.009368,-0.003353
4100,0.820000,mid,7430.843799,0.009154,0.021823,-0.011784
4110,0.822000,inlet,0.000000,0.000965,-0.008828,-0.002283
4110,0.822000,outlet,6747.509546,0.004478,0.009258,-0.003075
4110,0.822000,mid,7430.949800,0.009191,0.021416,-0.011750
4120,0.824000,inlet,0.000000,-0.001105,-0.008474,-0.001791
4120,0.824000,outlet,6747.598819,0.004636,0.009142,-0.002774
4120,0.824000,mid,7431.050139,0.009239,0.021000,-0.011750
4130,0.826000,inlet,0.000000,0.000000,0.000000,0.000000
4130,0.826000,outlet,6747.685053,0.004817,0.009021,-0.002447
4130,0.826000,mid,7431.145149,0.009306,0.020581,-0.011791
4140,0.828000,inlet,7434.283382,0.000579,-0.007955,-0.001202
4140,0.828000,outlet,6747.769001,0.005026,0.008896,-0.002089
4140,0.828000,mid,7431.235169,0.009376,0.020153,-0.011850
4150,0.830000,inlet,0.000000,0.000000,0.000000,0.000000
4150,0.830000,outlet,6747.851276,0.005262,0.008767,-0.001690
4150,0.830000,mid,7431.320427,0.009485,0.019715,-0.011871
4160,0.832000,inlet,0.000000,0.003017,-0.009554,-0.000911
4160,0.832000,outlet,6747.931772,0.005511,0.008627,-0.001238
4160,0.832000,mid,7431.400652,0.009632,0.019250,-0.011690
4170,0.834000,inlet,0.000000,-0.000111,-0.008017,-0.001927
4170,0.834000,outlet,6748.013932,0.005732,0.008478,-0.000810
4170,0.834000,mid,7431.476771,0.009804,0.018793,-0.011306
4180,0.836000,inlet,0.000000,0.000444,-0.007959,-0.001598
4180,0.836000,outlet,6748.102919,0.005915,0.008317,-0.000446
4180,0.836000,mid,7431.548505,0.009980,0.018309,-0.010819
4190,0.838000,inlet,0.000000,0.000695,-0.006750,-0.001851
4190,0.838000,outlet,6748.200499,0.006067,0.008142,-0.000139
4190,0.838000,mid,7431.615790,0.010149,0.017795,-0.010284
4200,0.840000,inlet,0.000000,0.000000,0.000000,0.000000
4200,0.840000,outlet,6748.340578,0.006195,0.007955,0.000123
4200,0.840000,mid,7431.678684,0.010320,0.017272,-0.009744
4210,0.842000,inlet,0.000000,0.000011,-0.008009,-0.001836
4210,0.842000,outlet,6748.495526,0.006305,0.007750,0.000355
4210,0.842000,mid,7431.737265,0.010472,0.016730,-0.009205
4220,0.844000,inlet,0.000000,0.000000,0.000000,0.000000
4220,0.844000,outlet,6748.746722,0.006402,0.007526,0.000573
4220,0.844000,mid,7431.791635,0.010612,0.016172,-0.008673
4230,0.846000,inlet,0.000000,0.000000,0.000000,0.000000
4230,0.846000,outlet,6749.034267,0.006488,0.007286,0.000772
4230,0.846000,mid,7431.841918,0.010735,0.015597,-0.008150
4240,0.848000,inlet,7434.283382,0.002571,-0.008943,-0.001512
4240,0.848000,outlet,6749.312184,0.006566,0.007049,0.000977
4240,0.848000,mid,7431.888241,0.010849,0.015017,-0.007644
4250,0.850000,inlet,0.000000,0.000000,0.000000,0.000000
4250,0.850000,outlet,6749.579343,0.006637,0.006822,0.001192
4250,0.850000,mid,7431.930755,0.010946,0.014428,-0.007148
4260,0.852000,inlet,0.000000,0.000000,0.000000,0.000000
4260,0.852000,outlet,6749.835893,0.006700,0.006601,0.001415
4260,0.852000,mid,7431.969608,0.011037,0.013846,-0.006670
4270,0.854000,inlet,0.000000,0.001737,-0.003746,-0.003719
4270,0.854000,outlet,6750.082091,0.006757,0.006386,0.001644
4270,0.854000,mid,7432.004946,0.011115,0.013266,-0.006197
4280,0.856000,inlet,5907.335819,0.000664,-0.007932,-0.001126
4280,0.856000,outlet,6750.318297,0.006808,0.006175,0.001876
4280,0.856000,mid,7432.036886,0.011174,0.012683,-0.005726
4290,0.858000,inlet,0.000000,0.000000,0.000000,0.000000
4290,0.858000,outlet,6750.544811,0.006854,0.005967,0.002110
4290,0.858000,mid,7432.065557,0.011230,0.012120,-0.005278
4300,0.860000,inlet,0.000000,0.000000,0.000000,0.000000
4300,0.860000,outlet,6750.761994,0.006895,0.005763,0.002344
4300,0.860000,mid,7432.091112,0.011272,0.011562,-0.004829
4310,0.862000,inlet,4728.266762,0.000246,-0.007707,-0.001689
4310,0.862000,outlet,6750.970332,0.006931,0.005561,0.002580
4310,0.862000,mid,7432.113680,0.011309,0.011019,-0.004393
4320,0.864000,inlet,0.000000,0.000000,0.000000,0.000000
4320,0.864000,outlet,6751.170362,0.006964,0.005362,0.002815
4320,0.864000,mid,7432.133413,0.011337,0.010486,-0.003965
4330,0.866000,inlet,2314.634035,-0.000758,-0.007769,-0.002393
4330,0.866000,outlet,6751.362694,0.006993,0.005166,0.003050
4330,0.866000,mid,7432.150450,0.011356,0.009964,-0.003547
4340,0.868000,inlet,0.000000,0.000000,0.000000,0.000000
4340,0.868000,outlet,6751.509701,0.007018,0.004974,0.003285
4340,0.868000,mid,7432.164936,0.011366,0.009455,-0.003137
4350,0.870000,inlet,0.000000,-0.001076,-0.007431,-0.000939
4350,0.870000,outlet,6751.619084,0.007040,0.004788,0.003516
4350,0.870000,mid,7432.177005,0.011370,0.008959,-0.002737
4360,0.872000,inlet,0.000000,0.000000,0.000000,0.000000
4360,0.872000,outlet,6751.723171,0.007057,0.004616,0.003738
4360,0.872000,mid,7432.186795,0.011366,0.008476,-0.002350
4370,0.874000,inlet,0.000000,-0.001342,-0.007166,-0.000368
4370,0.874000,outlet,6751.767106,0.007070,0.004459,0.003949
4370,0.874000,mid,7432.194439,0.011357,0.008009,-0.001974
4380,0.876000,inlet,7434.283382,0.002287,-0.008608,-0.001326
4380,0.876000,outlet,6751.795570,0.007077,0.004305,0.004142
4380,0.876000,mid,7432.200072,0.011343,0.007560,-0.001611
4390,0.878000,inlet,0.000000,0.000000,0.000000,0.000000
4390,0.878000,outlet,6751.822448,0.007077,0.004145,0.004308
4390,0.878000,mid,7432.203827,0.011321,0.007124,-0.001261
4400,0.880000,inlet,0.000000,-0.000030,-0.007403,-0.001963
4400,0.880000,outlet,6751.848941,0.007073,0.003981,0.004452
4400,0.880000,mid,7432.205839,0.011298,0.006708,-0.000936
4410,0.882000,inlet,0.000000,0.000000,0.000000,0.000000
4410,0.882000,outlet,6751.875305,0.007066,0.003817,0.004579
4410,0.882000,mid,7432.206240,0.011272,0.006305,-0.000630
4420,0.884000,inlet,0.000000,0.000954,-0.008089,-0.001772
4420,0.884000,outlet,6751.900655,0.007053,0.003652,0.004689
4420,0.884000,mid,7432.205149,0.011239,0.005914,-0.000344
4430,0.886000,inlet,0.000000,0.000000,0.000000,0.000000
4430,0.886000,outlet,6751.924789,0.007038,0.003488,0.004785
4430,0.886000,mid,7432.202682,0.011205,0.005536,-0.000082
4440,0.888000,inlet,0.000000,0.001360,-0.008301,-0.001125
4440,0.888000,outlet,6751.947523,0.007020,0.003326,0.004870
4440,0.888000,mid,7432.198945,0.011163,0.005165,0.000164
4450,0.890000,inlet,0.000000,0.000000,0.000000,0.000000
4450,0.890000,outlet,6751.968676,0.007000,0.003166,0.004944
4450,0.890000,mid,7432.193991,0.011119,0.004810,0.000385
4460,0.892000,inlet,0.000000,0.000000,0.000000,0.000000
4460,0.892000,outlet,6751.988092,0.006978,0.003009,0.005008
4460,0.892000,mid,7432.187778,0.011063,0.004456,0.000596
4470,0.894000,inlet,0.000000,0.000000,0.000000,0.000000
4470,0.894000,outlet,6752.005637,0.006954,0.002855,0.005063
4470,0.894000,mid,7432.180276,0.011017,0.004128,0.000776
4480,0.896000,inlet,0.000000,0.000009,-0.007071,-0.000959
4480,0.896000,outlet,6752.021195,0.006928,0.002705,0.005109
4480,0.896000,mid,7432.171483,0.010966,0.003806,0.000945
4490,0.898000,inlet,0.000000,0.000000,0.000000,0.000000
4490,0.898000,outlet,6752.034660,0.006900,0.002558,0.005147
4490,0.898000,mid,7432.161398,0.010910,0.003499,0.001092
4500,0.900000,inlet,0.000000,0.000000,0.000000,0.000000
4500,0.900000,outlet,6752.045716,0.006872,0.002411,0.005177
4500,0.900000,mid,7432.150040,0.010851,0.003196,0.001223
4510,0.902000,inlet,0.000000,0.000000,0.000000,0.000000
4510,0.902000,outlet,6752.054522,0.006841,0.002271,0.005201
4510,0.902000,mid,7432.137426,0.010786,0.002901,0.001347
4520,0.904000,inlet,0.000000,-0.000184,-0.006947,-0.001074
4520,0.904000,outlet,6752.061169,0.006810,0.002135,0.005217
4520,0.904000,mid,7432.123623,0.010729,0.002632,0.001446
4530,0.906000,inlet,0.000000,0.000000,0.000000,0.000000
4530,0.906000,outlet,6752.065483,0.006777,0.002004,0.005227
4530,0.906000,mid,7432.108673,0.010664,0.002367,0.001538
4540,0.908000,inlet,0.000000,0.000000,0.000000,0.000000
4540,0.908000,outlet,6752.067373,0.006742,0.001880,0.005232
4540,0.908000,mid,7432.092318,0.010589,0.002069,0.001673
4550,0.910000,inlet,3078.482271,0.001395,-0.007711,-0.001047
4550,0.910000,outlet,6752.066818,0.006707,0.001754,0.005234
4550,0.910000,mid,7432.074917,0.010524,0.001836,0.001728
4560,0.912000,inlet,0.000000,0.000000,0.000000,0.000000
4560,0.912000,outlet,6752.062628,0.006668,0.001633,0.005228
4560,0.912000,mid,7432.056646,0.010455,0.001609,0.001777
4570,0.914000,inlet,0.000000,0.000000,0.000000,0.000000
4570,0.914000,outlet,6752.055908,0.006633,0.001515,0.005219
4570,0.914000,mid,7432.037501,0.010388,0.001394,0.001815
4580,0.916000,inlet,0.000000,0.000000,0.000000,0.000000
4580,0.916000,outlet,6752.047439,0.006596,0.001403,0.005205
4580,0.916000,mid,7432.017523,0.010316,0.001183,0.001847
4590,0.918000,inlet,0.000000,0.000000,0.000000,0.000000
4590,0.918000,outlet,6752.036630,0.006558,0.001295,0.005185
4590,0.918000,mid,7431.996761,0.010241,0.000979,0.001874
4600,0.920000,inlet,0.000000,-0.000592,-0.002528,-0.003102
4600,0.920000,outlet,6752.023266,0.006519,0.001191,0.005161
4600,0.920000,mid,7431.975275,0.010169,0.000789,0.001889
4610,0.922000,inlet,0.000000,0.000000,0.000000,0.000000
4610,0.922000,outlet,6752.007340,0.006481,0.001091,0.005133
4610,0.922000,mid,7431.953120,0.010091,0.000602,0.001901
4620,0.924000,inlet,7434.283382,0.001817,-0.007840,-0.000887
4620,0.924000,outlet,6751.988873,0.006441,0.000995,0.005101
4620,0.924000,mid,7431.930357,0.010019,0.000431,0.001898
4630,0.926000,inlet,5797.556579,0.000916,-0.007197,-0.001071
4630,0.926000,outlet,6751.967887,0.006401,0.000903,0.005066
4630,0.926000,mid,7431.907043,0.009943,0.000264,0.001893
4640,0.928000,inlet,0.000000,0.000000,0.000000,0.000000
4640,0.928000,outlet,6751.944404,0.006361,0.000814,0.005029
4640,0.928000,mid,7431.883231,0.009869,0.000109,0.001880
4650,0.930000,inlet,0.000000,0.000000,0.000000,0.000000
4650,0.930000,outlet,6751.918452,0.006320,0.000729,0.004988
4650,0.930000,mid,7431.858969,0.009785,-0.000049,0.001868
4660,0.932000,inlet,0.000000,0.000000,0.000000,0.000000
4660,0.932000,outlet,6751.890061,0.006280,0.000648,0.004945
4660,0.932000,mid,7431.834299,0.009710,-0.000189,0.001844
4670,0.934000,inlet,0.000000,0.000892,-0.006952,-0.001136
4670,0.934000,outlet,6751.859095,0.006240,0.000570,0.004901
4670,0.934000,mid,7431.809155,0.009636,-0.000325,0.001815
4680,0.936000,inlet,0.000000,0.000000,0.000000,0.000000
4680,0.936000,outlet,6751.825858,0.006198,0.000495,0.004853
4680,0.936000,mid,7431.783771,0.009559,-0.000450,0.001782
4690,0.938000,inlet,1889.231206,0.001335,-0.007114,-0.000876
4690,0.938000,outlet,6751.790278,0.006157,0.000424,0.004803
4690,0.938000,mid,7431.758166,0.009486,-0.000567,0.001745
4700,0.940000,inlet,0.000000,0.000000,0.000000,0.000000
4700,0.940000,outlet,6751.752412,0.006115,0.000355,0.004752
4700,0.940000,mid,7431.732341,0.009404,-0.000684,0.001709
4710,0.942000,inlet,0.000000,0.000913,-0.007266,-0.001702
4710,0.942000,outlet,6751.712314,0.006073,0.000290,0.004699
4710,0.942000,mid,7431.706330,0.009329,-0.000788,0.001663
4720,0.944000,inlet,0.000000,0.000000,0.000000,0.000000
4720,0.944000,outlet,6751.670035,0.006031,0.000228,0.004645
4720,0.944000,mid,7431.680166,0.009250,-0.000890,0.001620
4730,0.946000,inlet,5708.890600,0.000516,-0.006745,-0.001312
4730,0.946000,outlet,6751.625627,0.005989,0.000168,0.004589
4730,0.946000,mid,7431.653879,0.009177,-0.000982,0.001568
4740,0.948000,inlet,0.000000,0.000000,0.000000,0.000000
4740,0.948000,outlet,6751.579141,0.005947,0.000112,0.004533
4740,0.948000,mid,7431.627497,0.009103,-0.001069,0.001510
4750,0.950000,inlet,7434.283382,0.002509,-0.007658,-0.001055
4750,0.950000,outlet,6751.530629,0.005905,0.000058,0.004475
4750,0.950000,mid,7431.601043,0.009026,-0.001154,0.001460
4760,0.952000,inlet,0.000000,0.000912,-0.006317,-0.000796
4760,0.952000,outlet,6751.480146,0.005863,0.000007,0.004417
4760,0.952000,mid,7431.574568,0.008948,-0.001234,0.001409
4770,0.954000,inlet,0.000000,0.000000,0.000000,0.000000
4770,0.954000,outlet,6751.427745,0.005821,-0.000042,0.004358
4770,0.954000,mid,7431.548071,0.008873,-0.001307,0.001354
4780,0.956000,inlet,0.000000,-0.001815,-0.006492,-0.001411
4780,0.956000,outlet,6751.373480,0.005780,-0.000088,0.004299
4780,0.956000,mid,7431.521581,0.008803,-0.001369,0.001293
4790,0.958000,inlet,0.000000,0.000000,0.000000,0.000000
4790,0.958000,outlet,6751.317404,0.005738,-0.000132,0.004239
4790,0.958000,mid,7431.495122,0.008731,-0.001430,0.001232
4800,0.960000,inlet,0.000000,0.002348,-0.007458,-0.001036
4800,0.960000,outlet,6751.259572,0.005697,-0.000173,0.004179
4800,0.960000,mid,7431.468698,0.008654,-0.001492,0.001177
4810,0.962000,inlet,0.000000,0.000000,0.000000,0.000000
4810,0.962000,outlet,6751.200040,0.005656,-0.000213,0.004118
4810,0.962000,mid,7431.442328,0.008583,-0.001544,0.001117
4820,0.964000,inlet,0.000000,0.000506,-0.006875,-0.001678
4820,0.964000,outlet,6751.138862,0.005615,-0.000250,0.004058
4820,0.964000,mid,7431.416026,0.008508,-0.001598,0.001060
4830,0.966000,inlet,0.000000,0.000758,-0.006699,-0.000787
4830,0.966000,outlet,6751.076095,0.005574,-0.000285,0.003998
4830,0.966000,mid,7431.389801,0.008432,-0.001649,0.001004
4840,0.968000,inlet,0.000000,0.001597,-0.007374,-0.001109
4840,0.968000,outlet,6751.011792,0.005533,-0.000318,0.003937
4840,0.968000,mid,7431.363670,0.008364,-0.001687,0.000941
4850,0.970000,inlet,0.000000,0.000000,0.000000,0.000000
4850,0.970000,outlet,6750.946010,0.005493,-0.000350,0.003877
4850,0.970000,mid,7431.337644,0.008296,-0.001724,0.000877
4860,0.972000,inlet,0.000000,0.000000,0.000000,0.000000
4860,0.972000,outlet,6750.878801,0.005452,-0.000379,0.003817
4860,0.972000,mid,7431.311730,0.008222,-0.001764,0.000820
4870,0.974000,inlet,0.000000,0.000000,0.000000,0.000000
4870,0.974000,outlet,6750.810219,0.005413,-0.000407,0.003757
4870,0.974000,mid,7431.285935,0.008154,-0.001794,0.000759
4880,0.976000,inlet,0.000000,0.000000,0.000000,0.000000
4880,0.976000,outlet,6750.740516,0.005377,-0.000433,0.003697
4880,0.976000,mid,7431.260259,0.008083,-0.001831,0.000692
4890,0.978000,inlet,0.000000,0.000000,0.000000,0.000000
4890,0.978000,outlet,6750.669821,0.005335,-0.000458,0.003635
4890,0.978000,mid,7431.234733,0.008016,-0.001857,0.000630
4900,0.980000,inlet,0.000000,0.000000,0.000000,0.000000
4900,0.980000,outlet,6750.597761,0.005295,-0.000482,0.003576
4900,0.980000,mid,7431.209359,0.007946,-0.001883,0.000577
4910,0.982000,inlet,0.000000,0.000701,-0.006295,-0.001052
4910,0.982000,outlet,6750.524459,0.005256,-0.000503,0.003518
4910,0.982000,mid,7431.184129,0.007880,-0.001903,0.000520
4920,0.984000,inlet,0.000000,0.000000,0.000000,0.000000
4920,0.984000,outlet,6750.449989,0.005218,-0.000523,0.003461
4920,0.984000,mid,7431.159044,0.007813,-0.001922,0.000466
4930,0.986000,inlet,0.000000,0.000000,0.000000,0.000000
4930,0.986000,outlet,6750.374700,0.005179,-0.000538,0.003403
4930,0.986000,mid,7431.134098,0.007746,-0.001936,0.000411
4940,0.988000,inlet,0.000000,0.000000,0.000000,0.000000
4940,0.988000,outlet,6750.298246,0.005141,-0.000557,0.003347
4940,0.988000,mid,7431.109306,0.007680,-0.001952,0.000359
4950,0.990000,inlet,0.000000,0.000000,0.000000,0.000000
4950,0.990000,outlet,6750.220606,0.005103,-0.000574,0.003292
4950,0.990000,mid,7431.084661,0.007618,-0.001961,0.000304
4960,0.992000,inlet,0.000000,0.000000,0.000000,0.000000
4960,0.992000,outlet,6750.142004,0.005066,-0.000590,0.003238
4960,0.992000,mid,7431.060158,0.007550,-0.001976,0.000256
4970,0.994000,inlet,0.000000,0.002222,-0.007002,-0.000951
4970,0.994000,outlet,6750.015473,0.005029,-0.000604,0.003184
4970,0.994000,mid,7431.035804,0.007488,-0.001983,0.000206
4980,0.996000,inlet,0.000000,0.000000,0.000000,0.000000
4980,0.996000,outlet,6749.863216,0.004993,-0.000617,0.003131
4980,0.996000,mid,7431.011593,0.007421,-0.001996,0.000165
4990,0.998000,inlet,0.000000,0.000000,0.000000,0.000000
4990,0.998000,outlet,6749.710728,0.004956,-0.000629,0.003079
4990,0.998000,mid,7430.987526,0.007361,-0.001997,0.000113
5000,1.000000,inlet,0.000000,-0.001156,-0.005965,-0.002176
5000,1.000000,outlet,6749.558044,0.004921,-0.000640,0.003027
5000,1.000000,mid,7430.963609,0.007300,-0.001998,0.000064
5010,1.002000,inlet,0.000000,0.000000,0.000000,0.000000
5010,1.002000,outlet,6749.405197,0.004885,-0.000651,0.002977
5010,1.002000,mid,7430.939845,0.007243,-0.001996,0.000015
5020,1.004000,inlet,7434.283382,0.000579,-0.005952,-0.000732
5020,1.004000,outlet,6749.252432,0.004856,-0.000647,0.002933
5020,1.004000,mid,7430.916190,0.007183,-0.001993,-0.000034
5030,1.006000,inlet,7434.283382,0.001235,-0.006359,-0.000538
5030,1.006000,outlet,6749.099678,0.004816,-0.000663,0.002882
5030,1.006000,mid,7430.892580,0.007125,-0.001999,-0.000073
5040,1.008000,inlet,0.000000,0.000000,0.000000,0.000000
5040,1.008000,outlet,6748.946632,0.004781,-0.000673,0.002832
5040,1.008000,mid,7430.869244,0.007070,-0.001991,-0.000117
5050,1.010000,inlet,0.000000,0.000726,-0.005868,-0.000651
5050,1.010000,outlet,6748.793504,0.004747,-0.000681,0.002784
5050,1.010000,mid,7430.845402,0.007008,-0.001999,-0.000150
5060,1.012000,inlet,0.000000,0.000000,0.000000,0.000000
5060,1.012000,outlet,6748.640361,0.004713,-0.000688,0.002737
5060,1.012000,mid,7430.822289,0.006955,-0.001987,-0.000191
5070,1.014000,inlet,0.000000,0.000000,0.000000,0.000000
5070,1.014000,outlet,6748.487230,0.004679,-0.000694,0.002691
5070,1.014000,mid,7430.799391,0.006896,-0.001983,-0.000225
5080,1.016000,inlet,7434.283382,0.001935,-0.006819,-0.000905
5080,1.016000,outlet,6748.334141,0.004646,-0.000700,0.002646
5080,1.016000,mid,7430.776636,0.006837,-0.001978,-0.000259
5090,1.018000,inlet,7434.283382,0.000369,-0.005764,-0.001155
5090,1.018000,outlet,6748.181118,0.004613,-0.000705,0.002602
5090,1.018000,mid,7430.754018,0.006785,-0.001966,-0.000295
5100,1.020000,inlet,0.000002,0.000569,-0.005807,-0.000587
5100,1.020000,outlet,6748.028188,0.004581,-0.000709,0.002559
5100,1.020000,mid,7430.731537,0.006728,-0.001960,-0.000326
5110,1.022000,inlet,0.000679,0.001538,-0.006520,-0.000600
5110,1.022000,outlet,6747.875297,0.004549,-0.000712,0.002517
5110,1.022000,mid,7430.709187,0.006674,-0.001951,-0.000356
5120,1.024000,inlet,7434.283307,-0.022940,0.037187,0.026843
5120,1.024000,outlet,6747.704299,0.004517,-0.000716,0.002475
5120,1.024000,mid,7430.686963,0.006616,-0.001944,-0.000383
5130,1.026000,inlet,0.006304,0.000364,-0.005993,-0.001515
5130,1.026000,outlet,6747.474544,0.004482,-0.000716,0.002434
5130,1.026000,mid,7430.664855,0.006565,-0.001964,-0.000454
5140,1.028000,inlet,7434.283382,0.001804,-0.006572,-0.000607
5140,1.028000,outlet,6747.246498,0.004453,-0.000723,0.002394
5140,1.028000,mid,7430.642829,0.006516,-0.001922,-0.000490
5150,1.030000,inlet,7434.283377,-0.023607,0.038554,0.027725
5150,1.030000,outlet,6747.019419,0.004428,-0.000739,0.002355
5150,1.030000,mid,7430.621003,0.006460,-0.001919,-0.000501
5160,1.032000,inlet,7434.283379,-0.023777,0.039012,0.027927
5160,1.032000,outlet,6746.792703,0.004404,-0.000764,0.002321
5160,1.032000,mid,7430.599274,0.006411,-0.001919,-0.000519
5170,1.034000,inlet,0.046570,-0.000020,-0.005524,-0.000610
5170,1.034000,outlet,6746.566048,0.004382,-0.000798,0.002290
5170,1.034000,mid,7430.577609,0.006364,-0.001927,-0.000536
5180,1.036000,inlet,1.741962,0.000531,-0.005423,-0.000443
5180,1.036000,outlet,6746.340037,0.004360,-0.000836,0.002259
5180,1.036000,mid,7430.555999,0.006320,-0.001941,-0.000554
5190,1.038000,inlet,3827.354653,0.000658,-0.005673,-0.000802
5190,1.038000,outlet,6746.113262,0.004343,-0.000886,0.002235
5190,1.038000,mid,7430.534435,0.006270,-0.001973,-0.000561
5200,1.040000,inlet,7434.283382,-0.024683,0.040979,0.029087
5200,1.040000,outlet,6745.886084,0.004326,-0.000941,0.002213
5200,1.040000,mid,7430.512912,0.006227,-0.002007,-0.000571
5210,1.042000,inlet,16.712677,0.000134,-0.005558,-0.001211
5210,1.042000,outlet,6745.658080,0.004313,-0.001005,0.002194
5210,1.042000,mid,7430.491426,0.006179,-0.002058,-0.000572
5220,1.044000,inlet,7434.283382,-0.025117,0.042016,0.029705
5220,1.044000,outlet,6745.430534,0.004295,-0.001064,0.002173
5220,1.044000,mid,7430.469980,0.006140,-0.002108,-0.000577
5230,1.046000,inlet,0.484836,0.000098,-0.005882,-0.001402
5230,1.046000,outlet,6745.202838,0.004283,-0.001141,0.002158
5230,1.046000,mid,7430.448574,0.006094,-0.002174,-0.000571
5240,1.048000,inlet,7434.283382,-0.025673,0.042753,0.030859
5240,1.048000,outlet,6744.974168,0.004272,-0.001223,0.002145
5240,1.048000,mid,7430.427207,0.006055,-0.002242,-0.000569
5250,1.050000,inlet,7434.283382,-0.025826,0.043550,0.030581
5250,1.050000,outlet,6744.744762,0.004263,-0.001310,0.002134
5250,1.050000,mid,7430.405882,0.006020,-0.002315,-0.000567
5260,1.052000,inlet,1722.140894,0.000192,-0.005431,-0.000574
5260,1.052000,outlet,6744.514661,0.004254,-0.001403,0.002124
5260,1.052000,mid,7430.384592,0.005967,-0.002416,-0.000564
5270,1.054000,inlet,6647.728354,-0.027488,0.040340,0.028281
5270,1.054000,outlet,6744.283817,0.004247,-0.001502,0.002117
5270,1.054000,mid,7430.363312,0.005902,-0.002555,-0.000583
5280,1.056000,inlet,6231.523653,-0.028312,0.038408,0.026381
5280,1.056000,outlet,6744.051860,0.004242,-0.001606,0.002111
5280,1.056000,mid,7430.342068,0.005834,-0.002711,-0.000604
5290,1.058000,inlet,5825.963918,-0.029189,0.036307,0.024690
5290,1.058000,outlet,6743.777824,0.004237,-0.001716,0.002107
5290,1.058000,mid,7430.320855,0.005772,-0.002868,-0.000626
5300,1.060000,inlet,5430.054591,-0.030071,0.034328,0.023642
5300,1.060000,outlet,6743.474083,0.004234,-0.001831,0.002106
5300,1.060000,mid,7430.299662,0.005699,-0.003038,-0.000633
5310,1.062000,inlet,7433.678679,0.000677,-0.005368,-0.000671
5310,1.062000,outlet,6743.168840,0.004232,-0.001953,0.002106
5310,1.062000,mid,7430.278465,0.005642,-0.003200,-0.000651
5320,1.064000,inlet,24.887431,0.000135,-0.005243,-0.000287
5320,1.064000,outlet,6742.861740,0.004232,-0.002081,0.002109
5320,1.064000,mid,7430.257282,0.005582,-0.003361,-0.000653
5330,1.066000,inlet,4285.887166,-0.032566,0.027646,0.018008
5330,1.066000,outlet,6742.553055,0.004233,-0.002213,0.002112
5330,1.066000,mid,7430.236077,0.005526,-0.003526,-0.000668
5340,1.068000,inlet,8.857334,0.000317,-0.004837,-0.000720
5340,1.068000,outlet,6742.242660,0.004235,-0.002351,0.002117
5340,1.068000,mid,7430.214842,0.005466,-0.003699,-0.000667
5350,1.070000,inlet,7428.925515,0.000328,-0.005197,-0.000488
5350,1.070000,outlet,6741.930277,0.004238,-0.002494,0.002124
5350,1.070000,mid,7430.193558,0.005412,-0.003871,-0.000664
5360,1.072000,inlet,3195.665424,-0.035030,0.020923,0.012973
5360,1.072000,outlet,6741.615607,0.004243,-0.002644,0.002134
5360,1.072000,mid,7430.172182,0.005353,-0.004054,-0.000655
5370,1.074000,inlet,1.158910,0.000176,-0.005249,-0.000658
5370,1.074000,outlet,6741.298102,0.004253,-0.002790,0.002145
5370,1.074000,mid,7430.150680,0.005302,-0.004232,-0.000639
5380,1.076000,inlet,2487.087187,-0.036517,0.016582,0.009561
5380,1.076000,outlet,6740.976774,0.004270,-0.002911,0.002156
5380,1.076000,mid,7430.128958,0.005247,-0.004387,-0.000630
5390,1.078000,inlet,7403.679510,0.000681,-0.005386,-0.001001
5390,1.078000,outlet,6740.650359,0.004303,-0.002999,0.002169
5390,1.078000,mid,7430.106952,0.005195,-0.004523,-0.000615
5400,1.080000,inlet,1785.058818,-0.038119,0.012125,0.006694
