step,t,name,p,vx,vy,vz
12740,2.548000,mid,7434.283382,0.002037,0.000902,0.000144
12750,2.550000,inlet,0.000000,0.000000,0.000000,0.000000
12750,2.550000,outlet,7417.280381,0.003917,-0.000523,-0.001641
12750,2.550000,mid,7434.283382,0.002021,0.000933,0.000237
12760,2.552000,inlet,0.000000,-0.000042,-0.001148,-0.000219
12760,2.552000,outlet,7417.186951,0.003902,-0.000460,-0.001582
12760,2.552000,mid,7434.283382,0.002008,0.000962,0.000319
12770,2.554000,inlet,0.000000,0.000028,-0.001211,-0.000236
12770,2.554000,outlet,7417.093058,0.003877,-0.000414,-0.001389
12770,2.554000,mid,7434.283382,0.001986,0.000974,0.000398
12780,2.556000,inlet,7434.283382,0.000108,-0.001249,-0.000285
12780,2.556000,outlet,7416.998813,0.003864,-0.000373,-0.001329
12780,2.556000,mid,7434.283382,0.001994,0.001026,0.000462
12790,2.558000,inlet,0.000000,0.000000,0.000000,0.000000
12790,2.558000,outlet,7416.903086,0.003843,-0.000315,-0.001148
12790,2.558000,mid,7434.283382,0.001971,0.001046,0.000544
12800,2.560000,inlet,0.000000,-0.000068,-0.001165,-0.000234
12800,2.560000,outlet,7416.804750,0.003824,-0.000307,-0.000994
12800,2.560000,mid,7434.283382,0.001969,0.001087,0.000631
12810,2.562000,inlet,0.000000,0.000120,-0.001226,-0.000310
12810,2.562000,outlet,7416.707586,0.003807,-0.000264,-0.000869
12810,2.562000,mid,7434.283382,0.001954,0.001102,0.000709
12820,2.564000,inlet,0.000000,0.000000,0.000000,0.000000
12820,2.564000,outlet,7416.611464,0.003787,-0.000214,-0.000773
12820,2.564000,mid,7434.283382,0.001935,0.001109,0.000780
12830,2.566000,inlet,0.000000,0.000000,0.000000,0.000000
12830,2.566000,outlet,7416.518565,0.003768,-0.000161,-0.000634
12830,2.566000,mid,7434.283382,0.001935,0.001147,0.000866
12840,2.568000,inlet,0.000000,0.000165,-0.000737,-0.000472
12840,2.568000,outlet,7416.424015,0.003741,-0.000090,-0.000470
12840,2.568000,mid,7434.283382,0.001922,0.001164,0.000924
12850,2.570000,inlet,0.000000,-0.000008,-0.001137,-0.000224
12850,2.570000,outlet,7416.326936,0.003722,-0.000098,-0.000350
12850,2.570000,mid,7434.283382,0.001916,0.001189,0.000999
12860,2.572000,inlet,5282.478769,0.000227,-0.001289,-0.000269
12860,2.572000,outlet,7416.229687,0.003713,-0.000042,-0.000327
12860,2.572000,mid,7434.283382,0.001897,0.001211,0.001049
12870,2.574000,inlet,0.000000,0.000000,0.000000,0.000000
12870,2.574000,outlet,7416.131685,0.003703,-0.000005,-0.000253
12870,2.574000,mid,7434.283382,0.001874,0.001208,0.001116
12880,2.576000,inlet,0.000000,0.000000,0.000000,0.000000
12880,2.576000,outlet,7416.034475,0.003687,0.000036,-0.000185
12880,2.576000,mid,7434.283382,0.001873,0.001240,0.001181
12890,2.578000,inlet,0.000000,0.000000,0.000000,0.000000
12890,2.578000,outlet,7415.935703,0.003664,0.000056,-0.000097
12890,2.578000,mid,7434.283382,0.001864,0.001261,0.001237
12900,2.580000,inlet,0.000000,0.000000,0.000000,0.000000
12900,2.580000,outlet,7415.837554,0.003639,0.000078,0.000032
12900,2.580000,mid,7434.283382,0.001855,0.001270,0.001282
12910,2.582000,inlet,0.000000,0.000000,0.000000,0.000000
12910,2.582000,outlet,7415.736837,0.003630,0.000076,0.000071
12910,2.582000,mid,7434.283382,0.001853,0.001294,0.001317
12920,2.584000,inlet,0.000000,0.000000,0.000000,0.000000
12920,2.584000,outlet,7415.637370,0.003619,0.000099,0.000126
12920,2.584000,mid,7434.283382,0.001841,0.001305,0.001367
12930,2.586000,inlet,0.000000,0.000000,0.000000,0.000000
12930,2.586000,outlet,7415.544966,0.003599,0.000155,0.000239
12930,2.586000,mid,7434.283382,0.001823,0.001297,0.001412
12940,2.588000,inlet,3776.962072,0.000119,-0.001258,-0.000291
12940,2.588000,outlet,7415.448460,0.003579,0.000197,0.000291
12940,2.588000,mid,7434.283382,0.001809,0.001295,0.001456
12950,2.590000,inlet,0.000000,0.000000,0.000000,0.000000
12950,2.590000,outlet,7415.348701,0.003565,0.000223,0.000417
12950,2.590000,mid,7434.283382,0.001790,0.001296,0.001485
12960,2.592000,inlet,7432.517331,0.000413,-0.001482,-0.000355
12960,2.592000,outlet,7415.251178,0.003549,0.000271,0.000448
12960,2.592000,mid,7434.283382,0.001786,0.001308,0.001535
12970,2.594000,inlet,0.000000,0.000000,0.000000,0.000000
12970,2.594000,outlet,7415.153387,0.003532,0.000277,0.000524
12970,2.594000,mid,7434.283382,0.001792,0.001331,0.001560
12980,2.596000,inlet,0.000000,0.000000,0.000000,0.000000
12980,2.596000,outlet,7415.054365,0.003512,0.000274,0.000663
12980,2.596000,mid,7434.283382,0.001777,0.001335,0.001603
12990,2.598000,inlet,0.000000,0.000000,0.000000,0.000000
12990,2.598000,outlet,7414.952668,0.003498,0.000302,0.000668
12990,2.598000,mid,7434.283382,0.001767,0.001338,0.001635
13000,2.600000,inlet,0.000000,-0.000091,-0.001095,-0.000185
13000,2.600000,outlet,7414.853200,0.003472,0.000344,0.000780
13000,2.600000,mid,7434.283382,0.001756,0.001337,0.001668
13010,2.602000,inlet,7427.845899,0.000132,-0.001239,-0.000358
13010,2.602000,outlet,7414.751420,0.003458,0.000351,0.000830
13010,2.602000,mid,7434.283382,0.001748,0.001346,0.001704
13020,2.604000,inlet,7434.283382,0.000044,-0.001162,-0.000295
13020,2.604000,outlet,7414.650652,0.003447,0.000349,0.000875
13020,2.604000,mid,7434.283382,0.001741,0.001346,0.001739
13030,2.606000,inlet,0.000000,0.000000,0.000000,0.000000
13030,2.606000,outlet,7414.551582,0.003426,0.000380,0.000920
13030,2.606000,mid,7434.283382,0.001734,0.001352,0.001752
13040,2.608000,inlet,0.000000,-0.000042,-0.001117,-0.000205
13040,2.608000,outlet,7414.453033,0.003418,0.000373,0.000929
13040,2.608000,mid,7434.283382,0.001716,0.001338,0.001778
13050,2.610000,inlet,0.000000,0.000047,-0.001116,-0.000205
13050,2.610000,outlet,7414.354984,0.003399,0.000380,0.000999
13050,2.610000,mid,7434.283382,0.001709,0.001341,0.001801
13060,2.612000,inlet,0.000000,0.000000,0.000000,0.000000
13060,2.612000,outlet,7414.255161,0.003386,0.000354,0.001024
13060,2.612000,mid,7434.283382,0.001698,0.001333,0.001816
13070,2.614000,inlet,0.000000,0.000000,0.000000,0.000000
13070,2.614000,outlet,7414.156164,0.003368,0.000374,0.001088
13070,2.614000,mid,7434.283382,0.001690,0.001334,0.001833
13080,2.616000,inlet,0.000000,0.000000,0.000000,0.000000
13080,2.616000,outlet,7414.056365,0.003355,0.000362,0.001102
13080,2.616000,mid,7434.283382,0.001682,0.001335,0.001848
13090,2.618000,inlet,0.000000,0.000000,0.000000,0.000000
13090,2.618000,outlet,7413.956457,0.003339,0.000358,0.001141
13090,2.618000,mid,7434.283382,0.001674,0.001334,0.001851
13100,2.620000,inlet,0.000000,0.000002,-0.001075,-0.000198
13100,2.620000,outlet,7413.856468,0.003324,0.000394,0.001197
13100,2.620000,mid,7434.283382,0.001665,0.001326,0.001872
13110,2.622000,inlet,565.775272,0.000513,-0.001394,-0.000301
13110,2.622000,outlet,7413.755471,0.003315,0.000354,0.001197
13110,2.622000,mid,7434.283382,0.001649,0.001316,0.001891
13120,2.624000,inlet,0.000000,0.000000,0.000000,0.000000
13120,2.624000,outlet,7413.655927,0.003295,0.000376,0.001267
13120,2.624000,mid,7434.283382,0.001642,0.001315,0.001893
13130,2.626000,inlet,7434.283382,0.000124,-0.001215,-0.000249
13130,2.626000,outlet,7413.553848,0.003287,0.000341,0.001248
13130,2.626000,mid,7434.283382,0.001637,0.001314,0.001901
13140,2.628000,inlet,0.000000,0.000000,0.000000,0.000000
13140,2.628000,outlet,7413.451208,0.003276,0.000304,0.001294
13140,2.628000,mid,7434.283382,0.001623,0.001300,0.001910
13150,2.630000,inlet,7432.672535,0.000516,-0.001426,-0.000300
13150,2.630000,outlet,7413.351414,0.003253,0.000327,0.001385
13150,2.630000,mid,7434.283382,0.001619,0.001296,0.001914
13160,2.632000,inlet,0.000000,0.000000,0.000000,0.000000
13160,2.632000,outlet,7413.252172,0.003235,0.000356,0.001400
13160,2.632000,mid,7434.283382,0.001605,0.001273,0.001925
13170,2.634000,inlet,0.000000,-0.000081,-0.001061,-0.000189
13170,2.634000,outlet,7413.153561,0.003231,0.000363,0.001358
13170,2.634000,mid,7434.283382,0.001604,0.001274,0.001930
13180,2.636000,inlet,0.000000,-0.000020,-0.001079,-0.000193
13180,2.636000,outlet,7413.055402,0.003216,0.000343,0.001382
13180,2.636000,mid,7434.283382,0.001596,0.001260,0.001925
13190,2.638000,inlet,7430.801112,0.000361,-0.001394,-0.000290
13190,2.638000,outlet,7412.957778,0.003202,0.000358,0.001384
13190,2.638000,mid,7434.283382,0.001588,0.001250,0.001937
13200,2.640000,inlet,0.000000,0.000000,0.000000,0.000000
13200,2.640000,outlet,7412.860089,0.003192,0.000365,0.001392
13200,2.640000,mid,7434.283382,0.001589,0.001246,0.001923
13210,2.642000,inlet,0.000000,0.000000,0.000000,0.000000
13210,2.642000,outlet,7412.762725,0.003179,0.000347,0.001387
13210,2.642000,mid,7434.283382,0.001573,0.001230,0.001930
13220,2.644000,inlet,0.000000,0.000124,-0.001185,-0.000288
13220,2.644000,outlet,7412.661985,0.003165,0.000312,0.001436
13220,2.644000,mid,7434.283382,0.001566,0.001228,0.001929
13230,2.646000,inlet,7434.283382,0.000203,-0.001193,-0.000297
13230,2.646000,outlet,7412.563296,0.003152,0.000289,0.001437
13230,2.646000,mid,7434.283382,0.001558,0.001217,0.001926
13240,2.648000,inlet,0.000000,-0.000089,-0.001010,-0.000178
13240,2.648000,outlet,7412.465638,0.003139,0.000273,0.001443
13240,2.648000,mid,7434.283382,0.001550,0.001201,0.001928
13250,2.650000,inlet,0.000000,0.000217,-0.001237,-0.000300
13250,2.650000,outlet,7412.367295,0.003127,0.000270,0.001431
13250,2.650000,mid,7434.283382,0.001544,0.001187,0.001916
13260,2.652000,inlet,0.000000,0.000000,0.000000,0.000000
13260,2.652000,outlet,7412.269596,0.003118,0.000268,0.001395
13260,2.652000,mid,7434.283382,0.001512,0.001134,0.001898
13270,2.654000,inlet,0.000000,0.000000,0.000000,0.000000
13270,2.654000,outlet,7412.172802,0.003103,0.000264,0.001459
13270,2.654000,mid,7434.283382,0.001523,0.001149,0.001897
13280,2.656000,inlet,0.000000,0.000000,0.000000,0.000000
13280,2.656000,outlet,7412.076292,0.003089,0.000253,0.001438
13280,2.656000,mid,7434.283382,0.001521,0.001141,0.001889
13290,2.658000,inlet,7434.283382,0.000185,-0.001215,-0.000241
13290,2.658000,outlet,7411.979409,0.003080,0.000246,0.001422
13290,2.658000,mid,7434.283382,0.001515,0.001132,0.001875
13300,2.660000,inlet,0.000000,-0.000105,-0.001019,-0.000161
13300,2.660000,outlet,7411.882820,0.003067,0.000245,0.001415
13300,2.660000,mid,7434.283382,0.001511,0.001122,0.001862
13310,2.662000,inlet,0.000000,0.000158,-0.001239,-0.000244
13310,2.662000,outlet,7411.786203,0.003052,0.000230,0.001428
13310,2.662000,mid,7434.283382,0.001500,0.001110,0.001850
13320,2.664000,inlet,7434.283382,0.000128,-0.001160,-0.000206
13320,2.664000,outlet,7411.688971,0.003037,0.000232,0.001432
13320,2.664000,mid,7434.283382,0.001487,0.001090,0.001843
13330,2.666000,inlet,0.000000,0.000000,0.000000,0.000000
13330,2.666000,outlet,7411.599348,0.003025,0.000273,0.001415
13330,2.666000,mid,7434.283382,0.001487,0.001087,0.001836
13340,2.668000,inlet,0.000000,-0.000039,-0.001069,-0.000173
13340,2.668000,outlet,7411.505165,0.003015,0.000237,0.001378
13340,2.668000,mid,7434.283382,0.001479,0.001072,0.001817
13350,2.670000,inlet,0.000000,0.000000,0.000000,0.000000
13350,2.670000,outlet,7411.410275,0.003004,0.000216,0.001370
13350,2.670000,mid,7434.283382,0.001471,0.001070,0.001793
13360,2.672000,inlet,0.000000,-0.000077,-0.001003,-0.000162
13360,2.672000,outlet,7411.314467,0.002996,0.000186,0.001340
13360,2.672000,mid,7434.283382,0.001463,0.001056,0.001780
13370,2.674000,inlet,0.000000,0.000008,-0.001065,-0.000173
13370,2.674000,outlet,7411.213548,0.002986,0.000122,0.001292
13370,2.674000,mid,7434.283382,0.001451,0.001034,0.001759
13380,2.676000,inlet,7434.283382,0.000128,-0.001132,-0.000202
13380,2.676000,outlet,7411.117008,0.002967,0.000142,0.001335
13380,2.676000,mid,7434.283382,0.001442,0.001015,0.001736
13390,2.678000,inlet,0.000000,0.000269,-0.001230,-0.000282
13390,2.678000,outlet,7411.022469,0.002958,0.000126,0.001355
13390,2.678000,mid,7434.283382,0.001436,0.000997,0.001718
13400,2.680000,inlet,7434.283382,0.000022,-0.001143,-0.000224
13400,2.680000,outlet,7410.931843,0.002953,0.000104,0.001283
13400,2.680000,mid,7434.283382,0.001446,0.001003,0.001699
13410,2.682000,inlet,7434.283382,0.000062,-0.001119,-0.000215
13410,2.682000,outlet,7410.835672,0.002939,0.000064,0.001300
13410,2.682000,mid,7434.283382,0.001432,0.000983,0.001676
13420,2.684000,inlet,7434.283382,0.000104,-0.001088,-0.000193
13420,2.684000,outlet,7410.737159,0.002937,0.000049,0.001243
13420,2.684000,mid,7434.283382,0.001425,0.000968,0.001646
13430,2.686000,inlet,0.000000,0.000000,0.000000,0.000000
13430,2.686000,outlet,7410.642344,0.002926,0.000028,0.001208
13430,2.686000,mid,7434.283382,0.001398,0.000922,0.001625
13440,2.688000,inlet,0.000000,0.000000,0.000000,0.000000
13440,2.688000,outlet,7410.548191,0.002910,-0.000006,0.001240
13440,2.688000,mid,7434.283382,0.001417,0.000932,0.001602
13450,2.690000,inlet,0.000000,0.000000,0.000000,0.000000
13450,2.690000,outlet,7410.454196,0.002902,-0.000035,0.001205
13450,2.690000,mid,7434.283382,0.001407,0.000912,0.001596
13460,2.692000,inlet,0.000000,0.000000,0.000000,0.000000
13460,2.692000,outlet,7410.359700,0.002893,-0.000037,0.001178
13460,2.692000,mid,7434.283382,0.001399,0.000897,0.001573
13470,2.694000,inlet,0.000000,-0.000032,-0.001078,-0.000178
13470,2.694000,outlet,7410.265371,0.002882,-0.000042,0.001147
13470,2.694000,mid,7434.283382,0.001394,0.000875,0.001556
13480,2.696000,inlet,0.000000,0.000000,0.000000,0.000000
13480,2.696000,outlet,7410.172718,0.002868,0.000013,0.001158
13480,2.696000,mid,7434.283382,0.001370,0.000830,0.001534
13490,2.698000,inlet,0.000000,0.000000,0.000000,0.000000
13490,2.698000,outlet,7410.081063,0.002853,-0.000020,0.001136
13490,2.698000,mid,7434.283382,0.001386,0.000847,0.001506
13500,2.700000,inlet,0.000000,0.000000,0.000000,0.000000
13500,2.700000,outlet,7409.989174,0.002844,-0.000026,0.001155
13500,2.700000,mid,7434.283382,0.001377,0.000837,0.001491
13510,2.702000,inlet,0.000000,0.000000,0.000000,0.000000
13510,2.702000,outlet,7409.897217,0.002839,-0.000096,0.001068
13510,2.702000,mid,7434.283382,0.001368,0.000823,0.001467
13520,2.704000,inlet,0.000000,0.000000,0.000000,0.000000
13520,2.704000,outlet,7409.805590,0.002830,-0.000089,0.001040
13520,2.704000,mid,7434.283382,0.001360,0.000803,0.001445
13530,2.706000,inlet,0.000000,0.000000,0.000000,0.000000
13530,2.706000,outlet,7409.713690,0.002821,-0.000108,0.001024
13530,2.706000,mid,7434.283382,0.001351,0.000781,0.001428
13540,2.708000,inlet,0.000000,0.000000,0.000000,0.000000
13540,2.708000,outlet,7409.623017,0.002810,-0.000101,0.001020
13540,2.708000,mid,7434.283382,0.001344,0.000766,0.001403
13550,2.710000,inlet,0.000000,0.000000,0.000000,0.000000
13550,2.710000,outlet,7409.532772,0.002795,-0.000113,0.001043
13550,2.710000,mid,7434.283382,0.001347,0.000764,0.001381
13560,2.712000,inlet,0.000000,0.000000,0.000000,0.000000
13560,2.712000,outlet,7409.439706,0.002784,-0.000149,0.001028
13560,2.712000,mid,7434.283382,0.001333,0.000738,0.001368
13570,2.714000,inlet,0.000000,-0.000068,-0.001003,-0.000159
13570,2.714000,outlet,7409.347966,0.002780,-0.000150,0.000972
13570,2.714000,mid,7434.283382,0.001326,0.000726,0.001343
13580,2.716000,inlet,0.000000,0.000015,-0.001079,-0.000193
13580,2.716000,outlet,7409.590337,0.002772,-0.000174,0.000929
13580,2.716000,mid,7434.283382,0.001312,0.000701,0.001329
13590,2.718000,inlet,0.000000,0.000000,0.000000,0.000000
13590,2.718000,outlet,7409.888419,0.002756,-0.000181,0.000920
13590,2.718000,mid,7434.283382,0.001312,0.000701,0.001306
13600,2.720000,inlet,0.000000,-0.000077,-0.001004,-0.000163
13600,2.720000,outlet,7410.221886,0.002747,-0.000266,0.000900
13600,2.720000,mid,7434.283382,0.001314,0.000700,0.001285
13610,2.722000,inlet,7340.729061,0.000073,-0.001068,-0.000238
13610,2.722000,outlet,7410.599621,0.002740,-0.000383,0.000870
13610,2.722000,mid,7434.283382,0.001310,0.000686,0.001263
13620,2.724000,inlet,0.000000,0.000049,-0.001092,-0.000213
13620,2.724000,outlet,7411.028228,0.002740,-0.000546,0.000829
13620,2.724000,mid,7434.283382,0.001298,0.000662,0.001248
13630,2.726000,inlet,7431.372972,0.000314,-0.001268,-0.000248
13630,2.726000,outlet,7411.504235,0.002747,-0.000759,0.000787
13630,2.726000,mid,7434.283382,0.001294,0.000640,0.001233
13640,2.728000,inlet,0.000000,0.000000,0.000000,0.000000
13640,2.728000,outlet,7412.081023,0.002750,-0.000979,0.000730
13640,2.728000,mid,7434.283382,0.001282,0.000599,0.001192
13650,2.730000,inlet,0.000000,0.000000,0.000000,0.000000
13650,2.730000,outlet,7412.755193,0.002771,-0.001284,0.000694
13650,2.730000,mid,7434.283382,0.001282,0.000571,0.001187
13660,2.732000,inlet,0.000000,0.000000,0.000000,0.000000
13660,2.732000,outlet,7413.507486,0.002795,-0.001611,0.000646
13660,2.732000,mid,7434.283382,0.001279,0.000526,0.001163
13670,2.734000,inlet,7426.744655,0.000225,-0.001125,-0.000259
13670,2.734000,outlet,7414.400237,0.002812,-0.002003,0.000613
13670,2.734000,mid,7434.283382,0.001274,0.000466,0.001143
13680,2.736000,inlet,0.000000,0.000000,0.000000,0.000000
13680,2.736000,outlet,7415.393844,0.002845,-0.002467,0.000567
13680,2.736000,mid,7434.283382,0.001258,0.000373,0.001110
13690,2.738000,inlet,0.000000,0.000000,0.000000,0.000000
13690,2.738000,outlet,7416.600069,0.002893,-0.002980,0.000512
13690,2.738000,mid,7434.283382,0.001267,0.000292,0.001087
13700,2.740000,inlet,0.000000,0.000000,0.000000,0.000000
13700,2.740000,outlet,7417.877445,0.002946,-0.003556,0.000454
13700,2.740000,mid,7434.283382,0.001269,0.000189,0.001060
13710,2.742000,inlet,0.000000,0.000215,-0.001326,-0.000260
13710,2.742000,outlet,7419.431530,0.003016,-0.004306,0.000376
13710,2.742000,mid,7434.283382,0.001271,0.000066,0.001032
13720,2.744000,inlet,0.000000,0.000000,0.000000,0.000000
13720,2.744000,outlet,7421.250514,0.003076,-0.004988,0.000335
13720,2.744000,mid,7434.283382,0.001280,-0.000071,0.000998
13730,2.746000,inlet,0.000000,0.000000,0.000000,0.000000
13730,2.746000,outlet,7423.385751,0.003159,-0.005799,0.000316
13730,2.746000,mid,7434.283382,0.001280,-0.000245,0.000972
13740,2.748000,inlet,0.000000,0.000000,0.000000,0.000000
13740,2.748000,outlet,7424.105781,0.003251,-0.006661,0.000242
13740,2.748000,mid,7434.283382,0.001287,-0.000436,0.000945
13750,2.750000,inlet,0.000000,0.000000,0.000000,0.000000
13750,2.750000,outlet,7424.109627,0.003364,-0.007514,0.000221
13750,2.750000,mid,7434.283382,0.001297,-0.000651,0.000911
13760,2.752000,inlet,0.000000,0.000000,0.000000,0.000000
13760,2.752000,outlet,7424.116740,0.003465,-0.008292,0.000163
13760,2.752000,mid,7434.283382,0.001311,-0.000883,0.000886
13770,2.754000,inlet,0.000000,0.000000,0.000000,0.000000
13770,2.754000,outlet,7424.126878,0.003565,-0.008915,0.000134
13770,2.754000,mid,7434.283382,0.001337,-0.001128,0.000856
13780,2.756000,inlet,0.000000,0.000000,0.000000,0.000000
13780,2.756000,outlet,7424.139835,0.003654,-0.009456,0.000106
13780,2.756000,mid,7434.283382,0.001346,-0.001409,0.000831
13790,2.758000,inlet,0.000000,0.000000,0.000000,0.000000
13790,2.758000,outlet,7424.155201,0.003727,-0.009976,0.000109
13790,2.758000,mid,7434.283382,0.001374,-0.001666,0.000803
13800,2.760000,inlet,0.000000,0.000000,0.000000,0.000000
13800,2.760000,outlet,7424.172697,0.003817,-0.010388,0.000086
13800,2.760000,mid,7434.283382,0.001396,-0.001935,0.000770
13810,2.762000,inlet,0.000000,0.000000,0.000000,0.000000
13810,2.762000,outlet,7424.191778,0.003869,-0.010620,0.000074
13810,2.762000,mid,7434.283382,0.001421,-0.002182,0.000745
13820,2.764000,inlet,0.000000,0.000255,-0.001317,-0.000319
13820,2.764000,outlet,7424.212153,0.003910,-0.010886,0.000073
13820,2.764000,mid,7434.283382,0.001452,-0.002429,0.000723
13830,2.766000,inlet,0.000000,0.000000,0.000000,0.000000
13830,2.766000,outlet,7424.234053,0.003966,-0.011314,0.000041
13830,2.766000,mid,7434.283382,0.001484,-0.002653,0.000699
13840,2.768000,inlet,0.000000,0.000000,0.000000,0.000000
13840,2.768000,outlet,7424.257325,0.004009,-0.011637,0.000031
13840,2.768000,mid,7434.283382,0.001508,-0.002881,0.000675
13850,2.770000,inlet,0.000000,0.000000,0.000000,0.000000
13850,2.770000,outlet,7424.281887,0.004052,-0.011953,0.000007
13850,2.770000,mid,7434.283382,0.001528,-0.003093,0.000653
13860,2.772000,inlet,0.000000,-0.000013,-0.000963,-0.000156
13860,2.772000,outlet,7424.307346,0.004098,-0.012247,-0.000016
13860,2.772000,mid,7434.283382,0.001572,-0.003257,0.000643
13870,2.774000,inlet,0.000000,0.000000,0.000000,0.000000
13870,2.774000,outlet,7424.333918,0.004142,-0.012472,-0.000026
13870,2.774000,mid,7434.283382,0.001581,-0.003483,0.000618
13880,2.776000,inlet,0.000000,0.000000,0.000000,0.000000
13880,2.776000,outlet,7424.361395,0.004164,-0.012632,0.000015
13880,2.776000,mid,7434.283382,0.001619,-0.003643,0.000569
13890,2.778000,inlet,0.000000,0.000000,0.000000,0.000000
13890,2.778000,outlet,7424.389503,0.004197,-0.012853,0.000012
13890,2.778000,mid,7434.283382,0.001635,-0.003819,0.000564
13900,2.780000,inlet,0.000000,0.000000,0.000000,0.000000
13900,2.780000,outlet,7424.418130,0.004214,-0.013039,0.000041
13900,2.780000,mid,7434.283382,0.001655,-0.003972,0.000555
13910,2.782000,inlet,371.857659,0.000110,-0.001065,-0.000270
13910,2.782000,outlet,7424.447253,0.004241,-0.013185,0.000016
13910,2.782000,mid,7434.283382,0.001675,-0.004123,0.000540
13920,2.784000,inlet,0.000000,-0.000025,-0.000954,-0.000163
13920,2.784000,outlet,7424.477017,0.004247,-0.013202,0.000043
13920,2.784000,mid,7434.283382,0.001708,-0.004256,0.000528
13930,2.786000,inlet,0.000000,0.000000,0.000000,0.000000
13930,2.786000,outlet,7424.560391,0.004256,-0.013265,0.000063
13930,2.786000,mid,7434.283382,0.001712,-0.004383,0.000521
13940,2.788000,inlet,0.000000,0.000000,0.000000,0.000000
13940,2.788000,outlet,7424.643288,0.004260,-0.013297,0.000096
13940,2.788000,mid,7434.283382,0.001728,-0.004478,0.000522
13950,2.790000,inlet,141.851954,0.000217,-0.001102,-0.000251
13950,2.790000,outlet,7424.727991,0.004270,-0.013247,0.000109
13950,2.790000,mid,7434.283382,0.001740,-0.004573,0.000514
13960,2.792000,inlet,0.000000,0.000000,0.000000,0.000000
13960,2.792000,outlet,7424.815740,0.004262,-0.013231,0.000130
13960,2.792000,mid,7434.283382,0.001757,-0.004651,0.000506
13970,2.794000,inlet,0.000000,0.000000,0.000000,0.000000
13970,2.794000,outlet,7424.909168,0.004261,-0.013251,0.000180
13970,2.794000,mid,7434.283382,0.001768,-0.004714,0.000506
13980,2.796000,inlet,0.000000,-0.000064,-0.000895,-0.000131
13980,2.796000,outlet,7425.006466,0.004268,-0.013225,0.000266
13980,2.796000,mid,7434.283382,0.001778,-0.004769,0.000502
13990,2.798000,inlet,0.000000,0.000155,-0.001102,-0.000183
13990,2.798000,outlet,7425.107598,0.004261,-0.013165,0.000345
13990,2.798000,mid,7434.283382,0.001787,-0.004818,0.000513
14000,2.800000,inlet,0.000000,0.000000,0.000000,0.000000
14000,2.800000,outlet,7425.213608,0.004287,-0.013141,0.000395
14000,2.800000,mid,7434.283382,0.001791,-0.004853,0.000513
14010,2.802000,inlet,0.000000,0.000045,-0.000979,-0.000166
14010,2.802000,outlet,7425.417573,0.004292,-0.013040,0.000492
14010,2.802000,mid,7434.283382,0.001801,-0.004868,0.000520
14020,2.804000,inlet,0.000000,0.000000,0.000000,0.000000
14020,2.804000,outlet,7425.636273,0.004284,-0.012925,0.000619
14020,2.804000,mid,7434.283382,0.001789,-0.004905,0.000529
14030,2.806000,inlet,0.000000,0.000000,0.000000,0.000000
14030,2.806000,outlet,7425.869018,0.004322,-0.012807,0.000729
14030,2.806000,mid,7434.283382,0.001806,-0.004885,0.000552
14040,2.808000,inlet,0.000000,0.000000,0.000000,0.000000
14040,2.808000,outlet,7426.118734,0.004350,-0.012570,0.000847
14040,2.808000,mid,7434.283382,0.001818,-0.004865,0.000578
14050,2.810000,inlet,7433.153430,0.000137,-0.001181,-0.000192
14050,2.810000,outlet,7426.388326,0.004394,-0.012289,0.000995
14050,2.810000,mid,7434.283382,0.001827,-0.004834,0.000613
14060,2.812000,inlet,0.000000,0.000000,0.000000,0.000000
14060,2.812000,outlet,7426.681579,0.004445,-0.011913,0.001151
14060,2.812000,mid,7434.283382,0.001835,-0.004795,0.000634
14070,2.814000,inlet,0.000000,0.000000,0.000000,0.000000
14070,2.814000,outlet,7427.002567,0.004501,-0.011463,0.001309
14070,2.814000,mid,7434.283382,0.001840,-0.004735,0.000674
14080,2.816000,inlet,7417.115640,0.000154,-0.001051,-0.000182
14080,2.816000,outlet,7427.358149,0.004569,-0.010901,0.001488
14080,2.816000,mid,7434.283382,0.001842,-0.004660,0.000712
14090,2.818000,inlet,0.000000,0.000084,-0.000997,-0.000153
14090,2.818000,outlet,7427.754764,0.004664,-0.010422,0.001677
14090,2.818000,mid,7434.283382,0.001852,-0.004558,0.000758
14100,2.820000,inlet,0.000000,0.000000,0.000000,0.000000
14100,2.820000,outlet,7428.203396,0.004758,-0.009812,0.001917
14100,2.820000,mid,7434.283382,0.001876,-0.004415,0.000818
14110,2.822000,inlet,0.000000,-0.000028,-0.000931,-0.000122
14110,2.822000,outlet,7428.720269,0.004889,-0.009052,0.002186
14110,2.822000,mid,7434.283382,0.001896,-0.004253,0.000857
14120,2.824000,inlet,0.000000,0.000000,0.000000,0.000000
14120,2.824000,outlet,7429.310876,0.005019,-0.008364,0.002491
14120,2.824000,mid,7434.283382,0.001917,-0.004064,0.000922
14130,2.826000,inlet,0.000000,0.000000,0.000000,0.000000
14130,2.826000,outlet,7429.997283,0.005188,-0.007304,0.002777
14130,2.826000,mid,7434.283382,0.001934,-0.003856,0.001000
14140,2.828000,inlet,0.000000,-0.000068,-0.000854,-0.000123
14140,2.828000,outlet,7430.802506,0.005366,-0.006305,0.003040
14140,2.828000,mid,7434.283382,0.001961,-0.003613,0.001075
14150,2.830000,inlet,0.000000,-0.000005,-0.000904,-0.000138
