step,time,dt,rho_min,rho_mean,rho_max,v_max,active_count,inactive_count,mass_flow_inlet,mass_flow_outlet,vel_prof_mid_channel_bin0,vel_prof_mid_channel_bin1,vel_prof_mid_channel_bin2,vel_prof_mid_channel_bin3,vel_prof_mid_channel_bin4,vel_prof_mid_channel_bin5,vel_prof_mid_channel_bin6,vel_prof_mid_channel_bin7,vel_prof_mid_channel_bin8,vel_prof_mid_channel_bin9,vel_prof_mid_channel_bin10,vel_prof_mid_channel_bin11,vel_prof_mid_channel_bin12,vel_prof_mid_channel_bin13,vel_prof_mid_channel_bin14,vel_prof_mid_channel_bin15,vel_prof_mid_channel_bin16,vel_prof_mid_channel_bin17,vel_prof_mid_channel_bin18,vel_prof_mid_channel_bin19
50,0.01,0.0002,455.36597240632364,998.614850258605,1455.4757643578566,36.70142619657123,8775,0,118.03053007836571,91.13901453073723,nan,1.0015537716567549,0.999999999999422,1.0000000000000113,1.000000000000016,1.000000000000019,1.0000000000000333,1.0000000000000424,1.0000000000000502,1.000000000000054,1.0000000000000695,1.000000000000051,1.0000000000000406,1.0000000000000366,1.0000000000000175,1.0000000000000175,1.0000000000000178,0.9999999999994126,1.0015537716567369,nan
100,0.012227172354341582,1e-05,-1604401716828.7058,-1222639778.0614429,78191839219.40337,26415274.690519206,8773,2,-98572.51631662522,12556.250925713872,25010.007874217634,1.3543512153672217,1.3109177517502923,1.1672323062139767,1.2345169282370931,1.116630844140061,1.0749036180305391,1.9276423960148685,1.6840002580942912,1.1949500173269014,1.0261994472064453,1.3106834948137822,1.527933994328368,2253.1358850983506,1.1832997564166454,1.0727076292070121,318.5032497401138,0.9906933511785103,0.8762703347462218,-0.28386872151323755
